id,level,smallBpId,exp,icon,normalType,normalReward,vipType,vipReward,title,desc,specialReward,stageReward,payIcon,payLabel,payshopid,
648,8,144,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
649,9,144,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
650,10,144,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
651,11,144,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
652,12,144,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
653,13,144,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
654,14,144,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
655,15,144,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
656,0,3,200,ui_active_bp_dragon_1281,0,"[1003,10]",2,"[328001,1]",partner_name_328,partner_desc_328,1,1,"[3,328001]",[],800,
657,1,3,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
658,2,3,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
659,3,3,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
660,4,3,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
661,5,3,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
662,6,3,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
663,7,3,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
664,8,3,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
665,9,3,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
666,10,3,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
667,11,3,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
668,12,3,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
669,13,3,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
670,14,3,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
671,15,3,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
672,0,4,200,ui_active_bp_dragon_136,0,"[1003,10]",2,"[326001,1]",partner_name_326,partner_desc_326,1,1,"[3,326001]",[],800,
673,1,4,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
674,2,4,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
675,3,4,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
676,4,4,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
677,5,4,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
678,6,4,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
679,7,4,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
680,8,4,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
681,9,4,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
682,10,4,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
683,11,4,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
684,12,4,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
685,13,4,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
686,14,4,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
687,15,4,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
688,0,146,200,ui_active_bp_dragon_146,0,"[1003,10]",2,"[338001,1]",partner_name_338,partner_desc_338,1,1,"[3,338001]",[],800,
689,1,146,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
690,2,146,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
691,3,146,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
692,4,146,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
693,5,146,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
694,6,146,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
695,7,146,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
696,8,146,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
697,9,146,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
698,10,146,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
699,11,146,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
700,12,146,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
701,13,146,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
702,14,146,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
703,15,146,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
20000,0,20001,5,,0,"[1002,100]",0,"[6403,5]",,,0,0,[],[],0,
20001,1,20001,5,,0,"[6402,1]",0,"[6401,1]",,,0,0,[],[],0,
20002,2,20001,5,,0,"[1001,5]",0,"[1003,200]",,,0,0,[],[],0,
20003,3,20001,5,,0,"[1002,200]",0,"[6401,1]",,,0,0,[],[],0,
20004,4,20001,5,,0,"[6402,1]",0,"[1003,300]",,,0,1,[],[],0,
20005,5,20001,5,,0,"[1001,10]",0,"[6401,1]",,,0,0,[],[],0,
20006,6,20001,5,,0,"[1002,300]",0,"[6400,1]",,,0,1,[],[],0,
20007,7,20001,5,,0,"[1002,400]",0,"[6403,5]",,,0,0,[],[],0,
20008,8,20001,5,,0,"[6402,1]",0,"[6401,2]",,,0,0,[],[],0,
20009,9,20001,5,,0,"[1001,15]",0,"[6400,1]",,,0,1,[],[],0,
20010,10,20001,5,,0,"[1002,500]",0,"[1003,300]",,,0,0,[],[],0,
20011,11,20001,4,,0,"[6402,1]",0,"[6401,2]",,,0,0,[],[],0,
20012,12,20001,-1,,0,"[1001,20]",0,"[6400,1]",,,0,1,[],[],0,
704,0,147,200,ui_active_bp_dragon_147,0,"[1003,10]",2,"[339001,1]",partner_name_339,partner_desc_339,1,1,"[3,339001]",[],800,
705,1,147,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
706,2,147,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
707,3,147,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
708,4,147,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
709,5,147,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
710,6,147,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
711,7,147,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
712,8,147,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
713,9,147,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
714,10,147,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
715,11,147,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
716,12,147,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
717,13,147,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
718,14,147,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
719,15,147,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
720,0,149,200,ui_active_bp_dragon_148,0,"[1003,10]",2,"[340001,1]",partner_name_340,partner_desc_340,1,1,"[3,340001]",[],800,
721,1,149,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
722,2,149,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
723,3,149,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
724,4,149,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
725,5,149,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
726,6,149,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
727,7,149,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
728,8,149,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
729,9,149,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
730,10,149,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
731,11,149,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
732,12,149,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
733,13,149,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
734,14,149,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
735,15,149,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
736,0,151,200,ui_active_bp_dragon_151,0,"[1003,10]",2,"[340001,1]",partner_name_340,partner_desc_340,1,1,"[3,340001]",[],800,
737,1,151,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
738,2,151,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
739,3,151,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
740,4,151,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
741,5,151,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
742,6,151,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
743,7,151,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
744,8,151,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
745,9,151,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
746,10,151,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
747,11,151,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
748,12,151,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
749,13,151,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
750,14,151,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
751,15,151,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
752,0,150,200,ui_active_bp_dragon_180,0,"[1006,10]",2,"[341001,1]",ui_event2410_building_paddy,ui_event2410_building_paddy_des,1,1,"[3,341001]",[],800,
753,1,150,200,ui_active_bp_buy_icon_extra1,0,"[1006,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
754,2,150,300,,0,"[1006,10]",0,"[1006,50]",,,0,0,[],[],0,
755,3,150,300,,0,"[1006,10]",0,"[1006,50]",,,0,0,[],[],0,
756,4,150,400,,0,"[1006,10]",0,"[1006,50]",,,0,0,[],[],0,
757,5,150,400,,0,"[1006,15]",0,"[1006,80]",,,0,0,[],[],0,
758,6,150,500,,0,"[1006,15]",0,"[1006,80]",,,0,0,[],[],0,
759,7,150,500,,0,"[1006,15]",0,"[1006,80]",,,0,0,[],[],0,
760,8,150,500,,0,"[1006,20]",0,"[1006,100]",,,0,1,[],[],0,
761,9,150,600,,0,"[1006,20]",0,"[1006,100]",,,0,0,[],[],0,
762,10,150,600,,0,"[1006,20]",0,"[1006,100]",,,0,0,[],[],0,
763,11,150,800,,0,"[1006,30]",0,"[1006,200]",,,0,0,[],[],0,
764,12,150,800,,0,"[1006,30]",0,"[1006,200]",,,0,0,[],[],0,
765,13,150,1000,,0,"[1006,30]",0,"[1006,200]",,,0,0,[],[],0,
766,14,150,1000,,0,"[1006,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
767,15,150,-1,,0,"[1006,100]",0,"[1006,800]",,,1,0,[],[],0,
768,0,152,200,ui_active_bp_dragon_152,0,"[1003,10]",2,"[341001,1]",ui_event2410_building_paddy,ui_event2410_building_paddy_des,1,1,"[3,341001]",[],800,
769,1,152,200,ui_active_bp_buy_icon_extra1,0,"[1003,10]",1,[1],eventmapslot,eventmapslot_desc,1,0,"[1,51002]",[],0,
770,2,152,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
771,3,152,300,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
772,4,152,400,,0,"[1003,10]",0,"[1003,50]",,,0,0,[],[],0,
773,5,152,400,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
774,6,152,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
775,7,152,500,,0,"[1003,15]",0,"[1003,80]",,,0,0,[],[],0,
776,8,152,500,,0,"[1003,20]",0,"[1003,100]",,,0,1,[],[],0,
777,9,152,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
778,10,152,600,,0,"[1003,20]",0,"[1003,100]",,,0,0,[],[],0,
779,11,152,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
780,12,152,800,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
781,13,152,1000,,0,"[1003,30]",0,"[1003,200]",,,0,0,[],[],0,
782,14,152,1000,,0,"[1003,60]",0,"[11001,4]",,,1,1,"[2,11001]",[],0,
783,15,152,-1,,0,"[1003,100]",0,"[1003,800]",,,1,0,[],[],0,
