id,shopgroupID,ActivityID,ActivityType,type,reward1,reward2,reward3,reward4,reward5,reward6,shopID,coin,progressreward,MissionId,
1289,101,4,2,2,"[[1003,100],[13001,1]]","[[1003,100]]","[[1003,1000],[1001,30]]","[[1003,100],[13001,2]]","[[1003,130]]","[[1003,1500],[1001,40]]","[[3,1810],[6,1802]]",[],[],,
1290,102,4,2,2,"[[1003,130],[1002,5000]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,50],[11001,1]]","[[1003,150]]","[[1003,150],[42000,2]]","[[1003,2300],[1001,60],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1291,103,4,2,2,"[[1003,200],[1002,10000]]","[[1003,200],[30000,20]]","[[1003,2650],[1001,80],[11001,3]]","[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]",[],"[[3,1805]]",[],[],,
1292,104,4,2,2,[],[],[],[],[],[],[],[],[],,
1293,105,4,2,2,[],[],[],[],[],[],[],[],[],,
1294,200,4,2,2,"[[1002,1000]]","[[1003,10]]","[[1003,1000],[1001,30]]","[[1003,100],[13001,2]]","[[1003,130]]","[[1003,1500],[1001,40]]","[[3,1810],[6,1802]]",[],[],,
1295,201,4,2,2,"[[1003,130]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,50],[11001,1]]","[[1003,150]]","[[1003,150],[42000,2]]","[[1003,2300],[1001,60],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1296,202,4,2,2,"[[1003,200],[1002,10000]]","[[1003,200],[30000,10]]","[[1003,2650],[1001,80],[11001,3]]","[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]","[[1003,3000],[1001,100],[11001,4]]","[[3,1805],[6,1806]]",[],[],,
1297,203,4,2,2,"[[1003,300],[1002,20000]]","[[1003,300],[30000,30]]","[[1003,3400],[1001,120],[11001,5]]","[[1003,300],[1002,25000]]","[[1003,300],[30000,40]]",[],"[[3,1807]]",[],[],,
1298,204,4,2,2,[],[],[],[],[],[],[],[],[],,
1299,205,4,2,2,[],[],[],[],[],[],[],[],[],,
1300,300,4,2,2,"[[1002,1000]]","[[1003,10]]","[[1003,1500],[1001,40]]","[[1003,130]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,50],[11001,1]]","[[3,1802],[6,1811]]",[],[],,
1301,301,4,2,2,"[[1003,150]]","[[1003,150],[42000,2]]","[[1003,2300],[1001,60],[11001,2]]","[[1003,200],[1002,10000]]","[[1003,200],[30000,10]]","[[1003,2650],[1001,80],[11001,3]]","[[3,1812],[6,1805]]",[],[],,
1302,302,4,2,2,"[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]","[[1003,3000],[1001,100],[11001,4]]","[[1003,300],[1002,20000]]","[[1003,300],[30000,30]]","[[1003,3400],[1001,120],[11001,5]]","[[3,1806],[6,1807]]",[],[],,
1303,303,4,2,2,"[[1003,300],[1002,25000]]","[[1003,300],[30000,40]]","[[1003,4000],[1001,150],[11001,5]]","[[1003,400],[1002,30000]]","[[1003,400],[11001,1]]",[],"[[3,1808]]",[],[],,
1304,304,4,2,2,[],[],[],[],[],[],[],[],[],,
1305,305,4,2,2,[],[],[],[],[],[],[],[],[],,
1306,100,146,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,630],[1001,10]]","[[1003,50]]","[[1003,50]]","[[1003,780],[1001,20]]","[[3,1809],[6,1800]]",[],[],,
1307,101,146,1,2,"[[1003,100],[13001,1]]","[[1003,100]]","[[1003,1000],[1001,30]]","[[1003,100],[13001,2]]","[[1003,130]]","[[1003,1500],[1001,40]]","[[3,1810],[6,1802]]",[],[],,
1308,102,146,1,2,"[[1003,130],[1002,5000]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,50],[11001,1]]","[[1003,150]]","[[1003,150],[42000,2]]","[[1003,2300],[1001,60],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1309,103,146,1,2,"[[1003,200],[1002,10000]]","[[1003,200],[30000,20]]","[[1003,2650],[1001,80],[11001,3]]","[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]",[],"[[3,1805]]",[],[],,
1310,104,146,1,2,[],[],[],[],[],[],[],[],[],,
1311,105,146,1,2,[],[],[],[],[],[],[],[],[],,
1312,200,146,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,1000],[1001,30]]","[[1003,100],[13001,2]]","[[1003,130]]","[[1003,1500],[1001,40]]","[[3,1823],[6,1815]]",[],[],,
1313,201,146,1,2,"[[1003,130]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,50],[11001,1]]","[[1003,150]]","[[1003,150],[42000,2]]","[[1003,2300],[1001,60],[11001,2]]","[[3,1824],[6,1825]]",[],[],,
1314,202,146,1,2,"[[1003,200],[1002,10000]]","[[1003,200],[30000,10]]","[[1003,2650],[1001,80],[11001,3]]","[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]","[[1003,3000],[1001,100],[11001,4]]","[[3,1818],[6,1819]]",[],[],,
1315,203,146,1,2,"[[1003,300],[1002,20000]]","[[1003,300],[30000,30]]","[[1003,3400],[1001,120],[11001,5]]","[[1003,300],[1002,25000]]","[[1003,300],[30000,40]]",[],"[[3,1820]]",[],[],,
1316,204,146,1,2,[],[],[],[],[],[],[],[],[],,
1317,205,146,1,2,[],[],[],[],[],[],[],[],[],,
1318,300,146,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,1500],[1001,40]]","[[1003,130]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,50],[11001,1]]","[[3,1828],[6,1837]]",[],[],,
1319,301,146,1,2,"[[1003,150]]","[[1003,150],[42000,2]]","[[1003,2300],[1001,60],[11001,2]]","[[1003,200],[1002,10000]]","[[1003,200],[30000,10]]","[[1003,2650],[1001,80],[11001,3]]","[[3,1838],[6,1831]]",[],[],,
1320,302,146,1,2,"[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]","[[1003,3000],[1001,100],[11001,4]]","[[1003,300],[1002,20000]]","[[1003,300],[30000,30]]","[[1003,3400],[1001,120],[11001,5]]","[[3,1832],[6,1833]]",[],[],,
1321,303,146,1,2,"[[1003,300],[1002,25000]]","[[1003,300],[30000,40]]","[[1003,4000],[1001,150],[11001,5]]","[[1003,400],[1002,30000]]","[[1003,400],[11001,1]]",[],"[[3,1834]]",[],[],,
1322,304,146,1,2,[],[],[],[],[],[],[],[],[],,
1323,305,146,1,2,[],[],[],[],[],[],[],[],[],,
1324,100,148,1,2,"[[1002,1000]]","[[2000613,1]]","[[1003,600],[1001,10]]","[[2000613,2]]","[[1003,60]]","[[1003,700],[1001,20]]","[[3,1809],[6,1800]]",[],[],,
1325,101,148,1,2,"[[2000614,2]]","[[1003,100]]","[[1003,1000],[1001,10]]","[[2000614,2]]","[[1003,130]]","[[1003,1300],[1001,30]]","[[3,1810],[6,1802]]",[],[],,
1326,102,148,1,2,"[[2000614,4],[1002,5000]]","[[1003,130],[42000,1]]","[[1003,1800],[1001,50],[11001,1]]","[[2000614,3]]","[[1003,130],[42000,2]]","[[1003,2300],[1001,60],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1327,103,148,1,2,"[[2000614,3],[1002,10000]]","[[1003,130],[30000,10]]","[[1003,2600],[1001,80],[11001,3]]","[[2000615,1],[1002,15000]]","[[1003,250],[30000,20]]",[],"[[3,1805]]",[],[],,
1328,104,148,1,2,[],[],[],[],[],[],[],[],[],,
1329,105,148,1,2,[],[],[],[],[],[],[],[],[],,
1330,200,148,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,1000],[1001,30],[2000613,1]]","[[1003,60]]","[[1003,80]]","[[1003,1500],[1001,30]]","[[3,1810],[6,1802]]",[],[],,
1331,201,148,1,2,"[[2000614,2]]","[[1003,100],[42000,1]]","[[1003,1900],[1001,50],[11001,1]]","[[2000614,2]]","[[1003,120],[42000,2]]","[[1003,2100],[1001,60],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1332,202,148,1,2,"[[2000614,2],[2000613,4],[1002,10000]]","[[1003,180],[30000,10]]","[[1003,2500],[1001,80],[11001,3]]","[[2000614,5],[1002,15000]]","[[1003,200],[30000,20]]","[[1003,2800],[1001,100],[11001,4]]","[[3,1805],[6,1806]]",[],[],,
1333,203,148,1,2,"[[2000615,1],[1003,250],[1002,20000]]","[[1003,250],[30000,30]]","[[1003,3000],[1001,120],[11001,5]]","[[1003,200],[1002,25000]]","[[1003,300],[30000,40]]",[],"[[3,1807]]",[],[],,
1334,204,148,1,2,[],[],[],[],[],[],[],[],[],,
1335,205,148,1,2,[],[],[],[],[],[],[],[],[],,
1336,300,148,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,1450],[1001,30],[2000613,6]]","[[1003,50]]","[[1003,100],[42000,1]]","[[1003,1900],[1001,50]]","[[3,1802],[6,1811]]",[],[],,
1337,301,148,1,2,"[[2000614,2],[1003,100]]","[[1003,140],[42000,2]]","[[1003,2300],[1001,60],[11001,1]]","[[2000614,2],[1003,150],[1002,10000]]","[[1003,200],[30000,10]]","[[1003,2650],[1001,80],[2000614,4]]","[[3,1812],[6,1805]]",[],[],,
1338,302,148,1,2,"[[2000615,1],[1002,15000]]","[[1003,220],[30000,20]]","[[1003,3000],[1001,100],[2000615,1]]","[[2000615,2],[1002,20000]]","[[1003,280],[30000,30]]","[[1003,3200],[1001,120],[2000615,1]]","[[3,1806],[6,1807]]",[],[],,
1339,303,148,1,2,"[[2000615,3],[1002,25000]]","[[1003,300],[30000,40]]","[[1003,3600],[1001,100],[2000615,2]]","[[2000615,4],[1002,30000]]","[[1003,400],[11001,1]]",[],"[[3,1808]]",[],[],,
1340,304,148,1,2,[],[],[],[],[],[],[],[],[],,
1341,305,148,1,2,[],[],[],[],[],[],[],[],[],,
1342,100,142,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,600],[1001,10]]","[[60012,1]]","[[1003,100]]","[[1003,830],[1001,15]]","[[3,1809],[6,1800]]",[],[],,
1343,101,142,1,2,"[[60012,1]]","[[1003,120]]","[[1003,1050],[1001,20]]","[[60013,1]]","[[1003,150]]","[[1003,1500],[1001,40]]","[[3,1810],[6,1802]]",[],[],,
1344,102,142,1,2,"[[1003,130],[1002,5000]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,40],[11001,1]]","[[60013,1]]","[[1003,200],[42000,2]]","[[1003,2300],[1001,50],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1345,103,142,1,2,"[[60014,1]]","[[1003,250],[1002,10000]]","[[1003,2650],[1001,80],[11001,3]]","[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]",[],"[[3,1805]]",[],[],,
1346,104,142,1,2,[],[],[],[],[],[],[],[],[],,
1347,105,142,1,2,[],[],[],[],[],[],[],[],[],,
1348,200,142,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,1050],[1001,20]]","[[60013,1]]","[[1003,150]]","[[1003,1500],[1001,40]]","[[3,1810],[6,1802]]",[],[],,
1349,201,142,1,2,"[[1003,130]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,40],[11001,1]]","[[60013,1]]","[[1003,200],[42000,2]]","[[1003,2300],[1001,50],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1350,202,142,1,2,"[[60014,1]]","[[1003,250],[1002,10000]]","[[1003,2650],[1001,80],[11001,3]]","[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]","[[1003,3150],[1001,90],[11001,4]]","[[3,1805],[6,1806]]",[],[],,
1351,203,142,1,2,"[[60015,1]]","[[1003,300],[30000,30]]","[[1003,3400],[1001,120],[11001,5]]","[[1003,300],[1002,25000]]","[[1003,300],[30000,40]]",[],"[[3,1807]]",[],[],,
1352,204,142,1,2,[],[],[],[],[],[],[],[],[],,
1353,205,142,1,2,[],[],[],[],[],[],[],[],[],,
1354,300,142,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,1500],[1001,40]]","[[1003,130]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,40],[11001,1]]","[[3,1802],[6,1811]]",[],[],,
1355,301,142,1,2,"[[60013,1]]","[[1003,200],[42000,2]]","[[1003,2300],[1001,50],[11001,2]]","[[60014,1]]","[[1003,250],[1002,10000]]","[[1003,2650],[1001,80],[11001,3]]","[[3,1812],[6,1805]]",[],[],,
1356,302,142,1,2,"[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]","[[1003,3150],[1001,90],[11001,4]]","[[60015,1]]","[[1003,300],[30000,30]]","[[1003,3400],[1001,120],[11001,5]]","[[3,1806],[6,1807]]",[],[],,
1357,303,142,1,2,"[[1003,300],[1002,25000]]","[[1003,300],[30000,40]]","[[1003,4000],[1001,150],[11001,5]]","[[1003,400],[1002,30000]]","[[1003,400],[11001,1]]",[],"[[3,1808]]",[],[],,
1358,304,142,1,2,[],[],[],[],[],[],[],[],[],,
1359,305,142,1,2,[],[],[],[],[],[],[],[],[],,
1360,100,147,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,600],[1001,10]]","[[60012,1]]","[[1003,100]]","[[1003,830],[1001,15]]","[[3,1809],[6,1800]]",[],[],,
1361,101,147,1,2,"[[60012,1]]","[[1003,120]]","[[1003,1050],[1001,20]]","[[60013,1]]","[[1003,150]]","[[1003,1500],[1001,40]]","[[3,1810],[6,1802]]",[],[],,
1362,102,147,1,2,"[[1003,130],[1002,5000]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,40],[11001,1]]","[[60013,1]]","[[1003,200],[42000,2]]","[[1003,2300],[1001,50],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1363,103,147,1,2,"[[60014,1]]","[[1003,250],[1002,10000]]","[[1003,2650],[1001,80],[11001,3]]","[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]",[],"[[3,1805]]",[],[],,
1364,104,147,1,2,[],[],[],[],[],[],[],[],[],,
1365,105,147,1,2,[],[],[],[],[],[],[],[],[],,
1366,200,147,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,1050],[1001,20]]","[[60013,1]]","[[1003,150]]","[[1003,1500],[1001,40]]","[[3,1810],[6,1802]]",[],[],,
1367,201,147,1,2,"[[1003,130]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,40],[11001,1]]","[[60013,1]]","[[1003,200],[42000,2]]","[[1003,2300],[1001,50],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1368,202,147,1,2,"[[60014,1]]","[[1003,250],[1002,10000]]","[[1003,2650],[1001,80],[11001,3]]","[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]","[[1003,3150],[1001,90],[11001,4]]","[[3,1805],[6,1806]]",[],[],,
1369,203,147,1,2,"[[60015,1]]","[[1003,300],[30000,30]]","[[1003,3400],[1001,120],[11001,5]]","[[1003,300],[1002,25000]]","[[1003,300],[30000,40]]",[],"[[3,1807]]",[],[],,
1370,204,147,1,2,[],[],[],[],[],[],[],[],[],,
1371,205,147,1,2,[],[],[],[],[],[],[],[],[],,
1372,300,147,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,1500],[1001,40]]","[[1003,130]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,40],[11001,1]]","[[3,1802],[6,1811]]",[],[],,
1373,301,147,1,2,"[[60013,1]]","[[1003,200],[42000,2]]","[[1003,2300],[1001,50],[11001,2]]","[[60014,1]]","[[1003,250],[1002,10000]]","[[1003,2650],[1001,80],[11001,3]]","[[3,1812],[6,1805]]",[],[],,
1374,302,147,1,2,"[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]","[[1003,3150],[1001,90],[11001,4]]","[[60015,1]]","[[1003,300],[30000,30]]","[[1003,3400],[1001,120],[11001,5]]","[[3,1806],[6,1807]]",[],[],,
1375,303,147,1,2,"[[1003,300],[1002,25000]]","[[1003,300],[30000,40]]","[[1003,4000],[1001,150],[11001,5]]","[[1003,400],[1002,30000]]","[[1003,400],[11001,1]]",[],"[[3,1808]]",[],[],,
1376,304,147,1,2,[],[],[],[],[],[],[],[],[],,
1377,305,147,1,2,[],[],[],[],[],[],[],[],[],,
1378,100,149,1,1,"[[1003,10]]","[[42000,2]]","[[16000,2]]","[[1003,10]]","[[1003,25]]","[[1003,30]]",[],"[[1,10],[4,10],[5,20],[6,25]]","[[6,[1003,40],[1001,5],[16000,2]]]",Eventmission2409_000GoldenTown,
1379,101,149,1,1,"[[1003,20]]","[[1002,3000]]","[[42000,3]]","[[16000,3]]","[[1003,40]]","[[1003,50]]",[],"[[1,30],[5,40],[6,65]]","[[6,[1003,55],[1001,10],[1002,5000]]]",,
1380,102,149,1,1,"[[1003,40]]","[[1003,40]]","[[1003,70]]","[[1002,5000]]","[[42000,4]]","[[16000,4]]",[],"[[1,30],[2,70],[3,95]]","[[6,[1003,95],[1001,10],[42000,4]]]",,
1381,103,149,1,1,"[[1003,80]]","[[42000,4]]","[[16000,4]]","[[1003,95]]","[[1002,8000]]","[[1003,115]]",[],"[[1,60],[4,95],[6,105]]","[[6,[1003,135],[11001,1],[60012,1]]]",,
1382,104,149,1,1,"[[1003,115]]","[[42000,5]]","[[16000,5]]","[[1003,155]]","[[1002,10000]]","[[1003,175]]",[],"[[1,95],[4,120],[6,145]]","[[6,[1003,230],[11001,1]]]",,
1383,105,149,1,1,"[[1003,115]]","[[1002,15000]]","[[1003,135]]","[[1003,175]]","[[42000,5]]","[[1003,230]]",[],"[[1,105],[3,120],[4,130],[6,145]]","[[6,[1003,265],[1001,30],[60015,1]]]",,
1384,200,149,1,1,"[[1003,10]]","[[42000,2]]","[[16000,2]]","[[1003,10]]","[[1003,25]]","[[1003,30]]",[],"[[1,10],[4,10],[5,20],[6,25]]","[[6,[1003,40],[1001,5],[16000,2]]]",Eventmission2409_000GoldenTown,
1385,201,149,1,1,"[[1003,20]]","[[1002,3000]]","[[42000,3]]","[[16000,3]]","[[1003,40]]","[[1003,50]]",[],"[[1,30],[5,40],[6,65]]","[[6,[1003,55],[1001,10],[1002,5000]]]",,
1386,202,149,1,1,"[[1003,40]]","[[1003,40]]","[[1003,70]]","[[1002,5000]]","[[42000,4]]","[[16000,4]]",[],"[[1,30],[2,70],[3,95]]","[[6,[1003,95],[1001,10],[42000,4]]]",,
1387,203,149,1,1,"[[1003,80]]","[[42000,4]]","[[16000,4]]","[[1003,95]]","[[1002,8000]]","[[1003,115]]",[],"[[1,60],[4,95],[6,105]]","[[6,[1003,135],[11001,1],[60012,1]]]",,
1388,204,149,1,1,"[[1003,115]]","[[42000,5]]","[[16000,5]]","[[1003,155]]","[[1002,10000]]","[[1003,175]]",[],"[[1,95],[4,120],[6,145]]","[[6,[1003,230],[11001,1]]]",,
1389,205,149,1,1,"[[1003,115]]","[[1002,15000]]","[[1003,135]]","[[1003,175]]","[[42000,5]]","[[1003,230]]",[],"[[1,105],[3,120],[4,130],[6,145]]","[[6,[1003,265],[1001,30],[60015,1]]]",,
1390,300,149,1,1,"[[1003,10]]","[[42000,2]]","[[16000,2]]","[[1003,10]]","[[1003,25]]","[[1003,30]]",[],"[[1,10],[4,10],[5,20],[6,25]]","[[6,[1003,40],[1001,5],[16000,2]]]",Eventmission2409_000GoldenTown,
1391,301,149,1,1,"[[1003,20]]","[[1002,3000]]","[[42000,3]]","[[16000,3]]","[[1003,40]]","[[1003,50]]",[],"[[1,30],[5,40],[6,65]]","[[6,[1003,55],[1001,10],[1002,5000]]]",,
1392,302,149,1,1,"[[1003,40]]","[[1003,40]]","[[1003,70]]","[[1002,5000]]","[[42000,4]]","[[16000,4]]",[],"[[1,30],[2,70],[3,95]]","[[6,[1003,95],[1001,10],[42000,4]]]",,
1393,303,149,1,1,"[[1003,80]]","[[42000,4]]","[[16000,4]]","[[1003,95]]","[[1002,8000]]","[[1003,115]]",[],"[[1,60],[4,95],[6,105]]","[[6,[1003,135],[11001,1],[60012,1]]]",,
1394,304,149,1,1,"[[1003,115]]","[[42000,5]]","[[16000,5]]","[[1003,155]]","[[1002,10000]]","[[1003,175]]",[],"[[1,95],[4,120],[6,145]]","[[6,[1003,230],[11001,1]]]",,
1395,305,149,1,1,"[[1003,115]]","[[1002,15000]]","[[1003,135]]","[[1003,175]]","[[42000,5]]","[[1003,230]]",[],"[[1,105],[3,120],[4,130],[6,145]]","[[6,[1003,265],[1001,30],[60015,1]]]",,
1396,100,149,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,600],[1001,10]]","[[60012,1]]","[[1003,100]]","[[1003,830],[1001,15]]","[[3,1809],[6,1800]]",[],[],,
1397,101,149,1,2,"[[60012,1]]","[[1003,120]]","[[1003,1050],[1001,20]]","[[60013,1]]","[[1003,150]]","[[1003,1500],[1001,40]]","[[3,1810],[6,1802]]",[],[],,
1398,102,149,1,2,"[[1003,130],[1002,5000]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,40],[11001,1]]","[[60013,1]]","[[1003,200],[42000,2]]","[[1003,2300],[1001,50],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1399,103,149,1,2,"[[60014,1]]","[[1003,250],[1002,10000]]","[[1003,2650],[1001,80],[11001,3]]","[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]",[],"[[3,1805]]",[],[],,
1400,104,149,1,2,[],[],[],[],[],[],[],[],[],,
1401,105,149,1,2,[],[],[],[],[],[],[],[],[],,
1402,200,149,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,1050],[1001,20]]","[[60013,1]]","[[1003,150]]","[[1003,1500],[1001,40]]","[[3,1810],[6,1802]]",[],[],,
1403,201,149,1,2,"[[1003,130]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,40],[11001,1]]","[[60013,1]]","[[1003,200],[42000,2]]","[[1003,2300],[1001,50],[11001,2]]","[[3,1811],[6,1812]]",[],[],,
1404,202,149,1,2,"[[60014,1]]","[[1003,250],[1002,10000]]","[[1003,2650],[1001,80],[11001,3]]","[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]","[[1003,3150],[1001,90],[11001,4]]","[[3,1805],[6,1806]]",[],[],,
1405,203,149,1,2,"[[60015,1]]","[[1003,300],[30000,30]]","[[1003,3400],[1001,120],[11001,5]]","[[1003,300],[1002,25000]]","[[1003,300],[30000,40]]",[],"[[3,1807]]",[],[],,
1406,204,149,1,2,[],[],[],[],[],[],[],[],[],,
1407,205,149,1,2,[],[],[],[],[],[],[],[],[],,
1408,300,149,1,2,"[[1002,1000]]","[[1003,10]]","[[1003,1500],[1001,40]]","[[1003,130]]","[[1003,120],[42000,1]]","[[1003,1900],[1001,40],[11001,1]]","[[3,1802],[6,1811]]",[],[],,
1409,301,149,1,2,"[[60013,1]]","[[1003,200],[42000,2]]","[[1003,2300],[1001,50],[11001,2]]","[[60014,1]]","[[1003,250],[1002,10000]]","[[1003,2650],[1001,80],[11001,3]]","[[3,1812],[6,1805]]",[],[],,
1410,302,149,1,2,"[[1003,250],[1002,15000]]","[[1003,250],[30000,20]]","[[1003,3150],[1001,90],[11001,4]]","[[60015,1]]","[[1003,300],[30000,30]]","[[1003,3400],[1001,120],[11001,5]]","[[3,1806],[6,1807]]",[],[],,
1411,303,149,1,2,"[[1003,300],[1002,25000]]","[[1003,300],[30000,40]]","[[1003,4000],[1001,150],[11001,5]]","[[1003,400],[1002,30000]]","[[1003,400],[11001,1]]",[],"[[3,1808]]",[],[],,
1412,304,149,1,2,[],[],[],[],[],[],[],[],[],,
1413,305,149,1,2,[],[],[],[],[],[],[],[],[],,
1414,100,150,1,1,"[[1006,10]]","[[42000,2]]","[[16000,2]]","[[1006,10]]","[[1006,25]]","[[1006,30]]",[],"[[1,10],[4,10],[5,20],[6,25]]","[[6,[1006,40],[1001,5],[16000,2]]]",Eventmission2410_000Entry,
1415,101,150,1,1,"[[1006,20]]","[[1002,3000]]","[[42000,3]]","[[16000,3]]","[[1006,40]]","[[1006,50]]",[],"[[1,30],[5,40],[6,65]]","[[6,[1006,55],[1001,10],[1002,5000]]]",,
1416,102,150,1,1,"[[1006,40]]","[[1006,40]]","[[1006,70]]","[[1002,5000]]","[[42000,4]]","[[16000,4]]",[],"[[1,30],[2,70],[3,95]]","[[6,[1006,95],[1001,10],[42000,4]]]",,
1417,103,150,1,1,"[[1006,80]]","[[42000,4]]","[[16000,4]]","[[1006,95]]","[[1002,8000]]","[[1006,115]]",[],"[[1,60],[4,95],[6,105]]","[[6,[1006,135],[11001,1],[60012,1]]]",,
1418,104,150,1,1,"[[1006,115]]","[[42000,5]]","[[16000,5]]","[[1006,155]]","[[1002,10000]]","[[1006,175]]",[],"[[1,95],[4,120],[6,145]]","[[6,[1006,230],[11001,1]]]",,
1419,105,150,1,1,"[[1006,115]]","[[1002,15000]]","[[1006,135]]","[[1006,175]]","[[42000,5]]","[[1006,230]]",[],"[[1,105],[3,120],[4,130],[6,145]]","[[6,[1006,265],[1001,30],[60015,1]]]",,
1420,200,150,1,1,"[[1006,10]]","[[42000,2]]","[[16000,2]]","[[1006,10]]","[[1006,25]]","[[1006,30]]",[],"[[1,10],[4,10],[5,20],[6,25]]","[[6,[1006,40],[1001,5],[16000,2]]]",Eventmission2410_000Entry,
1421,201,150,1,1,"[[1006,20]]","[[1002,3000]]","[[42000,3]]","[[16000,3]]","[[1006,40]]","[[1006,50]]",[],"[[1,30],[5,40],[6,65]]","[[6,[1006,55],[1001,10],[1002,5000]]]",,
1422,202,150,1,1,"[[1006,40]]","[[1006,40]]","[[1006,70]]","[[1002,5000]]","[[42000,4]]","[[16000,4]]",[],"[[1,30],[2,70],[3,95]]","[[6,[1006,95],[1001,10],[42000,4]]]",,
1423,203,150,1,1,"[[1006,80]]","[[42000,4]]","[[16000,4]]","[[1006,95]]","[[1002,8000]]","[[1006,115]]",[],"[[1,60],[4,95],[6,105]]","[[6,[1006,135],[11001,1],[60012,1]]]",,
1424,204,150,1,1,"[[1006,115]]","[[42000,5]]","[[16000,5]]","[[1006,155]]","[[1002,10000]]","[[1006,175]]",[],"[[1,95],[4,120],[6,145]]","[[6,[1006,230],[11001,1]]]",,
1425,205,150,1,1,"[[1006,115]]","[[1002,15000]]","[[1006,135]]","[[1006,175]]","[[42000,5]]","[[1006,230]]",[],"[[1,105],[3,120],[4,130],[6,145]]","[[6,[1006,265],[1001,30],[60015,1]]]",,
1426,300,150,1,1,"[[1006,10]]","[[42000,2]]","[[16000,2]]","[[1006,10]]","[[1006,25]]","[[1006,30]]",[],"[[1,10],[4,10],[5,20],[6,25]]","[[6,[1006,40],[1001,5],[16000,2]]]",Eventmission2410_000Entry,
1427,301,150,1,1,"[[1006,20]]","[[1002,3000]]","[[42000,3]]","[[16000,3]]","[[1006,40]]","[[1006,50]]",[],"[[1,30],[5,40],[6,65]]","[[6,[1006,55],[1001,10],[1002,5000]]]",,
1428,302,150,1,1,"[[1006,40]]","[[1006,40]]","[[1006,70]]","[[1002,5000]]","[[42000,4]]","[[16000,4]]",[],"[[1,30],[2,70],[3,95]]","[[6,[1006,95],[1001,10],[42000,4]]]",,
1429,303,150,1,1,"[[1006,80]]","[[42000,4]]","[[16000,4]]","[[1006,95]]","[[1002,8000]]","[[1006,115]]",[],"[[1,60],[4,95],[6,105]]","[[6,[1006,135],[11001,1],[60012,1]]]",,
1430,304,150,1,1,"[[1006,115]]","[[42000,5]]","[[16000,5]]","[[1006,155]]","[[1002,10000]]","[[1006,175]]",[],"[[1,95],[4,120],[6,145]]","[[6,[1006,230],[11001,1]]]",,
1431,305,150,1,1,"[[1006,115]]","[[1002,15000]]","[[1006,135]]","[[1006,175]]","[[42000,5]]","[[1006,230]]",[],"[[1,105],[3,120],[4,130],[6,145]]","[[6,[1006,265],[1001,30],[60015,1]]]",,
1432,100,150,1,2,"[[1002,1000]]","[[1006,10]]","[[1006,600],[1001,10]]","[[60012,1]]","[[1006,100]]","[[1006,830],[1001,15]]","[[3,1809],[6,1800]]",[],[],,
