id,sceneID,icon_way,icon,missionType,taskParam,taskDesc,name,reward,lookupWay,nextID,
1615,2315ColorfulLand,,Event25_004Fashion1_icon1,7,"[27396,1]",UI_common_scene_task_cooking,cynthiahat_27396,30,0,,
1616,2315ColorfulLand,,Event25_028Fashion4_icon1,7,"[27397,1]",UI_common_scene_task_cooking,cynthiadress_27397,35,0,,
1617,2315ColorfulLand,,Event25_019Fashion3_icon1,7,"[27398,1]",UI_common_scene_task_cooking,cynthiaskirt_27398,45,0,,
1618,2315ColorfulLand,,Event25_014Fashion2_icon1,7,"[27399,1]",UI_common_scene_task_cooking,cynthiashoes_27399,60,0,,
1620,2316DragonCircus,,Event26_000Circus,28,"[""2316DragonCircus""]",UI_common_scene_task_go,UI_2316DragonCircus_title,10,0,,
1621,2316DragonCircus,,Event26_005Gate,31,"[4024,1]",UI_common_scene_task_building,ui_event26_circusgate,20,0,,
1622,2316DragonCircus,,Description23_003HorninMountains,31,"[4040,1]",UI_common_scene_task_building,ui_event26_dragonhorn,20,0,,
1623,2316DragonCircus,,Event26_014Totem,31,"[4034,1]",UI_common_scene_task_building,ui_event26_foresttotem,30,0,,
1624,2316DragonCircus,,Event26_014Totem,31,"[4034,3]",UI_common_scene_task_building,ui_event26_foresttotem,50,0,,
1625,2316DragonCircus,,Event26_014Totem,31,"[4034,6]",UI_common_scene_task_building,ui_event26_foresttotem,80,0,,
1626,2316DragonCircus,,building_story23_windmill,31,"[4055,1]",UI_common_scene_task_building,ui_event26_dragonwindmill,15,0,,
1627,2316DragonCircus,,building_story23_windmill,31,"[4055,3]",UI_common_scene_task_building,ui_event26_dragonwindmill,25,0,,
1628,2316DragonCircus,,building_story23_windmill,31,"[4055,6]",UI_common_scene_task_building,ui_event26_dragonwindmill,45,0,,
1629,2316DragonCircus,,Event26_021Pasture,31,"[4048,1]",UI_common_scene_task_building,ui_event26_sheeppasture,20,0,,
1630,2316DragonCircus,,building_event5_wishingma,37,"[1,""2316DragonCircus"",41]",UI_2205DragonMuseum_task10,,40,0,,
1631,2316DragonCircus,,building_event5_wishingma,37,"[30,""2316DragonCircus"",41]",UI_2205DragonMuseum_task10,,50,0,,
1634,2316DragonCircus,,Event26_038Showtime,31,"[4054,1]",UI_common_scene_task_building,ui_event26_fireworks,30,0,,
1635,2316DragonCircus,,Event26_031Dragonnest_icon2,31,"[4051,1]",UI_common_scene_task_building,ui_event26_dragonnest,80,0,,
1636,2316DragonCircus,,Description9_004ActiveSunLightHouse_sub1,31,"[4053,1]",UI_common_scene_task_building,ui_event26_lighthouse,40,0,,
1637,2316DragonCircus,,Event26_004Clothes,7,"[27392,1]",UI_common_scene_task_cooking,cynthiahat_27392,20,0,,
1638,2316DragonCircus,,cynthiadress_27393,7,"[27393,1]",UI_common_scene_task_cooking,cynthiadress_27393,20,0,,
1639,2316DragonCircus,,cynthiaskirt_27394,7,"[27394,1]",UI_common_scene_task_cooking,cynthiaskirt_27394,30,0,,
1640,2316DragonCircus,,cynthiashoes_27395,7,"[27395,1]",UI_common_scene_task_cooking,cynthiashoes_27395,35,0,,
1641,2325RacingCompetition,,Event35_000RacingCompetition,28,"[""2325RacingCompetition""]",UI_common_scene_task_go,UI_2325RacingCompetition_title,50,0,,
1642,2325RacingCompetition,,Event12_004Preparation3,31,"[30262,1]",UI_common_scene_task_building,ui_event2325_diningcar,100,0,,
1643,2325RacingCompetition,,Event12_004Preparation3,31,"[30262,3]",UI_common_scene_task_building,ui_event2325_diningcar,150,0,,
1644,2325RacingCompetition,,Event12_004Preparation3,31,"[30262,5]",UI_common_scene_task_building,ui_event2325_diningcar,250,0,,
1645,2325RacingCompetition,,Event35_003MagicCoin2,31,"[30267,1]",UI_common_scene_task_building,ui_event2325_Signinboard,200,0,,
1646,2325RacingCompetition,,Event35_003MagicCoin2,31,"[30267,3]",UI_common_scene_task_building,ui_event2325_Signinboard,150,0,,
1647,2325RacingCompetition,,Event35_003MagicCoin2,31,"[30267,8]",UI_common_scene_task_building,ui_event2325_Signinboard,250,0,,
1648,2325RacingCompetition,,building_event2325_Mosaiculture,31,"[30252,1]",UI_common_scene_task_building,ui_event2325_Mosaiculture,50,0,,
1649,2325RacingCompetition,,building_event2325_Mosaiculture,31,"[30252,3]",UI_common_scene_task_building,ui_event2325_Mosaiculture,150,0,,
1650,2325RacingCompetition,,building_event2325_Mosaiculture,31,"[30252,5]",UI_common_scene_task_building,ui_event2325_Mosaiculture,200,0,,
1651,2325RacingCompetition,,building_event2325_Mosaiculture,31,"[30252,10]",UI_common_scene_task_building,ui_event2325_Mosaiculture,250,0,,
1652,2325RacingCompetition,,Event16_015FinalPrize,37,"[1,""2325RacingCompetition"",41]",UI_2205DragonMuseum_task10,,250,0,,
1653,2325RacingCompetition,,Event16_015FinalPrize,37,"[30,""2325RacingCompetition"",41]",UI_2205DragonMuseum_task10,,250,0,,
1654,2325RacingCompetition,,Event35_007HelpMaleplayer_icon2,31,"[30276,1]",UI_common_scene_task_building,ui_event2325_Runningwheel,200,0,,
1655,2325RacingCompetition,,Event35_000RacingCompetition,31,"[30277,1]",UI_common_scene_task_building,ui_event2325_racing,150,0,,
1656,2325RacingCompetition,,Event35_019WinningTools,31,"[30278,3]",UI_common_scene_task_building,ui_event2325_Watergun,200,0,,
1657,2325RacingCompetition,,Event20_029Trebuchet_icon1,31,"[30279,1]",UI_common_scene_task_building,ui_event2325_Catapult,250,0,,
1658,2325RacingCompetition,,Event35_035FinishLine,31,"[30284,1]",UI_common_scene_task_building,ui_event2325_EndingFlag,250,0,,
1659,2325RacingCompetition,,Event35_037FinishLine,31,"[30280,1]",UI_common_scene_task_building,ui_event2325_Podium,300,0,,
1660,2325RacingCompetition,,Event35_004ArenaGift,7,"[92005,1]",UI_common_scene_task_cooking,item_27507,150,0,,
1683,2318MusicCampus,,Event28_000MusicCampus,28,"[""2318MusicCampus""]",UI_common_scene_task_go,UI_2318MusicCampus_title,10,0,,
1684,2318MusicCampus,,Event28_008Bass,31,"[4140,1]",UI_common_scene_task_building,ui_event28_dragon_bass,20,0,,
1685,2318MusicCampus,,Event28_012PianoSound,31,"[4148,1]",UI_common_scene_task_building,ui_event28_dragon_keyboard,30,0,,
1686,2318MusicCampus,,Event28_007SubImportantMaterials2_icon3,31,"[4172,1]",UI_common_scene_task_building,ui_event28_dragon_displaypanel,30,0,,
1687,2318MusicCampus,,Event28_007SubImportantMaterials2_icon3,31,"[4172,3]",UI_common_scene_task_building,ui_event28_dragon_displaypanel,30,0,,
1688,2318MusicCampus,,Event28_007SubImportantMaterials2_icon3,31,"[4172,6]",UI_common_scene_task_building,ui_event28_dragon_displaypanel,40,0,,
1689,2318MusicCampus,,Event28_lottery,37,"[1,""2318MusicCampus"",0]",UI_common_scene_task_drawing,,20,0,,
1690,2318MusicCampus,,Event28_lottery,37,"[30,""2318MusicCampus"",0]",UI_common_scene_task_drawing,,40,0,,
1691,2318MusicCampus,,building_event28_dragon_audienceseats,31,"[4151,2]",UI_common_scene_task_building,ui_event28_dragon_audienceseats,50,0,,
1692,2318MusicCampus,,Event28_022TroubleofDragonB_icon3,31,"[4170,2]",UI_common_scene_task_building,ui_event28_dragon_musicfountain,20,0,,
1693,2318MusicCampus,,Event28_020Saxophone,31,"[4149,1]",UI_common_scene_task_building,ui_event28_dragon_saxophone,30,0,,
1694,2318MusicCampus,,Event28_026DrumKitB,31,"[4150,1]",UI_common_scene_task_building,ui_event28_dragon_drumset,40,0,,
1695,2318MusicCampus,,Event28_032SetTheStage,31,"[4135,1]",UI_common_scene_task_building,ui_event28_dragon_stage,40,0,,
1696,2318MusicCampus,,building_event28_dragon_schoolbus2,31,"[4213,1]",UI_common_scene_task_building,ui_event28_dragon_schoolbus2,20,0,,
1697,2318MusicCampus,,cynthiahat_27408,7,"[27408,1]",UI_common_scene_task_cooking,cynthiahat_27408,20,0,,
1698,2318MusicCampus,,cynthiadress_27409,7,"[27409,1]",UI_common_scene_task_cooking,cynthiadress_27409,50,0,,
1699,2318MusicCampus,,cynthiaskirt_27410,7,"[27410,1]",UI_common_scene_task_cooking,cynthiaskirt_27410,40,0,,
1700,2318MusicCampus,,cynthiashoes_27411,7,"[27411,1]",UI_common_scene_task_cooking,cynthiashoes_27411,20,0,,
1701,2318MusicCampus,,Event28_017SubImportantMaterials4_icon3,31,"[4178,1]",UI_common_scene_task_building,ui_event28_dragon_premiumcoingenerator,10,0,,
1702,2318MusicCampus,,Event28_017SubImportantMaterials4_icon3,31,"[4178,3]",UI_common_scene_task_building,ui_event28_dragon_premiumcoingenerator,20,0,,
1703,2318MusicCampus,,Event28_017SubImportantMaterials4_icon3,31,"[4178,5]",UI_common_scene_task_building,ui_event28_dragon_premiumcoingenerator,35,0,,
1704,2318MusicCampus,,Event28_017SubImportantMaterials4_icon3,31,"[4178,7]",UI_common_scene_task_building,ui_event28_dragon_premiumcoingenerator,45,0,,
1710,2317Wineestate,,Event27_000tong,28,"[""2317Wineestate""]",UI_common_scene_task_go,UI_2317Wineestate_title,10,0,,
1711,2317Wineestate,,Event27_001teng,31,"[4723,2]",UI_common_scene_task_building,ui_event2317_danteng,20,0,,
1712,2317Wineestate,,Event27__040_sub1,31,"[4725,2]",UI_common_scene_task_building,ui_event2317_xiaotong,30,0,,
1713,2317Wineestate,,Description13_009IllusionOrReality_sub2,31,"[4727,2]",UI_common_scene_task_building,ui_event2317_cunwu,30,0,,
1714,2317Wineestate,,Event27__041_sub1,31,"[4729,3]",UI_common_scene_task_building,ui_event2317_zhanjia,30,0,,
1715,2317Wineestate,,Event5_012findpower_icon2,31,"[4732,4]",UI_common_scene_task_building,ui_event2317_dianyuan,40,0,,
1716,2317Wineestate,,Event27__042_sub1,31,"[4736,1]",UI_common_scene_task_building,ui_event2317_shuangjia,10,0,,
1717,2317Wineestate,,Event27__042_sub1,31,"[4736,3]",UI_common_scene_task_building,ui_event2317_shuangjia,20,0,,
1718,2317Wineestate,,Event27__042_sub1,31,"[4736,5]",UI_common_scene_task_building,ui_event2317_shuangjia,30,0,,
1719,2317Wineestate,,Event27__042_sub1,31,"[4736,10]",UI_common_scene_task_building,ui_event2317_shuangjia,50,0,,
1720,2317Wineestate,,Event5_010EnterNature2_icon1,37,"[1,""2317Wineestate"",41]",UI_2205DragonMuseum_task10,,40,0,,
1721,2317Wineestate,,Event5_010EnterNature2_icon1,37,"[30,""2317Wineestate"",41]",UI_2205DragonMuseum_task10,,50,0,,
1722,2317Wineestate,,Event27_006yazha,31,"[4716,1]",UI_common_scene_task_building,ui_event2317_yazha,20,0,,
1723,2317Wineestate,,Event27_000tong,31,"[4717,1]",UI_common_scene_task_building,ui_event2317_tong,30,0,,
1724,2317Wineestate,,Event27_015canzhuo,31,"[4718,1]",UI_common_scene_task_building,ui_event2317_canzhou,50,0,,
1725,2317Wineestate,,Event27_019yueqi,31,"[4719,1]",UI_common_scene_task_building,ui_event2317_yueqi,40,0,,
1726,2317Wineestate,,Event27_025kongzhi,31,"[4720,1]",UI_common_scene_task_building,ui_event2317_hekong,20,0,,
1727,2317Wineestate,,cynthiahat_27400,7,"[27400,1]",UI_common_scene_task_cooking,cynthiahat_27400,30,0,,
1728,2317Wineestate,,cynthiadress_27401,7,"[27401,1]",UI_common_scene_task_cooking,cynthiadress_27401,20,0,,
1729,2317Wineestate,,cynthiaskirt_27402,7,"[27402,1]",UI_common_scene_task_cooking,cynthiaskirt_27402,30,0,,
1730,2317Wineestate,,cynthiashoes_27403,7,"[27403,1]",UI_common_scene_task_cooking,cynthiashoes_27403,60,0,,
1731,2319MagicalKitchen,,Event29_000MagicalKitchen,28,"[""2319MagicalKitchen""]",UI_common_scene_task_go,UI_2319MagicalKitchen_title,10,0,,
1732,2319MagicalKitchen,,Event29_000MagicalKitchen,31,"[4306,1]",UI_common_scene_task_building,ui_event2319_mascot,20,0,,
1733,2319MagicalKitchen,,Event29_009VisitIceMaker,31,"[4310,1]",UI_common_scene_task_building,ui_event2319_icemachine,30,0,,
1734,2319MagicalKitchen,,Event29_015BadMixer,31,"[4314,1]",UI_common_scene_task_building,ui_event2319_blender,30,0,,
1735,2319MagicalKitchen,,Event29_018Remedy,31,"[4315,1]",UI_common_scene_task_building,ui_event2319_popcornmachine,30,0,,
1736,2319MagicalKitchen,,Event29_021Accidents2,31,"[4317,1]",UI_common_scene_task_building,ui_event2319_freezer,30,0,,
1737,2319MagicalKitchen,,Event29_030AdventureEnds,31,"[4320,1]",UI_common_scene_task_building,ui_event2319_dishwasher,40,0,,
1738,2319MagicalKitchen,,Event29_032CynthiaSuggestion1,31,"[4321,1]",UI_common_scene_task_building,ui_event2319_opinioncolumn,50,0,,
1739,2319MagicalKitchen,,building_event13_Rollthelawn,31,"[4287,1]",UI_common_scene_task_building,ui_event2319_changemachine,30,0,,
1740,2319MagicalKitchen,,building_event13_Rollthelawn,31,"[4287,5]",UI_common_scene_task_building,ui_event2319_changemachine,30,0,,
1741,2319MagicalKitchen,,building_event13_Rollthelawn,31,"[4287,10]",UI_common_scene_task_building,ui_event2319_changemachine,50,0,,
1742,2319MagicalKitchen,,building_event22_dragon_fabriccar1,31,"[4275,1]",UI_common_scene_task_building,ui_event2319_peripheralcar,20,0,,
1743,2319MagicalKitchen,,building_event22_dragon_fabriccar1,31,"[4275,3]",UI_common_scene_task_building,ui_event2319_peripheralcar,30,0,,
1744,2319MagicalKitchen,,building_event15_rabbitmachine,31,"[4281,1]",UI_common_scene_task_building,ui_event2319_coinmachine,20,0,,
1745,2319MagicalKitchen,,building_event15_rabbitmachine,31,"[4281,6]",UI_common_scene_task_building,ui_event2319_coinmachine,30,0,,
1746,2319MagicalKitchen,,Event15_011Gachamachine,37,"[1,""2319MagicalKitchen"",41]",UI_2205DragonMuseum_task10,,20,0,,
1747,2319MagicalKitchen,,Event15_011Gachamachine,37,"[30,""2319MagicalKitchen"",41]",UI_2205DragonMuseum_task10,,40,0,,
1748,2319MagicalKitchen,,cynthiahat_27404,7,"[27404,1]",UI_common_scene_task_cooking,cynthiahat_27404,20,0,,
1749,2319MagicalKitchen,,cynthiadress_27405,7,"[27405,1]",UI_common_scene_task_cooking,cynthiadress_27405,60,0,,
1750,2319MagicalKitchen,,cynthiaskirt_27406,7,"[27406,1]",UI_common_scene_task_cooking,cynthiaskirt_27406,40,0,,
1751,2319MagicalKitchen,,cynthiashoes_27407,7,"[27407,1]",UI_common_scene_task_cooking,cynthiashoes_27407,30,0,,
1760,134EventFairyLake,,Event134_000FairyLake,28,"[""134EventFairyLake""]",UI_common_scene_task_go,beginnerscene1,10,0,,
1761,134EventFairyLake,,Event134_004ButterflyPuzzle,31,"[30350,1]",UI_common_scene_task_task,Event134_004ButterflyPuzzle,10,0,,
1762,134EventFairyLake,,Event134_008FairyStatue_icon2,31,"[30352,1]",UI_common_scene_task_task,Event134_008FairyStatue,15,0,,
1763,134EventFairyLake,,Event134_012Rabbit,31,"[30355,1]",UI_common_scene_task_task,Event134_012Rabbit,20,0,,
1764,134EventFairyLake,,Event134_016FairyTreasure,31,"[30364,1]",UI_common_scene_task_task,Event134_016FairyTreasure,30,0,,
1765,134EventFairyLake,,Even8_021Corsair,31,"[30363,1]",UI_common_scene_task_task,Event134_019GoLake,60,0,,
1766,134EventFairyLake,,Description20_007FountainofEternalLife_sub2,31,"[30367,1]",UI_common_scene_task_task,Event134_025River,65,0,,
1767,134EventFairyLake,,Event134_026Frog,31,"[30368,1]",UI_common_scene_task_task,Event134_026Frog,70,0,,
1768,134EventFairyLake,,Event30_005Crystalline,31,"[30375,1]",UI_common_scene_task_task,Event134_031FixBlackCloud,80,0,,
1769,134EventFairyLake,,Event134_032Gift_icon1,36,"[""Eventmission134_032Gift"",""134EventFairyLake""]",UI_common_scene_task_task,Event134_032Gift,90,0,,
1770,134EventFairyLake,,building_event134_bench,31,"[30411,7]",UI_common_scene_task_building,ui_event134_bench,60,0,,
1771,134EventFairyLake,,building_event134_blackplant,31,"[30418,2]",UI_common_scene_task_building,ui_event134_blackplant,20,0,,
1772,134EventFairyLake,,Event134_028StarBridge_icon1,2,"[2000050,12]",UI_common_scene_task_getitem,item_2000050,30,0,,
1773,134EventFairyLake,,building_event134_moontree,31,"[30420,3]",UI_common_scene_task_building,ui_event134_moontree,40,0,,
1774,134EventFairyLake,,building_event134_lihua,31,"[30423,4]",UI_common_scene_task_building,ui_event134_lihua,60,0,,
1780,2323TurkeyLegendB,,Event33_000TurkeyLegend,28,"[""2323TurkeyLegendA""]",UI_common_scene_task_go,UI_2323TurkeyLegendA_title,20,0,,
1781,2323TurkeyLegendB,,Event33_001Turkey,31,"[30502,1]",UI_common_scene_task_save,ui_event2323_turkey,60,0,,
1782,2323TurkeyLegendB,,Event33_004TurkeyMate,31,"[30503,1]",UI_common_scene_task_save,ui_event2323_flowerstand,30,0,,
1783,2323TurkeyLegendB,,Event4_023LockedStorageRoom_icon1,31,"[30504,2]",UI_common_scene_task_open,ui_event2323_housegate01,60,0,,
1784,2323TurkeyLegendB,,Event33_009FallenPartner,31,"[30507,1]",UI_common_scene_task_save,ui_event2323_TheifSeamew,30,0,,
1785,2323TurkeyLegendB,,Event33_015LegendaryWorld,28,"[""2323TurkeyLegendB""]",UI_common_scene_task_go,UI_2323TurkeyLegend_title,50,0,,
1786,2323TurkeyLegendB,,Event33_023PaperFlowers_icon1,31,"[30515,1]",UI_common_scene_task_Finish,ui_event2323_flowercluster,150,0,,
1787,2323TurkeyLegendB,,Event33_030WineGlass_icon1,31,"[30516,1]",UI_common_scene_task_Finish,ui_event2323_glassandmirror,200,0,,
1788,2323TurkeyLegendB,,Event33_033Carriage_icon1,31,"[30517,1]",UI_common_scene_task_Finish,ui_event2323_carriage,100,0,,
1789,2323TurkeyLegendB,,Event33_034Cactus_icon1,31,"[30518,1]",UI_common_scene_task_building,ui_event2323_cactus,100,0,,
1790,2323TurkeyLegendB,,Event33_036Cannon_icon1,31,"[30519,1]",UI_common_scene_task_Finish,ui_event2323_launcher,200,0,,
1791,2323TurkeyLegendB,,Event33_038Pond_icon1z,31,"[30520,1]",UI_common_scene_task_building,ui_event2323_pond,100,0,,
1792,2323TurkeyLegendB,,Event33_041Cage_icon1,31,"[30521,1]",UI_common_scene_task_open,ui_event2323_papercage,300,0,,
1793,2323TurkeyLegendB,,Event33_042FinaleBanquet,31,"[30547,1]",UI_common_scene_task_building,ui_event2323_gate,700,0,,
1794,2323TurkeyLegendB,,Event5_036photograph_icon1,31,"[30510,5]",UI_common_scene_task_Finish,ui_event2323_camera01,100,0,,
1796,2323TurkeyLegendB,,Event33_026Stairs1_icon1,31,"[30538,3]",UI_common_scene_task_building,ui_event2323_stairs01,800,0,,
1797,2323TurkeyLegendB,,Event33_032WoodenFrame1_icon1,31,"[30541,6]",UI_common_scene_task_clear,ui_event2323_shelf01,1000,0,,
1800,2321Weirdonight,,Event31_000smc,28,"[""2321Weirdonight""]",UI_common_scene_task_go,UI_2321Weirdonight_title,10,0,,
1801,2321Weirdonight,,Event31_002dzghy,31,"[30808,1]",UI_common_scene_task_building,ui_event2321_dzuguai,20,0,,
1802,2321Weirdonight,,Event31_010xygw,31,"[30809,1]",UI_common_scene_task_building,ui_event2321_xiyiguai,30,0,,
1803,2321Weirdonight,,Event31_020zuzhangjiqi,31,"[30825,1]",UI_common_scene_task_building,ui_event2321_guaizuz,30,0,,
1804,2321Weirdonight,,Event31_040xiaoxingpym,31,"[30831,2]",UI_common_scene_task_building,ui_event2321_pym1,30,0,,
1805,2321Weirdonight,,Event31_040daxingsyhl,31,"[30827,4]",UI_common_scene_task_building,ui_event2321_syhl1,40,0,,
1806,2321Weirdonight,,Event31_040leidafasheqi,31,"[30833,1]",UI_common_scene_task_building,ui_event2321_ldfsq1,10,0,,
1807,2321Weirdonight,,Event31_040leidafasheqi,31,"[30833,3]",UI_common_scene_task_building,ui_event2321_ldfsq1,20,0,,
1808,2321Weirdonight,,Event31_040leidafasheqi,31,"[30833,5]",UI_common_scene_task_building,ui_event2321_ldfsq1,30,0,,
1809,2321Weirdonight,,Event31_040leidafasheqi,31,"[30833,10]",UI_common_scene_task_building,ui_event2321_ldfsq1,30,0,,
1810,2321Weirdonight,,Event9_015HauntedGacha_icon1,37,"[1,""2321Weirdonight"",41]",UI_2205DragonMuseum_task10,,20,0,,
1811,2321Weirdonight,,Event9_015HauntedGacha_icon1,37,"[30,""2321Weirdonight"",41]",UI_2205DragonMuseum_task10,,50,0,,
1812,2321Weirdonight,,Event31_004grjq1,31,"[30821,1]",UI_common_scene_task_building,ui_event2321_guaijiqi1,20,0,,
1813,2321Weirdonight,,Event31_012geljjq2,31,"[30822,1]",UI_common_scene_task_building,ui_event2321_guaijiqi2,30,0,,
1814,2321Weirdonight,,Event31_017Aguairjq3,31,"[30823,1]",UI_common_scene_task_building,ui_event2321_guaijiqi3,20,0,,
1815,2321Weirdonight,,Event31_000smc,31,"[30826,1]",UI_common_scene_task_building,ui_event2321_smc,40,0,,
1816,2321Weirdonight,,Event31_024guairjiqi4,31,"[30824,1]",UI_common_scene_task_building,ui_event2321_guaijiqi4,20,0,,
1817,2321Weirdonight,,cynthiahat_27416,7,"[27416,1]",UI_common_scene_task_cooking,cynthiahat_27416,30,0,,
1818,2321Weirdonight,,cynthiadress_27417,7,"[27417,1]",UI_common_scene_task_cooking,cynthiadress_27417,20,0,,
1819,2321Weirdonight,,cynthiaskirt_27418,7,"[27418,1]",UI_common_scene_task_cooking,cynthiaskirt_27418,30,0,,
1820,2321Weirdonight,,cynthiashoes_27419,7,"[27419,1]",UI_common_scene_task_cooking,cynthiashoes_27419,20,0,,
1821,2322ThiefMagic,,Event32_000ThiefMagic_icon2,28,"[""2322ThiefMagic""]",UI_common_scene_task_go,UI_2322ThiefMagic_title,50,0,,
1822,2322ThiefMagic,,Event32_003Machine_icon1,31,"[4410,2]",UI_common_scene_task_building,ui_event2322_vendingmachine,120,0,,
1823,2322ThiefMagic,,building_event2322_heartstree,31,"[4412,2]",UI_common_scene_task_building,ui_event2322_heartstree,120,0,,
1824,2322ThiefMagic,,building_event2322_birdcage,31,"[4414,2]",UI_common_scene_task_building,ui_event2322_birdcage,180,0,,
1825,2322ThiefMagic,,building_event2322_projectioncrystal,31,"[4416,2]",UI_common_scene_task_building,ui_event2322_projectioncrystal,180,0,,
1826,2322ThiefMagic,,building_event2322_signal,31,"[4418,2]",UI_common_scene_task_building,ui_event2322_signal,180,0,,
1827,2322ThiefMagic,,building_event17_peripheralcar,31,"[4436,1]",UI_common_scene_task_building,ui_event2322_cardcar,100,0,,
1828,2322ThiefMagic,,building_event17_peripheralcar,31,"[4436,3]",UI_common_scene_task_building,ui_event2322_cardcar,150,0,,
1829,2322ThiefMagic,,building_event17_peripheralcar,31,"[4436,5]",UI_common_scene_task_building,ui_event2322_cardcar,200,0,,
1830,2322ThiefMagic,,building_event17_peripheralcar,31,"[4436,10]",UI_common_scene_task_building,ui_event2322_cardcar,250,0,,
1831,2322ThiefMagic,,Event32_005Gachamachine_icon1,37,"[1,""2322ThiefMagic"",41]",UI_2205DragonMuseum_task10,,100,0,,
1832,2322ThiefMagic,,Event32_005Gachamachine_icon1,37,"[30,""2322ThiefMagic"",41]",UI_2205DragonMuseum_task10,,300,0,,
1833,2322ThiefMagic,,Event32_009Paperplane3_icon1,31,"[4401,1]",UI_common_scene_task_building,ui_event2322_paperplane,120,0,,
1834,2322ThiefMagic,,Event32_017Table1_icon1,31,"[4402,1]",UI_common_scene_task_building,ui_event2322_cardrack,120,0,,
1835,2322ThiefMagic,,Event32_000ThiefMagic_icon2,31,"[4403,1]",UI_common_scene_task_building,ui_event2322_magichatheart,180,0,,
1836,2322ThiefMagic,,Event32_028Crystalball1_icon1,31,"[4404,1]",UI_common_scene_task_building,ui_event2322_crystalball,250,0,,
1837,2322ThiefMagic,,Event32_033Console1_icon1,31,"[4409,1]",UI_common_scene_task_building,ui_event2322_console,300,0,,
1838,2322ThiefMagic,,Event32_014Fashion1_icon1,7,"[27424,1]",UI_common_scene_task_cooking,cynthiahat_27424,150,0,,
1839,2322ThiefMagic,,Event32_023Fashion2_icon1,7,"[27425,1]",UI_common_scene_task_cooking,cynthiadress_27425,150,0,,
1840,2322ThiefMagic,,Event32_028Fashion3_icon1,7,"[27426,1]",UI_common_scene_task_cooking,cynthiaskirt_27426,250,0,,
1841,2322ThiefMagic,,Event32_033Fashion4_icon1,7,"[27427,1]",UI_common_scene_task_cooking,cynthiashoes_27427,350,0,,
1842,2320StarPark,,Event30_002StartPark,28,"[""2320StarPark""]",UI_common_scene_task_go,UI_2320StarPark_title,10,0,,
1843,2320StarPark,,Event30_005Crystalline,31,"[30131,2]",UI_common_scene_task_building,ui_event2320_hugestar,20,0,,
1844,2320StarPark,,Event30_005Crystalline,31,"[30131,5]",UI_common_scene_task_building,ui_event2320_hugestar,30,0,,
1845,2320StarPark,,Event30_020StarlightLake,31,"[30149,1]",UI_common_scene_task_building,ui_event2320_starlightlake,30,0,,
1846,2320StarPark,,Event30_017dragonnest,31,"[30148,1]",UI_common_scene_task_building,ui_event2320_dragoncastle,20,0,,
1847,2320StarPark,,Event30_018blackcloud,31,"[30150,1]",UI_common_scene_task_building,ui_event2320_starflower,20,0,,
1848,2320StarPark,,Event30_018blackcloud,31,"[30150,3]",UI_common_scene_task_building,ui_event2320_starflower,30,0,,
1849,2320StarPark,,Event30_017Gachamachine,37,"[1,""2320StarPark"",41]",UI_2205DragonMuseum_task10,,10,0,,
1850,2320StarPark,,Event30_017Gachamachine,37,"[30,""2320StarPark"",41]",UI_2205DragonMuseum_task10,,50,0,,
1851,2320StarPark,,building_event2320_moontree,31,"[30142,1]",UI_common_scene_task_building,ui_event2320_moontree,10,0,,
1852,2320StarPark,,building_event2320_moontree,31,"[30142,3]",UI_common_scene_task_building,ui_event2320_moontree,20,0,,
1853,2320StarPark,,building_event2320_moontree,31,"[30142,5]",UI_common_scene_task_building,ui_event2320_moontree,30,0,,
1854,2320StarPark,,building_event2320_vending,31,"[30169,2]",UI_common_scene_task_building,ui_event2320_vending,20,0,,
1855,2320StarPark,,building_event2320_vending,31,"[30169,4]",UI_common_scene_task_building,ui_event2320_vending,30,0,,
1856,2320StarPark,,building_event2320_vending,31,"[30169,7]",UI_common_scene_task_building,ui_event2320_vending,50,0,,
1857,2320StarPark,,Event30_012MagicRope,2,"[90974,5]",UI_common_scene_task_product,item_90974,10,0,,
1858,2320StarPark,,Event30_012MagicRope,2,"[90974,30]",UI_common_scene_task_product,item_90974,50,0,,
1859,2320StarPark,,cynthiahat_27420,7,"[27420,1]",UI_common_scene_task_cooking,cynthiahat_27420,10,0,,
1860,2320StarPark,,cynthiadress_27421,7,"[27421,1]",UI_common_scene_task_cooking,cynthiadress_27421,50,0,,
1861,2320StarPark,,cynthiaskirt_27422,7,"[27422,1]",UI_common_scene_task_cooking,cynthiaskirt_27422,30,0,,
1862,2320StarPark,,cynthiashoes_27423,7,"[27423,1]",UI_common_scene_task_cooking,cynthiashoes_27423,20,0,,
1863,2326NoBeardPirates,,Event36_000NoBeardPirates,28,"[""2326NoBeardPirates""]",UI_common_scene_task_go,UI_2326NoBeardPirates_title,50,0,,
1864,2326NoBeardPirates,,Event36_008Makeover,31,"[31103,1]",UI_common_scene_task_building,ui_event2326_tailorshop,100,0,,
1865,2326NoBeardPirates,,Event36_015PirateWay2,31,"[31104,1]",UI_common_scene_task_building,ui_event2326_Tavern,150,0,,
1866,2326NoBeardPirates,,Event36_019DoorLockedB,31,"[31108,1]",UI_common_scene_task_building,ui_event2326_gate1,150,0,,
1867,2326NoBeardPirates,,Event36_021FirstDigitPassword_icon1,31,"[31109,2]",UI_common_scene_task_open,ui_event2326_door3,150,0,,
