id,type,activityId,rankInterval,score,scoreReward,giftIcon,valueType,
7204,7,2003,"[1,59]",1500,"[[1003,50],[1002,300]]",Renwu_Zilh,,
7205,7,2003,"[1,59]",2000,"[[1003,50],[16000,2]]",Renwu_Zilh,,
7206,7,2003,"[1,59]",2500,"[[1003,100],[42000,2]]",Renwu_Zilh,,
7207,7,2003,"[1,59]",3500,"[[84006,2]]",Renwu_Honglh,,
7208,7,2003,"[1,59]",4000,"[[1003,100],[30000,4]]",Renwu_Lanlh,,
7209,7,2003,"[1,59]",5000,"[[1003,100],[1001,5]]",Renwu_Lanlh,,
7210,7,2003,"[1,59]",6000,"[[1003,100],[42000,2]]",Renwu_Lanlh,,
7211,7,2003,"[1,59]",7000,"[[1003,100],[1001,8]]",Renwu_Lanlh,,
7212,7,2003,"[1,59]",8000,"[[1003,100],[1002,1000]]",Renwu_Zilh,,
7213,7,2003,"[1,59]",9000,"[[1003,100],[1001,10]]",Renwu_Zilh,,
7214,7,2003,"[1,59]",10500,"[[1003,100],[30000,6]]",Renwu_Zilh,,
7215,7,2003,"[1,59]",13000,"[[84006,8]]",Renwu_Honglh,,
7301,7,2004,"[1,59]",100,"[[1003,20]]",Renwu_Lanlh,,
7302,7,2004,"[1,59]",500,"[[1003,30],[30000,1]]",Renwu_Lanlh,,
7303,7,2004,"[1,59]",1000,"[[1003,50],[30000,2]]",Renwu_Lanlh,,
7304,7,2004,"[1,59]",1500,"[[1003,50],[1002,300]]",Renwu_Zilh,,
7305,7,2004,"[1,59]",2000,"[[1003,50],[16000,2]]",Renwu_Zilh,,
7306,7,2004,"[1,59]",2500,"[[1003,100],[42000,2]]",Renwu_Zilh,,
7307,7,2004,"[1,59]",3500,"[[84003,2]]",Renwu_Honglh,,
7308,7,2004,"[1,59]",4000,"[[1003,100],[30000,4]]",Renwu_Lanlh,,
7309,7,2004,"[1,59]",5000,"[[1003,100],[1001,5]]",Renwu_Lanlh,,
7310,7,2004,"[1,59]",6000,"[[1003,100],[42000,2]]",Renwu_Lanlh,,
7311,7,2004,"[1,59]",7000,"[[1003,100],[1001,8]]",Renwu_Lanlh,,
7312,7,2004,"[1,59]",8000,"[[1003,100],[1002,1000]]",Renwu_Zilh,,
7313,7,2004,"[1,59]",9000,"[[1003,100],[1001,10]]",Renwu_Zilh,,
7314,7,2004,"[1,59]",10500,"[[1003,100],[30000,6]]",Renwu_Zilh,,
7315,7,2004,"[1,59]",13000,"[[84003,8]]",Renwu_Honglh,,
8001,9,4001,"[1,59]",100,"[[30000,2]]",Renwu_Lanlh,,
8002,9,4001,"[1,59]",500,"[[30000,3],[1002,200]]",Renwu_Lanlh,,
8003,9,4001,"[1,59]",1000,"[[30000,4],[22000,1]]",Renwu_Lanlh,,
8004,9,4001,"[1,59]",1500,"[[30000,5],[1002,500]]",Renwu_Zilh,,
8005,9,4001,"[1,59]",2500,"[[30000,5],[16000,4]]",Renwu_Zilh,,
8006,9,4001,"[1,59]",4000,"[[30000,5],[1001,5]]",Renwu_Zilh,,
8007,9,4001,"[1,59]",6000,"[[84012,2]]",Renwu_Honglh,,
8008,9,4001,"[1,59]",8000,"[[30000,10],[1002,500]]",Renwu_Lanlh,,
8009,9,4001,"[1,59]",10000,"[[30000,10],[22000,2]]",Renwu_Lanlh,,
8010,9,4001,"[1,59]",12000,"[[30000,10],[1002,1000]]",Renwu_Lanlh,,
8011,9,4001,"[1,59]",14000,"[[30000,10],[16000,8]]",Renwu_Lanlh,,
8012,9,4001,"[1,59]",16000,"[[30000,10],[1002,2000]]",Renwu_Zilh,,
8013,9,4001,"[1,59]",18000,"[[30000,10],[22000,4]]",Renwu_Zilh,,
8014,9,4001,"[1,59]",20000,"[[30000,30],[1001,10]]",Renwu_Zilh,,
8015,9,4001,"[1,59]",23000,"[[84012,8]]",Renwu_Honglh,,
8101,9,4002,"[1,59]",100,"[[30000,2]]",Renwu_Lanlh,,
8102,9,4002,"[1,59]",500,"[[30000,3],[1002,200]]",Renwu_Lanlh,,
8103,9,4002,"[1,59]",1000,"[[30000,4],[22000,1]]",Renwu_Lanlh,,
8104,9,4002,"[1,59]",1500,"[[30000,5],[1002,500]]",Renwu_Zilh,,
8105,9,4002,"[1,59]",2500,"[[30000,5],[16000,4]]",Renwu_Zilh,,
8106,9,4002,"[1,59]",4000,"[[30000,5],[1001,5]]",Renwu_Zilh,,
8107,9,4002,"[1,59]",6000,"[[84009,2]]",Renwu_Honglh,,
8108,9,4002,"[1,59]",8000,"[[30000,10],[1002,500]]",Renwu_Lanlh,,
8109,9,4002,"[1,59]",10000,"[[30000,10],[22000,2]]",Renwu_Lanlh,,
8110,9,4002,"[1,59]",12000,"[[30000,10],[1002,1000]]",Renwu_Lanlh,,
8111,9,4002,"[1,59]",14000,"[[30000,10],[16000,8]]",Renwu_Lanlh,,
8112,9,4002,"[1,59]",16000,"[[30000,10],[1002,2000]]",Renwu_Zilh,,
8113,9,4002,"[1,59]",18000,"[[30000,10],[22000,4]]",Renwu_Zilh,,
8114,9,4002,"[1,59]",20000,"[[30000,30],[1001,10]]",Renwu_Zilh,,
8115,9,4002,"[1,59]",23000,"[[84009,8]]",Renwu_Honglh,,
8201,9,4003,"[1,59]",100,"[[30000,2]]",Renwu_Lanlh,,
8202,9,4003,"[1,59]",500,"[[30000,3],[1002,200]]",Renwu_Lanlh,,
8203,9,4003,"[1,59]",1000,"[[30000,4],[22000,1]]",Renwu_Lanlh,,
8204,9,4003,"[1,59]",1500,"[[30000,5],[1002,500]]",Renwu_Zilh,,
8205,9,4003,"[1,59]",2500,"[[30000,5],[16000,4]]",Renwu_Zilh,,
8206,9,4003,"[1,59]",4000,"[[30000,5],[1001,5]]",Renwu_Zilh,,
8207,9,4003,"[1,59]",6000,"[[84009,2]]",Renwu_Honglh,,
8208,9,4003,"[1,59]",8000,"[[30000,10],[1002,500]]",Renwu_Lanlh,,
8209,9,4003,"[1,59]",10000,"[[30000,10],[22000,2]]",Renwu_Lanlh,,
8210,9,4003,"[1,59]",12000,"[[30000,10],[1002,1000]]",Renwu_Lanlh,,
8211,9,4003,"[1,59]",14000,"[[30000,10],[16000,8]]",Renwu_Lanlh,,
8212,9,4003,"[1,59]",16000,"[[30000,10],[1002,2000]]",Renwu_Zilh,,
8213,9,4003,"[1,59]",18000,"[[30000,10],[22000,4]]",Renwu_Zilh,,
8214,9,4003,"[1,59]",20000,"[[30000,30],[1001,10]]",Renwu_Zilh,,
8215,9,4003,"[1,59]",23000,"[[84009,8]]",Renwu_Honglh,,
8301,9,4004,"[1,59]",100,"[[30000,2]]",Renwu_Lanlh,,
8302,9,4004,"[1,59]",500,"[[30000,3],[1002,200]]",Renwu_Lanlh,,
8303,9,4004,"[1,59]",1000,"[[30000,4],[22000,1]]",Renwu_Lanlh,,
8304,9,4004,"[1,59]",1500,"[[30000,5],[1002,500]]",Renwu_Zilh,,
8305,9,4004,"[1,59]",2500,"[[30000,5],[16000,4]]",Renwu_Zilh,,
8306,9,4004,"[1,59]",4000,"[[30000,5],[1001,5]]",Renwu_Zilh,,
8307,9,4004,"[1,59]",6000,"[[84007,2]]",Renwu_Honglh,,
8308,9,4004,"[1,59]",8000,"[[30000,10],[1002,500]]",Renwu_Lanlh,,
8309,9,4004,"[1,59]",10000,"[[30000,10],[22000,2]]",Renwu_Lanlh,,
8310,9,4004,"[1,59]",12000,"[[30000,10],[1002,1000]]",Renwu_Lanlh,,
8311,9,4004,"[1,59]",14000,"[[30000,10],[16000,8]]",Renwu_Lanlh,,
8312,9,4004,"[1,59]",16000,"[[30000,10],[1002,2000]]",Renwu_Zilh,,
8313,9,4004,"[1,59]",18000,"[[30000,10],[22000,4]]",Renwu_Zilh,,
8314,9,4004,"[1,59]",20000,"[[30000,30],[1001,10]]",Renwu_Zilh,,
8315,9,4004,"[1,59]",23000,"[[84007,8]]",Renwu_Honglh,,
81001,8,8010,"[1,59]",100,"[[1003,20]]",dragonSeasonPersonalBox_1,1,
81002,8,8010,"[1,59]",640,"[[1001,5]]",dragonSeasonPersonalBox_1,1,
81003,8,8010,"[1,59]",1280,"[[1002,300]]",dragonSeasonPersonalBox_1,1,
81004,8,8010,"[1,59]",1920,"[[15000,5]]",dragonSeasonPersonalBox_1,1,
81005,8,8010,"[1,59]",2560,"[[16000,5]]",dragonSeasonPersonalBox_1,1,
81006,8,8010,"[1,59]",3200,"[[42000,2]]",dragonSeasonPersonalBox_1,1,
81007,8,8010,"[1,59]",3840,"[[11001,1]]",dragonSeasonPersonalBox_2,1,
81008,8,8010,"[1,59]",5120,"[[92002,1]]",dragonSeasonPersonalBox_4,1,
81009,8,8010,"[1,59]",6400,"[[22000,5]]",dragonSeasonPersonalBox_2,1,
81010,8,8010,"[1,59]",7680,"[[1003,80]]",dragonSeasonPersonalBox_2,1,
81011,8,8010,"[1,59]",8960,"[[1002,600]]",dragonSeasonPersonalBox_2,1,
81012,8,8010,"[1,59]",10240,"[[30000,6]]",dragonSeasonPersonalBox_2,1,
81013,8,8010,"[1,59]",11520,"[[1001,8]]",dragonSeasonPersonalBox_3,1,
81014,8,8010,"[1,59]",12800,"[[30000,12]]",dragonSeasonPersonalBox_3,1,
81015,8,8010,"[1,59]",14080,"[[11001,2]]",dragonSeasonPersonalBox_3,1,
81016,8,8010,"[1,59]",15360,"[[94003,1]]",dragonSeasonPersonalBox_5,1,
81101,8,8011,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
81102,8,8011,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
81103,8,8011,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
81104,8,8011,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
81105,8,8011,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
81106,8,8011,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
81107,8,8011,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
81108,8,8011,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
81109,8,8011,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
81201,8,8012,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
81202,8,8012,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
81203,8,8012,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
81204,8,8012,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
81205,8,8012,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
81206,8,8012,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
81207,8,8012,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
81208,8,8012,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
81209,8,8012,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
81301,8,8013,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
81302,8,8013,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
81303,8,8013,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
81304,8,8013,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
81305,8,8013,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
81306,8,8013,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
81307,8,8013,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
81308,8,8013,"[3,4]",40000,"[[30000,10]]",Renwu_Zilh,,
81309,8,8013,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
81401,8,8014,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
81402,8,8014,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
81403,8,8014,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
81404,8,8014,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
81405,8,8014,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
81406,8,8014,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
81407,8,8014,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
81408,8,8014,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
81409,8,8014,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
82001,8,8020,"[1,59]",100,"[[1003,20]]",dragonSeasonPersonalBox_1,1,
82002,8,8020,"[1,59]",640,"[[1001,5]]",dragonSeasonPersonalBox_1,1,
82003,8,8020,"[1,59]",1280,"[[1002,300]]",dragonSeasonPersonalBox_1,1,
82004,8,8020,"[1,59]",1920,"[[15000,5]]",dragonSeasonPersonalBox_1,1,
82005,8,8020,"[1,59]",2560,"[[16000,5]]",dragonSeasonPersonalBox_1,1,
82006,8,8020,"[1,59]",3200,"[[42000,2]]",dragonSeasonPersonalBox_1,1,
82007,8,8020,"[1,59]",3840,"[[11001,1]]",dragonSeasonPersonalBox_2,1,
82008,8,8020,"[1,59]",5120,"[[92008,1]]",dragonSeasonPersonalBox_4,1,
82009,8,8020,"[1,59]",6400,"[[22000,5]]",dragonSeasonPersonalBox_2,1,
82010,8,8020,"[1,59]",7680,"[[1003,80]]",dragonSeasonPersonalBox_2,1,
82011,8,8020,"[1,59]",8960,"[[1002,600]]",dragonSeasonPersonalBox_2,1,
82012,8,8020,"[1,59]",10240,"[[30000,6]]",dragonSeasonPersonalBox_2,1,
82013,8,8020,"[1,59]",11520,"[[1001,8]]",dragonSeasonPersonalBox_3,1,
82014,8,8020,"[1,59]",12800,"[[30000,12]]",dragonSeasonPersonalBox_3,1,
82015,8,8020,"[1,59]",14080,"[[11001,2]]",dragonSeasonPersonalBox_3,1,
82016,8,8020,"[1,59]",15360,"[[94003,1]]",dragonSeasonPersonalBox_5,1,
82101,8,8021,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
82102,8,8021,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
82103,8,8021,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
82104,8,8021,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
82105,8,8021,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
82106,8,8021,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
82107,8,8021,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
82108,8,8021,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
82109,8,8021,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
82201,8,8022,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
82202,8,8022,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
82203,8,8022,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
82204,8,8022,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
82205,8,8022,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
82206,8,8022,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
82207,8,8022,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
82208,8,8022,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
82209,8,8022,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
82301,8,8023,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
82302,8,8023,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
82303,8,8023,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
82304,8,8023,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
82305,8,8023,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
82306,8,8023,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
82307,8,8023,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
82308,8,8023,"[3,4]",40000,"[[30000,10]]",Renwu_Zilh,,
82309,8,8023,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
82401,8,8024,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
82402,8,8024,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
82403,8,8024,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
82404,8,8024,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
82405,8,8024,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
82406,8,8024,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
82407,8,8024,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
82408,8,8024,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
82409,8,8024,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
83001,8,8030,"[1,59]",100,"[[1003,20]]",dragonSeasonPersonalBox_1,1,
83002,8,8030,"[1,59]",640,"[[1001,5]]",dragonSeasonPersonalBox_1,1,
83003,8,8030,"[1,59]",1280,"[[1002,300]]",dragonSeasonPersonalBox_1,1,
83004,8,8030,"[1,59]",1920,"[[15000,5]]",dragonSeasonPersonalBox_1,1,
83005,8,8030,"[1,59]",2560,"[[16000,5]]",dragonSeasonPersonalBox_1,1,
83006,8,8030,"[1,59]",3200,"[[42000,2]]",dragonSeasonPersonalBox_1,1,
83007,8,8030,"[1,59]",3840,"[[11001,1]]",dragonSeasonPersonalBox_2,1,
83008,8,8030,"[1,59]",5120,"[[92012,1]]",dragonSeasonPersonalBox_4,1,
83009,8,8030,"[1,59]",6400,"[[22000,5]]",dragonSeasonPersonalBox_2,1,
83010,8,8030,"[1,59]",7680,"[[1003,80]]",dragonSeasonPersonalBox_2,1,
83011,8,8030,"[1,59]",8960,"[[1002,600]]",dragonSeasonPersonalBox_2,1,
83012,8,8030,"[1,59]",10240,"[[30000,6]]",dragonSeasonPersonalBox_2,1,
83013,8,8030,"[1,59]",11520,"[[1001,8]]",dragonSeasonPersonalBox_3,1,
83014,8,8030,"[1,59]",12800,"[[30000,12]]",dragonSeasonPersonalBox_3,1,
83015,8,8030,"[1,59]",14080,"[[11001,2]]",dragonSeasonPersonalBox_3,1,
83016,8,8030,"[1,59]",15360,"[[94002,1]]",dragonSeasonPersonalBox_5,1,
83101,8,8031,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
83102,8,8031,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
83103,8,8031,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
83104,8,8031,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
83105,8,8031,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
83106,8,8031,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
83107,8,8031,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
83108,8,8031,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
83109,8,8031,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
83201,8,8032,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
83202,8,8032,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
83203,8,8032,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
83204,8,8032,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
83205,8,8032,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
83206,8,8032,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
83207,8,8032,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
83208,8,8032,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
83209,8,8032,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
83301,8,8033,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
83302,8,8033,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
83303,8,8033,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
83304,8,8033,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
83305,8,8033,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
83306,8,8033,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
83307,8,8033,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
83308,8,8033,"[3,4]",40000,"[[30000,10]]",Renwu_Zilh,,
83309,8,8033,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
83401,8,8034,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
83402,8,8034,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
83403,8,8034,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
83404,8,8034,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
83405,8,8034,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
83406,8,8034,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
83407,8,8034,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
83408,8,8034,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
83409,8,8034,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
84001,8,8040,"[1,59]",100,"[[1003,20]]",dragonSeasonPersonalBox_1,1,
84002,8,8040,"[1,59]",640,"[[1001,5]]",dragonSeasonPersonalBox_1,1,
84003,8,8040,"[1,59]",1280,"[[1002,300]]",dragonSeasonPersonalBox_1,1,
84004,8,8040,"[1,59]",1920,"[[15000,5]]",dragonSeasonPersonalBox_1,1,
84005,8,8040,"[1,59]",2560,"[[16000,5]]",dragonSeasonPersonalBox_1,1,
84006,8,8040,"[1,59]",3200,"[[42000,2]]",dragonSeasonPersonalBox_1,1,
84007,8,8040,"[1,59]",3840,"[[11001,1]]",dragonSeasonPersonalBox_2,1,
84008,8,8040,"[1,59]",5120,"[[92013,1]]",dragonSeasonPersonalBox_4,1,
84009,8,8040,"[1,59]",6400,"[[22000,5]]",dragonSeasonPersonalBox_2,1,
84010,8,8040,"[1,59]",7680,"[[1003,80]]",dragonSeasonPersonalBox_2,1,
84011,8,8040,"[1,59]",8960,"[[1002,600]]",dragonSeasonPersonalBox_2,1,
84012,8,8040,"[1,59]",10240,"[[30000,6]]",dragonSeasonPersonalBox_2,1,
84013,8,8040,"[1,59]",11520,"[[1001,8]]",dragonSeasonPersonalBox_3,1,
84014,8,8040,"[1,59]",12800,"[[30000,12]]",dragonSeasonPersonalBox_3,1,
84015,8,8040,"[1,59]",14080,"[[11001,2]]",dragonSeasonPersonalBox_3,1,
84016,8,8040,"[1,59]",15360,"[[94001,1]]",dragonSeasonPersonalBox_5,1,
84101,8,8041,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
84102,8,8041,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
84103,8,8041,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
84104,8,8041,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
84105,8,8041,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
84106,8,8041,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
84107,8,8041,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
84108,8,8041,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
84109,8,8041,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
84201,8,8042,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
84202,8,8042,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
84203,8,8042,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
84204,8,8042,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
84205,8,8042,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
84206,8,8042,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
84207,8,8042,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
84208,8,8042,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
84209,8,8042,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
84301,8,8043,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
84302,8,8043,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
84303,8,8043,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
84304,8,8043,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
84305,8,8043,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
84306,8,8043,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
84307,8,8043,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
84308,8,8043,"[3,4]",40000,"[[30000,10]]",Renwu_Zilh,,
84309,8,8043,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
84401,8,8044,"[0,4]",1000,"[[1003,20]]",Renwu_Zilh,,
84402,8,8044,"[0,4]",4000,"[[1001,10]]",Renwu_Zilh,,
84403,8,8044,"[0,4]",8000,"[[30000,5]]",Renwu_Zilh,,
84404,8,8044,"[0,4]",12000,"[[42000,5]]",Renwu_Zilh,,
84405,8,8044,"[0,4]",16000,"[[1003,50]]",Renwu_Zilh,,
84406,8,8044,"[1,4]",24000,"[[11001,2]]",Renwu_Zilh,,
84407,8,8044,"[2,4]",32000,"[[1003,50]]",Renwu_Zilh,,
84408,8,8044,"[3,4]",40000,"[[30000,20]]",Renwu_Zilh,,
84409,8,8044,"[4,4]",48000,"[[1001,50]]",Renwu_Honglh,,
85001,8,8150,"[1,59]",100,"[[1003,10]]",dragonSeasonPersonalBox_1,1,
85002,8,8150,"[1,59]",600,"[[1002,1000]]",dragonSeasonPersonalBox_1,1,
85003,8,8150,"[1,59]",1200,"[[1001,5]]",dragonSeasonPersonalBox_1,1,
85004,8,8150,"[1,59]",1800,"[[15000,5]]",dragonSeasonPersonalBox_1,1,
85005,8,8150,"[1,59]",2500,"[[16000,3]]",dragonSeasonPersonalBox_1,1,
85006,8,8150,"[1,59]",3200,"[[1003,40]]",dragonSeasonPersonalBox_1,1,
85007,8,8150,"[1,59]",4000,"[[42000,3]]",dragonSeasonPersonalBox_2,1,
85008,8,8150,"[1,59]",5000,"[[92002,1]]",dragonSeasonPersonalBox_4,1,
85009,8,8150,"[1,59]",6000,"[[1003,60]]",dragonSeasonPersonalBox_2,1,
85010,8,8150,"[1,59]",7000,"[[30000,5]]",dragonSeasonPersonalBox_2,1,
85011,8,8150,"[1,59]",8000,"[[1001,20]]",dragonSeasonPersonalBox_2,1,
85012,8,8150,"[1,59]",9000,"[[1002,5000]]",dragonSeasonPersonalBox_2,1,
85013,8,8150,"[1,59]",10000,"[[1003,100]]",dragonSeasonPersonalBox_3,1,
85014,8,8150,"[1,59]",11000,"[[30000,10]]",dragonSeasonPersonalBox_3,1,
85015,8,8150,"[1,59]",13000,"[[1003,120]]",dragonSeasonPersonalBox_3,1,
85016,8,8150,"[1,59]",15000,"[[94003,1]]",dragonSeasonPersonalBox_5,1,
85017,8,8150,"[1,59]",20000,"[[1003,200]]",dragonSeasonPersonalBox_7,1,
85018,8,8151,"[0,4]",1000,"[[1003,40]]",Renwu_Zilh,,
85019,8,8151,"[0,4]",2000,"[[1002,3000]]",Renwu_Zilh,,
85020,8,8151,"[0,4]",3000,"[[1001,10]]",Renwu_Zilh,,
85021,8,8151,"[0,4]",4000,"[[16000,5]]",Renwu_Zilh,,
85022,8,8151,"[0,4]",6000,"[[1003,60]]",Renwu_Zilh,,
85023,8,8151,"[0,4]",8000,"[[42000,5]]",Renwu_Zilh,,
85024,8,8151,"[0,4]",10000,"[[1003,80]]",Renwu_Zilh,,
85025,8,8151,"[0,4]",12000,"[[30000,20]]",Renwu_Zilh,,
85026,8,8151,"[0,4]",16000,"[[1003,100]]",Renwu_Zilh,,
85027,8,8151,"[1,4]",20000,"[[1003,120]]",Renwu_Zilh,,
85028,8,8151,"[2,4]",24000,"[[1003,150]]",Renwu_Zilh,,
