id,missionId,subtaskIcon,subtaskTitle,subtaskDramaId,subtaskIsDialogue,subtaskPathId,isMultiarrow,MissionType,taskNeed,
200390,repair_75807,common/city_fountain_step_1,repair_75807,,,,,0,"[""city"",96639,2,75807]",
200400,repair_75808,common/city_fountain_step_1,repair_75808,,,,,0,"[""city"",96638,2,75808]",
200418,repair_76031,common/city_zone3_building1,repair_76031,,,,,0,"[""city"",96761,2,76031]",
200419,repair_76032,common/city_zone3_building2,repair_76032,,,,,0,"[""city"",96760,2,76032]",
200421,repair_77201,common/city_fountain_leaves,repair_77201,,,,,0,"[""city"",96800,2,77201]",
200430,repair_75901,common/city_gazebo,repair_75901,,,,,0,"[""city"",96784,2,75901]",
200440,repair_75902,common/city_gazebo,repair_75902,,,,,0,"[""city"",96783,2,75902]",
200450,repair_75903,common/city_gazebo,repair_75903,,,,,0,"[""city"",96782,2,75903]",
200451,repair_76041,common/city_zone4_building1,repair_76041,,,,,0,"[""city"",96766,2,76041]",
200020,repair_75105,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96636,2,75105]",
200040,repair_75107,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96635,2,75107]",
200050,repair_75111,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96640,2,75111]",
200060,repair_75112,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96641,2,75112]",
200080,repair_75202,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96603,2,75202]",
200090,repair_75291,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96642,2,75291]",
200100,repair_75292,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96643,2,75292]",
200110,repair_75293,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96632,2,75293]",
200120,repair_75294,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96633,2,75294]",
200130,repair_75295,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96634,2,75295]",
200140,repair_75301,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96602,2,75301]",
200170,repair_75304,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96626,2,75304]",
200190,repair_75402,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96623,2,75402]",
200200,repair_75403,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96622,2,75403]",
200210,repair_75404,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96625,2,75404]",
200230,repair_75502,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96628,2,75502]",
200250,repair_75504,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96627,2,75504]",
200260,repair_75601,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96599,2,75601]",
200270,repair_75602,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96601,2,75602]",
200290,repair_75702,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96605,2,75702]",
200330,repair_75801,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96614,2,75801]",
200340,repair_75802,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96612,2,75802]",
200350,repair_75803,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96610,2,75803]",
200360,repair_75804,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96611,2,75804]",
200370,repair_75805,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96609,2,75805]",
200380,repair_75806,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96613,2,75806]",
200420,repair_75892,common/icon_guide_dress,repair_building,,,,,0,"[""city"",96630,2,75892]",
300001,extension_100133,common/partnerhome_2,extension_100133,,,,,4,"[""city"",[91257]]",
300002,extension_100134,common/partnerhome_3,extension_100134,,,,,4,"[""city"",[91254]]",
300003,repair_9111,common/building_notice,repair_9111,,,,,0,"[""city"",88051,2,9111]",
300019,extension_100139,common/item_icon_city_lavender_house,extension_100139,,,,,4,"[""city"",[95829]]",
300004,repair_77482,common/icon_city_lavender_flower,repair_77482,,,,,0,"[""city"",97191,2,77482]",
300005,repair_77483,common/icon_city_lavender_table,repair_77483,,,,,0,"[""city"",97143,2,77483]",
300006,repair_77484,common/icon_city_lavender_building,repair_77484,,,,,0,"[""city"",97154,2,77484]",
300023,extension_100143,common/item_icon_city_flamingo_tree,extension_100143,,,,,4,"[""city"",[95832]]",
300020,extension_100140,common/item_icon_city_peach_house,extension_100140,,,,,4,"[""city"",[95835]]",
300007,repair_77485,common/icon_city_peach_san,repair_77485,,,,,0,"[""city"",97151,2,77485]",
300008,repair_77486,common/icon_city_peach_chair,repair_77486,,,,,0,"[""city"",97150,2,77486]",
300009,repair_77497,common/icon_city_peach_chair1,repair_77497,,,,,0,"[""city"",97149,2,77497]",
300024,extension_100144,common/item_icon_city_firehouse_main,extension_100144,,,,,4,"[""city"",[95838]]",
300021,extension_100141,common/item_icon_city_princess_house,extension_100141,,,,,4,"[""city"",[95841]]",
300010,repair_77488,common/icon_city_princess_fence,repair_77488,,,,,0,"[""city"",97144,2,77488]",
300011,repair_77489,common/icon_city_princess_fence1,repair_77489,,,,,0,"[""city"",97145,2,77489]",
300012,repair_77490,common/icon_city_princess_tingzi,repair_77490,,,,,0,"[""city"",97155,2,77490]",
300013,repair_77491,common/icon_city_princess_shuqin,repair_77491,,,,,0,"[""city"",97209,2,77491]",
300014,repair_77492,common/icon_city_princess_water,repair_77492,,,,,0,"[""city"",97197,2,77492]",
300022,extension_100142,common/icon_elephant_main,extension_100142,,,,,4,"[""city"",[95844]]",
300015,repair_77493,common/icon_city_elephant_fence,repair_77493,,,,,0,"[""city"",97147,2,77493]",
300016,repair_77494,common/icon_city_elephant_water,repair_77494,,,,,0,"[""city"",97142,2,77494]",
300017,repair_77495,common/icon_city_elephant_tree,repair_77495,,,,,0,"[""city"",97223,2,77495]",
300018,repair_77496,common/icon_city_elephant_tree1,repair_77496,,,,,0,"[""city"",97224,2,77495]",
