dialogid,avatar,emotion,index,bubbleimage,alias,paragraphs,
Event37_dialog_025CatchThunder_1_2,Femaleplayer,default,1,,,"[['Event37_dialog_025CatchThunder_1_2',0,0]]",
Event37_dialog_025CatchThunder_1_3,misty,default,2,,,"[['Event37_dialog_025CatchThunder_1_3',0,0]]",
Event37_dialog_025CatchThunder_1_4,mirror01,default,3,,,"[['Event37_dialog_025CatchThunder_1_4',0,0]]",
Event37_dialog_025CatchThunder_1_5,misty,default,2,,,"[['Event37_dialog_025CatchThunder_1_5',0,0]]",
Event37_dialog_025CatchThunder_1_6,Femaleplayer,default,1,,,"[['Event37_dialog_025CatchThunder_1_6',0,0]]",
Event37_dialog_027IceFireIsland_1_1,mirror01,default,2,,,"[['Event37_dialog_027IceFireIsland_1_1',0,0]]",
Event37_dialog_027IceFireIsland_1_2,misty,default,3,,,"[['Event37_dialog_027IceFireIsland_1_2',0,0]]",
Event37_dialog_027IceFireIsland_1_3,Femaleplayer,default,1,,,"[['Event37_dialog_027IceFireIsland_1_3',0,0]]",
Event37_dialog_027IceFireIsland_1_4,mirror01,default,2,,,"[['Event37_dialog_027IceFireIsland_1_4',0,0]]",
Event37_dialog_027IceFireIsland_1_5,misty,default,3,,,"[['Event37_dialog_027IceFireIsland_1_5',0,0]]",
Event37_dialog_027IceFireIsland_1_6,Femaleplayer,default,1,,,"[['Event37_dialog_027IceFireIsland_1_6',0,0]]",
Event37_dialog_029IceElement_1_1,Slime_blue,default,2,,ice,"[['Event37_dialog_029IceElement_1_1',0,0]]",
Event37_dialog_029IceElement_1_2,mirror01,default,3,,,"[['Event37_dialog_029IceElement_1_2',0,0]]",
Event37_dialog_029IceElement_1_3,Slime_blue,default,2,,ice,"[['Event37_dialog_029IceElement_1_3',0,0]]",
Event37_dialog_029IceElement_1_4,Femaleplayer,default,1,,,"[['Event37_dialog_029IceElement_1_4',0,0]]",
Event37_dialog_029IceElement_1_5,Slime_blue,default,2,,ice,"[['Event37_dialog_029IceElement_1_5',0,0]]",
Event37_dialog_029IceElement_1_6,Femaleplayer,default,1,,,"[['Event37_dialog_029IceElement_1_6',0,0]]",
Event37_dialog_029IceElement_1_7,Slime_blue,default,2,,ice,"[['Event37_dialog_029IceElement_1_7',0,0]]",
Event37_dialog_029IceElement_1_8,Slime_blue,default,2,,ice,"[['Event37_dialog_029IceElement_1_8',0,0]]",
Event37_dialog_029IceElement_1_9,Femaleplayer,default,1,,,"[['Event37_dialog_029IceElement_1_9',0,0]]",
Event37_dialog_030SnowMan_1_1,mirror01,default,2,,,"[['Event37_dialog_030SnowMan_1_1',0,0]]",
Event37_dialog_030SnowMan_1_2,Femaleplayer,default,1,,,"[['Event37_dialog_030SnowMan_1_2',0,0]]",
Event37_dialog_030SnowMan_1_3,mirror01,default,2,,,"[['Event37_dialog_030SnowMan_1_3',0,0]]",
Event37_dialog_030SnowMan_1_4,Femaleplayer,default,1,,,"[['Event37_dialog_030SnowMan_1_4',0,0]]",
Event37_dialog_030SnowMan_1_5,mirror01,default,2,,,"[['Event37_dialog_030SnowMan_1_5',0,0]]",
Event37_dialog_033FireElement_1_1,Slime_red,default,2,,,"[['Event37_dialog_033FireElement_1_1',0,0]]",
Event37_dialog_033FireElement_1_2,Femaleplayer,default,1,,,"[['Event37_dialog_033FireElement_1_2',0,0]]",
Event37_dialog_033FireElement_1_3,Slime_red,default,2,,,"[['Event37_dialog_033FireElement_1_3',0,0]]",
Event37_dialog_033FireElement_1_4,Femaleplayer,think,1,,,"[['Event37_dialog_033FireElement_1_4',0,0]]",
Event37_dialog_034Thaw_1_1,Femaleplayer,default,1,,,"[['Event37_dialog_034Thaw_1_1',0,0]]",
Event37_dialog_034Thaw_1_2,Slime_red,default,2,,,"[['Event37_dialog_034Thaw_1_2',0,0]]",
Event37_dialog_035FusionCrystal_1_1,Slime_red,default,1,,,"[['Event37_dialog_035FusionCrystal_1_1',0,0]]",
Event37_dialog_035FusionCrystal_1_2,misty,default,2,,,"[['Event37_dialog_035FusionCrystal_1_2',0,0]]",
Event37_dialog_035FusionCrystal_1_3,mirror01,amazed,3,,,"[['Event37_dialog_035FusionCrystal_1_3',0,0]]",
Event37_dialog_035FusionCrystal_1_4,Slime_red,default,1,,,"[['Event37_dialog_035FusionCrystal_1_4',0,0]]",
Event37_dialog_035FusionCrystal_1_5,mirror01,amazed,3,,,"[['Event37_dialog_035FusionCrystal_1_5',0,0]]",
Event37_dialog_035FusionCrystal_1_6,Slime_red,default,1,,,"[['Event37_dialog_035FusionCrystal_1_6',0,0]]",
Event37_dialog_035FusionCrystal_1_7,misty,default,2,bubble_event37_tower,,"[['Event37_dialog_035FusionCrystal_1_7',0,0]]",
Event37_dialog_036IceFireTower_1_1,Slime_red,default,2,,,"[['Event37_dialog_036IceFireTower_1_1',0,0]]",
Event37_dialog_036IceFireTower_1_2,Femaleplayer,default,1,,,"[['Event37_dialog_036IceFireTower_1_2',0,0]]",
Event37_dialog_036IceFireTower_1_3,Slime_red,default,2,,,"[['Event37_dialog_036IceFireTower_1_3',0,0]]",
Event37_dialog_036IceFireTower_1_4,misty,default,3,,,"[['Event37_dialog_036IceFireTower_1_4',0,0]]",
Event37_dialog_036IceFireTower_1_5,Femaleplayer,default,1,,,"[['Event37_dialog_036IceFireTower_1_5',0,0]]",
Event37_dialog_036IceFireTower_1_6,misty,default,3,bubble_event37_icefiregate,,"[['Event37_dialog_036IceFireTower_1_6',0,0]]",
Event37_dialog_037IceFireGate_1_1,misty,default,2,,,"[['Event37_dialog_037IceFireGate_1_1',0,0]]",
Event37_dialog_037IceFireGate_1_2,Femaleplayer,default,1,,,"[['Event37_dialog_037IceFireGate_1_2',0,0]]",
Event37_dialog_038CentreIsland_1_1,Femaleplayer,default,1,,,"[['Event37_dialog_038CentreIsland_1_1',0,0]]",
Event37_dialog_038CentreIsland_1_2,misty,default,2,,,"[['Event37_dialog_038CentreIsland_1_2',0,0]]",
Event37_dialog_038CentreIsland_1_3,Femaleplayer,default,1,,,"[['Event37_dialog_038CentreIsland_1_3',0,0]]",
Event37_dialog_038CentreIsland_1_4,misty,default,2,,,"[['Event37_dialog_038CentreIsland_1_4',0,0]]",
Event37_dialog_040ElementTable2_1_1,Femaleplayer,default,1,,,"[['Event37_dialog_040ElementTable2_1_1',0,0]]",
Event37_dialog_040ElementTable2_1_2,misty,default,2,,,"[['Event37_dialog_040ElementTable2_1_2',0,0]]",
Event37_dialog_040ElementTable2_1_3,Femaleplayer,default,1,,,"[['Event37_dialog_040ElementTable2_1_3',0,0]]",
Event37_dialog_040ElementTable2_1_4,misty,default,2,bubble_event37_fireworks,,"[['Event37_dialog_040ElementTable2_1_4',0,0]]",
Event2328_001PostOffice_1_1,Femaleplayer,amazed,1,,,"[['Event2328_001PostOffice_1_1',0,0]]",
Event2328_001PostOffice_1_2,petscuttle,default,2,,,"[['Event2328_001PostOffice_1_2',0,0]]",
Event2328_001PostOffice_1_3,Maleplayer,default,3,,,"[['Event2328_001PostOffice_1_3',0,0]]",
Event2328_001PostOffice_1_4,petscuttle,default,2,,,"[['Event2328_001PostOffice_1_4',0,0]]",
Event2328_001PostOffice_1_5,Femaleplayer,amazed,1,,,"[['Event2328_001PostOffice_1_5',0,0]]",
Event2328_001PostOffice_1_6,Maleplayer,wondering,3,,,"[['Event2328_001PostOffice_1_6',0,0]]",
Event2328_001PostOffice_1_7,Femaleplayer,think,1,bubble_event2328_jifen,,"[['Event2328_001PostOffice_1_7',0,0]]",
Event2328_002ChristmasPoint_1_1,Femaleplayer,default,1,,,"[['Event2328_002ChristmasPoint_1_1',0,0]]",
Event2328_002ChristmasPoint_1_2,petscuttle,default,2,,,"[['Event2328_002ChristmasPoint_1_2',0,0]]",
Event2328_002ChristmasPoint_1_3,Maleplayer,default,3,,,"[['Event2328_002ChristmasPoint_1_3',0,0]]",
Event2328_002ChristmasPoint_1_4,petscuttle,default,2,,,"[['Event2328_002ChristmasPoint_1_4',0,0]]",
Event2328_002ChristmasPoint_1_5,Maleplayer,default,3,,,"[['Event2328_002ChristmasPoint_1_5',0,0]]",
Event2328_003Trap_1_1,Femaleplayer,think,1,,,"[['Event2328_003Trap_1_1',0,0]]",
Event2328_003Trap_1_2,petscuttle,default,2,,,"[['Event2328_003Trap_1_2',0,0]]",
Event2328_003Trap_1_3,Maleplayer,wondering,3,,,"[['Event2328_003Trap_1_3',0,0]]",
Event2328_003Trap_1_4,petscuttle,default,2,,,"[['Event2328_003Trap_1_4',0,0]]",
Event2328_003Trap_1_5,Maleplayer,sad,3,,,"[['Event2328_003Trap_1_5',0,0]]",
Event2328_003Trap_1_6,petscuttle,default,2,,,"[['Event2328_003Trap_1_6',0,0]]",
Event2328_003Trap_1_7,Femaleplayer,sad,1,,,"[['Event2328_003Trap_1_7',0,0]]",
Event2328_003Trap_1_8,Maleplayer,default,3,,,"[['Event2328_003Trap_1_8',0,0]]",
Event2328_004FTrap_1_1,Maleplayer,wondering,2,,,"[['Event2328_004FTrap_1_1',0,0]]",
Event2328_004FTrap_1_2,petscuttle,default,3,bubble_event2328_qiao,,"[['Event2328_004FTrap_1_2',0,0]]",
Event2328_004FTrap_1_3,Femaleplayer,default,1,,,"[['Event2328_004FTrap_1_3',0,0]]",
Event2328_004FTrap_1_4,petscuttle,default,3,,,"[['Event2328_004FTrap_1_4',0,0]]",
Event2328_004FTrap_1_5,Maleplayer,default,2,,,"[['Event2328_004FTrap_1_5',0,0]]",
Event2328_004FTrap_1_6,petscuttle,default,3,,,"[['Event2328_004FTrap_1_6',0,0]]",
Event2328_005IceBridge_1_1,Femaleplayer,amazed,1,,,"[['Event2328_005IceBridge_1_1',0,0]]",
Event2328_005IceBridge_1_2,petscuttle,default,2,,,"[['Event2328_005IceBridge_1_2',0,0]]",
Event2328_005IceBridge_1_3,Maleplayer,default,3,,,"[['Event2328_005IceBridge_1_3',0,0]]",
Event2328_005IceBridge_1_4,petscuttle,default,2,,,"[['Event2328_005IceBridge_1_4',0,0]]",
Event2328_006BeatBell_1_1,Maleplayer,suprised,2,,,"[['Event2328_006BeatBell_1_1',0,0]]",
Event2328_006BeatBell_1_2,Femaleplayer,think,1,,,"[['Event2328_006BeatBell_1_2',0,0]]",
Event2328_006BeatBell_1_3,mirror01,sad,3,,,"[['Event2328_006BeatBell_1_3',0,0]]",
Event2328_006BeatBell_1_4,Maleplayer,default,2,,,"[['Event2328_006BeatBell_1_4',0,0]]",
Event2328_007GoBeatBell_1_1,Femaleplayer,think,1,,,"[['Event2328_007GoBeatBell_1_1',0,0]]",
Event2328_007GoBeatBell_1_2,mirror01,happy,2,,,"[['Event2328_007GoBeatBell_1_2',0,0]]",
Event2328_009SaveMirror_1_1,mirror01,sad,1,,,"[['Event2328_009SaveMirror_1_1',0,0]]",
Event2328_009SaveMirror_1_2,petscuttle,default,2,,,"[['Event2328_009SaveMirror_1_2',0,0]]",
Event2328_009SaveMirror_1_3,mirror01,sad,1,,,"[['Event2328_009SaveMirror_1_3',0,0]]",
Event2328_009SaveMirror_1_4,petscuttle,default,2,,,"[['Event2328_009SaveMirror_1_4',0,0]]",
Event2328_010HistoryBook_1_1,Femaleplayer,think,1,,,"[['Event2328_010HistoryBook_1_1',0,0]]",
Event2328_010HistoryBook_1_2,mirror01,default,2,,,"[['Event2328_010HistoryBook_1_2',0,0]]",
Event2328_010HistoryBook_1_3,petscuttle,default,3,,,"[['Event2328_010HistoryBook_1_3',0,0]]",
Event2328_010HistoryBook_1_4,mirror01,default,2,,,"[['Event2328_010HistoryBook_1_4',0,5]]",
Event2328_010HistoryBook_1_5,mirror01,amazed,2,,,"[['Event2328_010HistoryBook_1_5',0,0]]",
Event2328_010HistoryBook_1_6,petscuttle,default,3,,,"[['Event2328_010HistoryBook_1_6',0,0]]",
Event2328_010HistoryBook_1_7,Femaleplayer,amazed,1,,,"[['Event2328_010HistoryBook_1_7',0,0]]",
Event2328_010HistoryBook_1_8,petscuttle,default,3,,,"[['Event2328_010HistoryBook_1_8',0,0]]",
Event2328_010HistoryBook_1_9,mirror01,default,2,bubble_event2328_qiao,,"[['Event2328_010HistoryBook_1_9',0,0]]",
Event2328_010HistoryBook_1_10,petscuttle,default,3,,,"[['Event2328_010HistoryBook_1_10',0,0]]",
Event2328_011IceBridgeA_1_1,petscuttle,default,2,,,"[['Event2328_011IceBridgeA_1_1',0,0]]",
Event2328_011IceBridgeA_1_2,Femaleplayer,think,1,,,"[['Event2328_011IceBridgeA_1_2',0,0]]",
Event2328_011IceBridgeA_1_3,petscuttle,default,2,,,"[['Event2328_011IceBridgeA_1_3',0,5]]",
Event2328_011IceBridgeA_1_4,petscuttle,default,2,,,"[['Event2328_011IceBridgeA_1_4',0,0]]",
Event2328_012FindGreen_1_1,Femaleplayer,sad,1,,,"[['Event2328_012FindGreen_1_1',0,0]]",
Event2328_012FindGreen_1_2,mirror01,default,2,,,"[['Event2328_012FindGreen_1_2',0,0]]",
Event2328_012FindGreen_1_3,Maleplayer,suprised,3,,,"[['Event2328_012FindGreen_1_3',0,0]]",
Event2328_012FindGreen_1_4,Femaleplayer,sad,1,,,"[['Event2328_012FindGreen_1_4',0,0]]",
Event2328_013Noise_1_1,Maleplayer,default,2,,,"[['Event2328_013Noise_1_1',0,0]]",
Event2328_013Noise_1_2,Femaleplayer,think,1,,,"[['Event2328_013Noise_1_2',0,0]]",
Event2328_013Noise_1_3,mirror01,sad,3,,,"[['Event2328_013Noise_1_3',0,0]]",
Event2328_013Noise_1_4,Maleplayer,default,2,,,"[['Event2328_013Noise_1_4',0,0]]",
Event2328_013Noise_1_5,Femaleplayer,think,1,,,"[['Event2328_013Noise_1_5',0,0]]",
Event2328_013Noise_1_6,mirror01,default,3,bubble_event2328_shixiang,,"[['Event2328_013Noise_1_6',0,0]]",
Event2328_013Noise_1_7,Femaleplayer,amazed,1,,,"[['Event2328_013Noise_1_7',0,0]]",
Event2328_013Noise_1_8,mirror01,happy,3,,,"[['Event2328_013Noise_1_8',0,0]]",
Event2328_014Catapult_1_1,Femaleplayer,sad,1,,,"[['Event2328_014Catapult_1_1',0,0]]",
Event2328_014Catapult_1_2,Maleplayer,angry,2,,,"[['Event2328_014Catapult_1_2',0,0]]",
Event2328_014Catapult_1_3,mirror01,sad,3,,,"[['Event2328_014Catapult_1_3',0,0]]",
Event2328_015Catapult_1_1,mirror01,default,2,,,"[['Event2328_015Catapult_1_1',0,0]]",
Event2328_015Catapult_1_2,Femaleplayer,default,1,,,"[['Event2328_015Catapult_1_2',0,0]]",
Event2328_015Catapult_1_3,mirror01,sad,2,,,"[['Event2328_015Catapult_1_3',0,0]]",
Event2328_015Catapult_1_4,Maleplayer,sad,3,,,"[['Event2328_015Catapult_1_4',0,0]]",
Event2328_015Catapult_1_5,mirror01,default,2,,,"[['Event2328_015Catapult_1_5',0,0]]",
Event2328_016TrainStation_1_1,Femaleplayer,default,1,,,"[['Event2328_016TrainStation_1_1',0,0]]",
Event2328_016TrainStation_1_2,Maleplayer,wondering,2,,,"[['Event2328_016TrainStation_1_2',0,0]]",
Event2328_016TrainStation_1_3,mirror01,default,3,,,"[['Event2328_016TrainStation_1_3',0,0]]",
Event2328_017StationPuzzle_1_1,Maleplayer,default,2,,,"[['Event2328_017StationPuzzle_1_1',0,0]]",
Event2328_017StationPuzzle_1_2,Femaleplayer,think,1,,,"[['Event2328_017StationPuzzle_1_2',0,0]]",
Event2328_017StationPuzzle_1_3,mirror01,default,3,,,"[['Event2328_017StationPuzzle_1_3',0,0]]",
Event2328_017StationPuzzle_1_4,Maleplayer,wondering,2,,,"[['Event2328_017StationPuzzle_1_4',0,0]]",
Event2328_019FindKlaus_1_1,Maleplayer,sad,2,,,"[['Event2328_019FindKlaus_1_1',0,0]]",
Event2328_019FindKlaus_1_2,mirror01,default,3,,,"[['Event2328_019FindKlaus_1_2',0,0]]",
Event2328_019FindKlaus_1_3,Femaleplayer,think,1,,,"[['Event2328_019FindKlaus_1_3',0,0]]",
Event2328_019FindKlaus_1_4,Maleplayer,wondering,2,,,"[['Event2328_019FindKlaus_1_4',0,0]]",
Event2328_019FindKlaus_1_5,mirror01,sad,3,,,"[['Event2328_019FindKlaus_1_5',0,0]]",
Event2328_019FindKlaus_1_6,Maleplayer,default,2,,,"[['Event2328_019FindKlaus_1_6',0,0]]",
Event2328_021Bookcase_1_1,mirror01,amazed,2,,,"[['Event2328_021Bookcase_1_1',0,0]]",
Event2328_021Bookcase_1_2,Femaleplayer,think,1,,,"[['Event2328_021Bookcase_1_2',0,0]]",
Event2328_022Portrait_1_1,klaus,default,2,,,"[['Event2328_022Portrait_1_1',0,0]]",
Event2328_022Portrait_1_2,Femaleplayer,sad,1,,,"[['Event2328_022Portrait_1_2',0,0]]",
Event2328_022Portrait_1_3,klaus,default,2,,,"[['Event2328_022Portrait_1_3',0,0]]",
Event2328_022Portrait_1_4,Femaleplayer,default,1,,,"[['Event2328_022Portrait_1_4',0,0]]",
Event2328_022Portrait_1_5,klaus,default,2,,,"[['Event2328_022Portrait_1_5',0,0]]",
Event2328_022Portrait_1_6,Maleplayer,suprised,3,,,"[['Event2328_022Portrait_1_6',0,0]]",
Event2328_022Portrait_1_7,klaus,default,2,bubble_event2328_dangong,,"[['Event2328_022Portrait_1_7',0,0]]",
Event2328_023Bow_1_1,Maleplayer,default,2,,,"[['Event2328_023Bow_1_1',0,0]]",
Event2328_023Bow_1_2,Femaleplayer,amazed,1,,,"[['Event2328_023Bow_1_2',0,0]]",
Event2328_023Bow_1_3,Maleplayer,default,2,,,"[['Event2328_023Bow_1_3',0,0]]",
Event2328_023Bow_1_4,Femaleplayer,think,1,,,"[['Event2328_023Bow_1_4',0,0]]",
Event2328_023Bow_1_5,mirror01,default,3,,,"[['Event2328_023Bow_1_5',0,0]]",
Event2328_023Bow_1_6,Femaleplayer,default,1,,,"[['Event2328_023Bow_1_6',0,0]]",
Event2328_025WishBooth_1_1,Femaleplayer,default,1,,,"[['Event2328_025WishBooth_1_1',0,0]]",
Event2328_025WishBooth_1_2,hannah01,defaultIdle,2,,,"[['Event2328_025WishBooth_1_2',0,0]]",
Event2328_025WishBooth_1_3,Maleplayer,default,3,,,"[['Event2328_025WishBooth_1_3',0,0]]",
Event2328_025WishBooth_1_4,hannah01,defaultIdle,2,,,"[['Event2328_025WishBooth_1_4',0,0]]",
Event2328_025WishBooth_1_5,Maleplayer,default,3,,,"[['Event2328_025WishBooth_1_5',0,0]]",
Event2328_025WishBooth_1_6,hannah01,defaultIdle,2,,,"[['Event2328_025WishBooth_1_6',0,0]]",
Event2328_025WishBooth_1_7,Femaleplayer,think,1,,,"[['Event2328_025WishBooth_1_7',0,0]]",
Event2328_026School_1_1,Maleplayer,default,1,,,"[['Event2328_026School_1_1',0,0]]",
Event2328_026School_1_2,Lucifer,default,2,,,"[['Event2328_026School_1_2',0,0]]",
Event2328_026School_1_3,mirror01,default,3,bubble_event2328_baomihua,,"[['Event2328_026School_1_3',0,0]]",
Event2328_026School_1_4,Lucifer,default,2,,,"[['Event2328_026School_1_4',0,0]]",
Event2328_026School_1_5,Maleplayer,wondering,1,,,"[['Event2328_026School_1_5',0,0]]",
Event2328_027Popcorn_1_1,Femaleplayer,default,1,,,"[['Event2328_027Popcorn_1_1',0,0]]",
Event2328_027Popcorn_1_2,Maleplayer,default,2,,,"[['Event2328_027Popcorn_1_2',0,5]]",
Event2328_027Popcorn_1_3,Maleplayer,default,2,bubble_event2328_chacanting,,"[['Event2328_027Popcorn_1_3',0,0]]",
Event2328_027Popcorn_1_4,mirror01,default,3,,,"[['Event2328_027Popcorn_1_4',0,0]]",
Event2328_028Cafeteria_1_1,mrspotts,default,2,,,"[['Event2328_028Cafeteria_1_1',0,0]]",
Event2328_028Cafeteria_1_2,Femaleplayer,think,1,,,"[['Event2328_028Cafeteria_1_2',0,0]]",
Event2328_028Cafeteria_1_3,mrspotts,default,2,,,"[['Event2328_028Cafeteria_1_3',0,0]]",
Event2328_028Cafeteria_1_4,Femaleplayer,amazed,1,,,"[['Event2328_028Cafeteria_1_4',0,0]]",
Event2328_028Cafeteria_1_5,mrspotts,default,2,,,"[['Event2328_028Cafeteria_1_5',0,5]]",
Event2328_028Cafeteria_1_6,mrspotts,default,2,,,"[['Event2328_028Cafeteria_1_6',0,0]]",
Event2328_028Cafeteria_1_7,Femaleplayer,sad,1,,,"[['Event2328_028Cafeteria_1_7',0,0]]",
Event2328_028Cafeteria_1_8,Maleplayer,suprised,3,bubble_event11_giftbucket,,"[['Event2328_028Cafeteria_1_8',0,0]]",
Event2328_028Cafeteria_1_9,mrspotts,default,2,,,"[['Event2328_028Cafeteria_1_9',0,0]]",
Event2328_029SockGift_1_1,Maleplayer,default,2,,,"[['Event2328_029SockGift_1_1',0,0]]",
Event2328_029SockGift_1_2,Femaleplayer,think,1,,,"[['Event2328_029SockGift_1_2',0,0]]",
Event2328_029SockGift_1_3,Maleplayer,suprised,2,,,"[['Event2328_029SockGift_1_3',0,0]]",
Event2328_029SockGift_1_4,Femaleplayer,amazed,1,,,"[['Event2328_029SockGift_1_4',0,0]]",
Event2328_029SockGift_1_5,Maleplayer,sad,2,,,"[['Event2328_029SockGift_1_5',0,0]]",
Event2328_030Hegone_1_1,Femaleplayer,sad,1,,,"[['Event2328_030Hegone_1_1',0,0]]",
Event2328_030Hegone_1_2,mrspotts,default,2,,,"[['Event2328_030Hegone_1_2',0,0]]",
Event2328_030Hegone_1_3,Femaleplayer,amazed,1,,,"[['Event2328_030Hegone_1_3',0,0]]",
Event2328_030Hegone_1_4,mrspotts,default,2,,,"[['Event2328_030Hegone_1_4',0,0]]",
Event2328_030Hegone_1_5,Femaleplayer,sad,1,,,"[['Event2328_030Hegone_1_5',0,0]]",
Event2328_030Hegone_1_6,mrspotts,default,2,,,"[['Event2328_030Hegone_1_6',0,0]]",
Event2328_030Hegone_1_7,Maleplayer,default,3,,,"[['Event2328_030Hegone_1_7',0,0]]",
Event2328_031forest_1_1,Maleplayer,suprised,2,,,"[['Event2328_031forest_1_1',0,0]]",
Event2328_031forest_1_2,mirror01,amazed,3,,,"[['Event2328_031forest_1_2',0,0]]",
Event2328_031forest_1_3,Femaleplayer,think,1,,,"[['Event2328_031forest_1_3',0,0]]",
Event2328_033Snowball_1_1,Femaleplayer,amazed,1,,,"[['Event2328_033Snowball_1_1',0,0]]",
Event2328_033Snowball_1_2,klaus,default,2,,,"[['Event2328_033Snowball_1_2',0,0]]",
Event2328_033Snowball_1_3,Maleplayer,default,3,,,"[['Event2328_033Snowball_1_3',0,0]]",
Event2328_033Snowball_1_4,klaus,default,2,,,"[['Event2328_033Snowball_1_4',0,0]]",
Event2328_033Snowball_1_5,Femaleplayer,think,1,,,"[['Event2328_033Snowball_1_5',0,0]]",
Event2328_033Snowball_1_6,klaus,default,2,,,"[['Event2328_033Snowball_1_6',0,0]]",
Event2328_033Snowball_1_7,Femaleplayer,default,1,,,"[['Event2328_033Snowball_1_7',0,0]]",
Event2328_034LittleSnowman_1_1,hannah01,defaultIdle,1,,,"[['Event2328_034LittleSnowman_1_1',0,0]]",
Event2328_034LittleSnowman_1_2,klaus,default,2,,,"[['Event2328_034LittleSnowman_1_2',0,0]]",
Event2328_034LittleSnowman_1_3,hannah01,defaultIdle,1,,,"[['Event2328_034LittleSnowman_1_3',0,0]]",
Event2328_034LittleSnowman_1_4,Maleplayer,suprised,3,,,"[['Event2328_034LittleSnowman_1_4',0,5]]",
Event2328_034LittleSnowman_1_5,Maleplayer,default,3,,,"[['Event2328_034LittleSnowman_1_5',0,0]]",
Event2328_035Snowmans_1_1,klaus,default,2,,,"[['Event2328_035Snowmans_1_1',0,0]]",
Event2328_035Snowmans_1_2,Femaleplayer,default,1,,,"[['Event2328_035Snowmans_1_2',0,5]]",
Event2328_035Snowmans_1_3,Femaleplayer,default,1,,,"[['Event2328_035Snowmans_1_3',0,0]]",
Event2328_035Snowmans_1_4,Maleplayer,default,3,,,"[['Event2328_035Snowmans_1_4',0,0]]",
Event2328_035Snowmans_1_5,klaus,default,2,,,"[['Event2328_035Snowmans_1_5',0,0]]",
Event2328_035Snowmans_1_6,Maleplayer,default,3,bubble_event2328_letter,,"[['Event2328_035Snowmans_1_6',0,0]]",
Event2328_036MrBunny_1_1,alicerabbit,default,2,,,"[['Event2328_036MrBunny_1_1',0,0]]",
Event2328_036MrBunny_1_2,Maleplayer,suprised,3,,,"[['Event2328_036MrBunny_1_2',0,0]]",
Event2328_036MrBunny_1_3,alicerabbit,default,2,,,"[['Event2328_036MrBunny_1_3',0,5]]",
Event2328_036MrBunny_1_4,alicerabbit,default,2,,,"[['Event2328_036MrBunny_1_4',0,0]]",
Event2328_036MrBunny_1_5,Femaleplayer,amazed,1,,,"[['Event2328_036MrBunny_1_5',0,0]]",
Event2328_036MrBunny_1_6,alicerabbit,default,2,,,"[['Event2328_036MrBunny_1_6',0,0]]",
Event2328_036MrBunny_1_7,Maleplayer,wondering,3,,,"[['Event2328_036MrBunny_1_7',0,0]]",
Event2328_036MrBunny_1_8,alicerabbit,default,2,,,"[['Event2328_036MrBunny_1_8',0,0]]",
Event2328_036MrBunny_1_9,Femaleplayer,think,1,bubble_event2324_fairyboat,,"[['Event2328_036MrBunny_1_9',0,0]]",
Event2328_038MrBunnyHome_1_1,alicerabbit,default,2,,,"[['Event2328_038MrBunnyHome_1_1',0,0]]",
Event2328_038MrBunnyHome_1_2,mirror01,sad,3,,,"[['Event2328_038MrBunnyHome_1_2',0,0]]",
Event2328_038MrBunnyHome_1_3,Femaleplayer,default,1,bubble_event2328_bingchang,,"[['Event2328_038MrBunnyHome_1_3',0,0]]",
Event2328_038MrBunnyHome_1_4,alicerabbit,default,2,,,"[['Event2328_038MrBunnyHome_1_4',0,0]]",
Event2328_040Sleigh_1_1,Maleplayer,sad,1,,,"[['Event2328_040Sleigh_1_1',0,0]]",
Event2328_040Sleigh_1_2,klaus,default,2,bubble_event2328_shucai,,"[['Event2328_040Sleigh_1_2',0,0]]",
Event2328_041Vegetable_1_1,Maleplayer,default,1,,,"[['Event2328_041Vegetable_1_1',0,0]]",
Event2328_041Vegetable_1_2,alicerabbit,default,2,,,"[['Event2328_041Vegetable_1_2',0,0]]",
Event2328_041Vegetable_1_3,Maleplayer,default,1,,,"[['Event2328_041Vegetable_1_3',0,0]]",
Event2328_044BombOut_1_1,Femaleplayer,default,1,,,"[['Event2328_044BombOut_1_1',0,0]]",
Event2328_044BombOut_1_2,klaus,default,2,,,"[['Event2328_044BombOut_1_2',0,0]]",
Event2328_044BombOut_1_3,Femaleplayer,think,1,,,"[['Event2328_044BombOut_1_3',0,0]]",
Event2328_044BombOut_1_4,klaus,default,2,,,"[['Event2328_044BombOut_1_4',0,0]]",
Event2328_044BombOut_1_5,mirror01,amazed,3,,,"[['Event2328_044BombOut_1_5',0,0]]",
Event2328_044BombOut_1_6,klaus,default,2,,,"[['Event2328_044BombOut_1_6',0,0]]",
Event2328_044BombOut_1_7,mirror01,default,3,,,"[['Event2328_044BombOut_1_7',0,0]]",
Event2328_046BreakFrozen_1_1,Femaleplayer,think,1,,,"[['Event2328_046BreakFrozen_1_1',0,0]]",
Event2328_046BreakFrozen_1_2,Maleplayer,default,2,,,"[['Event2328_046BreakFrozen_1_2',0,0]]",
Event2328_047ChristmasTree_1_1,Femaleplayer,default,1,,,"[['Event2328_047ChristmasTree_1_1',0,0]]",
Event2328_047ChristmasTree_1_2,Maleplayer,wondering,2,,,"[['Event2328_047ChristmasTree_1_2',0,0]]",
Event2328_047ChristmasTree_1_3,klaus,default,3,,,"[['Event2328_047ChristmasTree_1_3',0,0]]",
