sort,missionGroup,id,graphId,missionIcon,Title,dramaid,isDialogue,preMissionId,ZoneRequire,levelUnlock,exp_award,itemIdAmount,cornerMark
30100,10,Submission_breed203,branch_1158,common/levelup_203_icon,Submission_breed203,,,"[""Submission_breed207""]",,14,100,"[[1002,100]]",
30110,10,partnersub111_002,branch_80031,common/Lacey01_head,partnersub111_002,,,"[""Submission_breed203""]",,14,100,"[[1002,150]]",
30120,10,Submission_breed209,branch_1159,common/levelup_209_icon,Submission_breed209,,,"[""Submission_breed203""]",,15,110,"[[1002,100]]",
30130,10,partnersub209_001,branch_80041,common/petlucifer_head,partnersub209_001,,,"[""Submission_breed209""]",,15,110,"[[1002,50]]",
30140,10,partnersub203_001,branch_80042,common/levelup_204_icon,partnersub203_001,,,"[""partnersub209_001""]",,15,110,"[[1002,150]]",
30150,10,Submission_breed202,branch_1160,common/levelup_202_icon,Submission_breed202,,,"[""Submission_breed209""]",,16,150,"[[1002,100]]",
30160,10,partnersub202_001,branch_80051,common/levelup_202_icon,partnersub202_001,,,"[""Submission_breed202""]",,16,150,"[[1002,50]]",
30170,10,partnersub209_002,branch_80052,common/petlucifer_head,partnersub209_002,,,"[""partnersub202_001""]",,16,150,"[[1002,200]]",
30180,10,Submission_breed208,branch_1161,common/levelup_208_icon,Submission_breed208,,,"[""Submission_breed202""]",,17,200,"[[1002,100]]",
30190,10,partnersub208_001,branch_80061,common/heartsoldier_head,partnersub208_001,,,"[""Submission_breed208""]",,17,200,"[[1002,50]]",
30200,10,partnersub202_002,branch_80062,common/levelup_202_icon,partnersub202_002,,,"[""partnersub208_001""]",,17,200,"[[1002,200]]",
30210,10,Submission_breed308,branch_1162,common/levelup_308_icon,Submission_breed308,,,"[""Submission_breed208""]",,18,225,"[[1002,100]]",
30220,10,partnersub308_001,branch_80071,common/whitehorse_head,partnersub308_001,,,"[""Submission_breed308""]",,18,225,"[[1002,50]]",
30230,10,partnersub208_002,branch_80072,common/heartsoldier_head,partnersub208_002,,,"[""partnersub308_001""]",,18,225,"[[1002,200]]",
30240,10,Submission_breed201,branch_1163,common/levelup_201_icon,Submission_breed201,,,"[""Submission_breed308""]",,20,244,"[[1002,100]]",
30250,10,partnersub201_001,branch_80081,common/levelup_201_icon,partnersub201_001,,,"[""Submission_breed201""]",,20,244,"[[1002,50]]",
30260,10,partnersub308_002,branch_80082,common/whitehorse_head,partnersub308_002,,,"[""partnersub201_001""]",,20,244,"[[1002,200]]",
30270,10,Submission_breed210,branch_1164,common/levelup_210_icon,Submission_breed210,,,"[""Submission_breed201""]",,21,250,"[[1002,100]]",
30280,10,partnersub210_001,branch_80091,common/evilariel_head,partnersub210_001,,,"[""Submission_breed210""]",,21,250,"[[1002,50]]",
30290,10,partnersub114_008,branch_80092,common/Description13_004SandDanger_sub3,partnersub114_008,,,"[""partnersub210_001""]",,21,250,"[[1002,250]]",
200004,2,Submission6_openfarm1,branch_648,common/Description_Opening004Findfarm_sub1,Submission_openfarm_title,,,[],,8,14,"[[1002,100]]",
200007,2,Submission6_openfarm2,branch_649,common/Description_Opening004Findfarm_sub1,Submission_openfarm_title,,,"[""repair_210169""]",,8,18,"[[1002,100]]",
200010,2,Submission7_openfarm,branch_650,common/Description_Opening004Findfarm_sub1,Submission_openfarm_title,,,"[""Guide_level8_treeofeternity""]",,9,20,"[[1002,100]]",
200011,2,hangup_levelup2,branch_1134,common/Guide_level8_treeofeternity_icon0,hangup_levelup,,,"[""Submission7_openfarm""]",,9,18,"[[1002,100]]",
60400,6,Team_join,branch_989,common/team_join,time_join,,,[],,10,39,"[[1002,100]]",
104,11,Submission8_openfarm,branch_651,common/Description_Opening004Findfarm_sub1,Submission_openfarm_title,,,"[""Submission9_homelevel_10"",""Mission3_004buyfactory""]",,10,39,"[[1002,100]]",
103,11,hangup_levelup3,branch_1135,common/Guide_level8_treeofeternity_icon0,hangup_levelup,,,"[""Submission9_homelevel_10"",""Mission3_004buyfactory""]",,10,39,"[[1002,100]]",
60701,4,Maze_1_1,branch_1186,common/icon_guide_cloudmaze02,Maze_1,,,"[""Guide_level14_cloudmaze""]",,12,75,"[[1002,50]]",
60700,6,Maze_1_2,branch_1143,common/icon_guide_cloudmaze02,Maze_1,,,[],,12,75,"[[1002,50]]",
113,11,Submission9_openfarm,branch_652,common/Description_Opening004Findfarm_sub1,Submission_openfarm_title,,,"[""Submission11_homelevel_12"",""Mission3_004buyfactory""]",,12,75,"[[1002,100]]",
114,11,hangup_levelup4,branch_1136,common/Guide_level8_treeofeternity_icon0,hangup_levelup,,,"[""Submission11_homelevel_12"",""Mission3_004buyfactory""]",,12,75,"[[1002,100]]",
61000,6,Maze_2_2,branch_1144,common/icon_guide_cloudmaze02,Maze_1,,,[],,13,90,"[[1002,50]]",
61100,6,Maze_3_3,branch_1145,common/icon_guide_cloudmaze02,Maze_1,,,[],,14,100,"[[1002,50]]",
61200,6,Submission10_openfarm,branch_653,common/Description_Opening004Findfarm_sub1,Submission_openfarm_title,,,[],,14,100,"[[1002,100]]",
61300,6,Extra_101_1,branch_95000,common/item_rolestory_task,partner_Extra,,,[],,14,100,"[[1002,100]]",
61400,6,hangup_levelup5,branch_1137,common/Guide_level8_treeofeternity_icon0,hangup_levelup,,,[],,14,100,"[[1002,100]]",
61500,6,Maze_4_3,branch_1146,common/icon_guide_cloudmaze02,Maze_1,,,[],,15,110,"[[1002,50]]",
61600,6,Extra_102_1,branch_95010,common/item_rolestory_task,partner_Extra,,,[],,15,110,"[[1002,100]]",
61700,6,Maze_1_4,branch_1147,common/icon_guide_cloudmaze02,Maze_1,,,[],,16,150,"[[1002,50]]",
61800,6,Submission12_openfarm,branch_654,common/Description_Opening004Findfarm_sub1,Submission_openfarm_title,,,[],,16,150,"[[1002,100]]",
61900,6,Extra_103_1,branch_95020,common/item_rolestory_task,partner_Extra,,,[],,16,150,"[[1002,100]]",
62000,6,hangup_levelup6,branch_1138,common/Guide_level8_treeofeternity_icon0,hangup_levelup,,,[],,16,150,"[[1002,100]]",
62100,6,Maze_2_4,branch_1148,common/icon_guide_cloudmaze02,Maze_1,,,[],,17,200,"[[1002,50]]",
62200,6,Extra_104_1,branch_95030,common/item_rolestory_task,partner_Extra,,,[],,17,200,"[[1002,100]]",
62300,6,Maze_3_5,branch_1149,common/icon_guide_cloudmaze02,Maze_1,,,[],,18,225,"[[1002,50]]",
62400,6,Submission14_openfarm,branch_655,common/Description_Opening004Findfarm_sub1,Submission_openfarm_title,,,[],,18,225,"[[1002,100]]",
62500,6,Extra_110_1,branch_95040,common/item_rolestory_task,partner_Extra,,,[],,18,225,"[[1002,100]]",
62600,6,hangup_levelup7,branch_1139,common/Guide_level8_treeofeternity_icon0,hangup_levelup,,,[],,18,225,"[[1002,100]]",
62700,6,Maze_4_5,branch_1150,common/icon_guide_cloudmaze02,Maze_1,,,[],,19,240,"[[1002,50]]",
62800,6,Extra_105_1,branch_95050,common/item_rolestory_task,partner_Extra,,,[],,19,240,"[[1002,100]]",
62900,6,Maze_1_6,branch_1151,common/icon_guide_cloudmaze02,Maze_1,,,[],,20,244,"[[1002,50]]",
63000,6,Submission16_openfarm,branch_656,common/Description_Opening004Findfarm_sub1,Submission_openfarm_title,,,[],,20,244,"[[1002,100]]",
63100,6,hangup_levelup8,branch_1140,common/Guide_level8_treeofeternity_icon0,hangup_levelup,,,[],,20,244,"[[1002,100]]",
63200,6,Maze_2_6,branch_1152,common/icon_guide_cloudmaze02,Maze_1,,,[],,21,250,"[[1002,50]]",
63300,6,hangup_levelup9,branch_1141,common/Guide_level8_treeofeternity_icon0,hangup_levelup,,,[],,21,250,"[[1002,100]]",
63400,6,Maze_3_7,branch_1153,common/icon_guide_cloudmaze02,Maze_1,,,[],,22,250,"[[1002,50]]",
63500,6,Submission18_openfarm,branch_657,common/Description_Opening004Findfarm_sub1,Submission_openfarm_title,,,[],,22,250,"[[1002,100]]",
63600,6,hangup_levelup10,branch_1142,common/Guide_level8_treeofeternity_icon0,hangup_levelup,,,[],,22,250,"[[1002,100]]",
63700,6,Maze_4_7,branch_63700,common/icon_guide_cloudmaze02,Maze_1,,,[],,23,250,"[[1002,50]]",
63800,6,Submission20_openfarm,branch_63800,common/Description_Opening004Findfarm_sub1,Submission_openfarm_title,,,[],,23,250,"[[1002,100]]",
63900,6,hangup_levelup11,branch_63900,common/Guide_level8_treeofeternity_icon0,hangup_levelup,,,[],,23,250,"[[1002,100]]",
65100,12,Submission21_homelevel_22,branch_954,common/home_levelup,homelevel_22_sub1,,,[],,21,250,"[[1002,100]]",
65101,12,Submission21_homelevel_23,branch_29955,common/home_levelup,homelevel_23_sub1,,,[],,22,250,"[[1002,100]]",
65102,12,Submission21_homelevel_24,branch_29958,common/home_levelup,homelevel_24_sub1,,,[],,23,250,"[[1002,100]]",
110000,6,Home101_005,branch_755,common/levelup_101_icon,Home101_005,Home101_005after_dialog,1,[],,23,250,"[[1002,50]]",
110009,6,Home113_001,branch_875,common/mermaidalana01_head,Home113_001,,,[],,23,250,"[[1002,50]]",
110010,6,Home101_006,branch_756,common/levelup_101_icon,Home101_006,,,[],,23,250,"[[1002,50]]",
110020,6,Home101_013,branch_763,common/levelup_101_icon,Home101_013,,,[],,23,250,"[[1002,250]]",
110030,6,Home101_011,branch_761,common/levelup_101_icon,Home101_011,,,[],,23,250,"[[1002,350]]",
110031,6,Home103_010,branch_787,common/levelup_103_icon,Home103_010,,,[],,23,250,"[[1002,350]]",
110032,6,Home110_009,branch_808,common/levelup_110_icon,Home110_009,,,[],,23,250,"[[1002,350]]",
110033,6,Home105_001,branch_818,common/levelup_105_subicon,Home105_001,,,[],,23,250,"[[1002,350]]",
110034,6,Home108_001,branch_826,common/levelup_108_subicon,Home108_001,,,[],,23,250,"[[1002,350]]",
110035,6,Home109_003,branch_842,common/levelup_109_subicon,Home109_003,,,[],,23,250,"[[1002,350]]",
110040,6,Home101_007,branch_757,common/levelup_101_icon,Home101_007,,,[],,24,250,"[[1002,350]]",
110001,6,Home115_004,branch_885,common/seakingtriton01_head,Home115_004,Home115_004after_dialog,1,[],,23,250,"[[1002,50]]",
110050,6,Home101_009,branch_759,common/levelup_101_icon,Home101_009,Home101_009after_dialog,1,[],,24,250,"[[1002,50]]",
110060,6,Home101_012,branch_762,common/levelup_101_icon,Home101_012,,,[],,23,250,"[[1002,50]]",
110061,6,Home117_001,branch_895,common/princefinn01_head,Home117_001,,,[],,23,250,"[[1002,50]]",
110070,6,Home101_008,branch_758,common/levelup_101_icon,Home101_008,,,[],,24,250,"[[1002,50]]",
110080,6,Home101_010,branch_760,common/levelup_101_icon,Home101_010,,,[],,24,250,"[[1002,50]]",
110090,6,Home102_007,branch_771,common/levelup_102_icon,Home102_007,Home102_007after_dialog,1,[],,24,250,"[[1002,50]]",
110100,6,Home102_012,branch_776,common/levelup_102_icon,Home102_012,,,[],,24,250,"[[1002,50]]",
110110,6,Home102_013,branch_777,common/levelup_102_icon,Home102_013,,,[],,23,250,"[[1002,250]]",
110120,6,Home103_004,branch_781,common/levelup_103_icon,Home103_004,,,[],,24,250,"[[1002,50]]",
110130,6,Home103_007,branch_784,common/levelup_103_icon,Home103_007,,,[],,24,250,"[[1002,350]]",
110140,6,Home103_009,branch_786,common/levelup_103_icon,Home103_009,,,[],,23,250,"[[1002,250]]",
110160,6,Home104_007,branch_794,common/levelup_104_icon,Home104_007,,,[],,24,250,"[[1002,50]]",
110170,6,Home104_009,branch_796,common/levelup_104_icon,Home104_009,,,[],,23,250,"[[1002,250]]",
110180,6,Home104_011,branch_798,common/levelup_104_icon,Home104_011,,,[],,24,250,"[[1002,50]]",
110190,6,Home104_012,branch_799,common/levelup_104_icon,Home104_012,,,[],,24,250,"[[1002,50]]",
110200,6,Home110_002,branch_801,common/levelup_110_icon,Home110_002,,,[],,24,250,"[[1002,50]]",
110210,6,Home110_003,branch_802,common/levelup_110_icon,Home110_003,,,[],,24,250,"[[1002,350]]",
110220,6,Home110_005,branch_1166,common/levelup_110_icon,Home110_005,Home110_005after_dialog,1,[],,24,250,"[[1002,50]]",
110230,6,Home110_008,branch_807,common/levelup_110_icon,Home110_008,,,[],,24,250,"[[1002,50]]",
110250,6,Home110_011,branch_810,common/levelup_110_icon,Home110_011,,,[],,24,250,"[[1002,350]]",
110260,6,Home110_012,branch_811,common/levelup_110_icon,Home110_012,,,[],,24,250,"[[1002,50]]",
110270,6,Home110_013,branch_812,common/levelup_110_icon,Home110_013,,1,[],,24,250,"[[1002,50]]",
110280,6,Home206_004,branch_816,common/levelup_206_icon,Home206_004,,1,[],,24,250,"[[1002,50]]",
110290,6,Home206_006,branch_817,common/levelup_206_icon,Home206_006,,,[],,23,250,"[[1002,250]]",
110300,6,Home206_002,branch_814,common/levelup_206_icon,Home206_002,,1,[],,24,250,"[[1002,50]]",
110310,6,Home206_003,branch_815,common/levelup_206_icon,Home206_003,,,[],,24,250,"[[1002,350]]",
110320,6,Home105_003,branch_820,common/levelup_105_subicon,Home105_003,,,[],,23,250,"[[1002,250]]",
110330,6,Home105_004,branch_821,common/levelup_105_subicon,Home105_004,,,[],,24,250,"[[1002,350]]",
110350,6,Home111_005,branch_825,common/Lacey01_head,Home111_005,Home111_005after_dialog,1,[],,24,250,"[[1002,50]]",
110360,6,Home111_001,branch_822,common/Lacey01_head,Home111_001,,,[],,24,250,"[[1002,50]]",
110370,6,Home111_002,branch_823,common/Lacey01_head,Home111_002,,,[],,24,250,"[[1002,350]]",
110380,6,Home111_004,branch_824,common/Lacey01_head,Home111_004,,,[],,24,250,"[[1002,250]]",
110390,6,Home108_003,branch_828,common/levelup_108_subicon,Home108_003,Home108_003after_dialog,1,[],,24,250,"[[1002,50]]",
110400,6,Home108_004,branch_829,common/levelup_108_subicon,Home108_004,Home108_004after_dialog,1,[],,25,250,"[[1002,50]]",
110410,6,Home108_005,branch_830,common/levelup_108_subicon,Home108_005,,,[],,25,250,"[[1002,50]]",
110420,6,Home108_007,branch_832,common/levelup_108_subicon,Home108_007,,,[],,25,250,"[[1002,250]]",
110430,6,Home108_008,branch_833,common/levelup_108_subicon,Home108_008,,,[],,25,250,"[[1002,250]]",
110440,6,Home108_009,branch_834,common/levelup_108_subicon,Home108_009,Home108_009after_dialog,1,[],,25,250,"[[1002,50]]",
110450,6,Home108_010,branch_835,common/levelup_108_subicon,Home108_010,,,[],,25,250,"[[1002,50]]",
110470,6,Home108_002,branch_827,common/levelup_108_subicon,Home108_002,,,[],,25,250,"[[1002,250]]",
110480,6,Home207_002,branch_837,common/levelup_207_icon,Home207_002,,,[],,25,250,"[[1002,250]]",
110490,6,Home207_003,branch_838,common/levelup_207_icon,Home207_003,,,[],,25,250,"[[1002,250]]",
110500,6,Home207_004,branch_839,common/levelup_207_icon,Home207_004,Home207_004after_dialog,1,[],,25,250,"[[1002,50]]",
110510,6,Home109_001,branch_840,common/levelup_109_subicon,Home109_001,,,[],,25,250,"[[1002,50]]",
110520,6,Home109_002,branch_841,common/levelup_109_subicon,Home109_002,,,[],,25,250,"[[1002,350]]",
110540,6,Home109_005,branch_844,common/levelup_109_subicon,Home109_005,,,[],,25,250,"[[1002,50]]",
110550,6,Home109_004,branch_843,common/levelup_109_subicon,Home109_004,,,[],,25,250,"[[1002,250]]",
110560,6,Home201_004,branch_848,common/levelup_201_icon,Home201_004,,,[],,25,250,"[[1002,350]]",
110570,6,Home201_001,branch_845,common/levelup_201_icon,Home201_001,,,[],,25,250,"[[1002,50]]",
110580,6,Home201_002,branch_846,common/levelup_201_icon,Home201_002,Home201_002after_dialog,1,[],,25,250,"[[1002,50]]",
110590,6,Home201_003,branch_847,common/levelup_201_icon,Home201_003,,,[],,25,250,"[[1002,350]]",
110600,6,Home107_003,branch_851,common/levelup_107_subicon,Home107_003,,,[],,25,250,"[[1002,50]]",
110610,6,Home107_004,branch_852,common/levelup_107_subicon,Home107_004,,,[],,25,250,"[[1002,50]]",
110620,6,Home107_001,branch_849,common/levelup_107_subicon,Home107_001,Home107_001after_dialog,1,[],,25,250,"[[1002,50]]",
110630,6,Home107_002,branch_850,common/levelup_107_subicon,Home107_002,,,[],,25,250,"[[1002,50]]",
110640,6,Home106_007,branch_859,common/levelup_106_subicon,Home106_007,,,[],,25,250,"[[1002,350]]",
110650,6,Home106_008,branch_860,common/levelup_106_subicon,Home106_008,,,[],,25,250,"[[1002,50]]",
110660,6,Home106_009,branch_861,common/levelup_106_subicon,Home106_009,,,[],,26,250,"[[1002,50]]",
110670,6,Home106_011,branch_863,common/levelup_106_subicon,Home106_011,,,[],,26,250,"[[1002,350]]",
110680,6,Home106_010,branch_862,common/levelup_106_subicon,Home106_010,,,[],,26,250,"[[1002,250]]",
110690,6,Home106_013,branch_864,common/levelup_106_subicon,Home106_013,,,[],,26,250,"[[1002,350]]",
110700,6,Home106_006,branch_858,common/levelup_106_subicon,Home106_006,,,[],,26,250,"[[1002,250]]",
110710,6,Home106_001,branch_853,common/levelup_106_subicon,Home106_001,,,[],,26,250,"[[1002,50]]",
110720,6,Home106_002,branch_854,common/levelup_106_subicon,Home106_002,Home106_002after_dialog,1,[],,26,250,"[[1002,50]]",
110730,6,Home106_003,branch_855,common/levelup_106_subicon,Home106_003,,,[],,26,250,"[[1002,50]]",
110740,6,Home106_004,branch_856,common/levelup_106_subicon,Home106_004,,,[],,26,250,"[[1002,350]]",
110750,6,Home106_005,branch_857,common/levelup_106_subicon,Home106_005,,,[],,26,250,"[[1002,250]]",
110760,6,Home203_002,branch_866,common/levelup_203_icon,Home203_002,,,[],,26,250,"[[1002,50]]",
110770,6,Home203_003,branch_867,common/levelup_203_icon,Home203_003,Home203_003after_dialog,1,[],,26,250,"[[1002,50]]",
110780,6,Home203_001,branch_865,common/levelup_203_icon,Home203_001,,,[],,26,250,"[[1002,50]]",
110790,6,Home308_001,branch_868,common/whitehorse_head,Home308_001,,,[],,26,250,"[[1002,50]]",
110800,6,Home308_003,branch_869,common/whitehorse_head,Home308_003,,,[],,26,250,"[[1002,50]]",
110810,6,Home308_004,branch_870,common/whitehorse_head,Home308_004,,,[],,26,250,"[[1002,50]]",
110820,6,Home112_004,branch_874,common/Description13_009SeaWitch_sub2,Home112_004,,,[],,26,250,"[[1002,50]]",
110830,6,Home112_001,branch_871,common/Description13_009SeaWitch_sub2,Home112_001,,,[],,26,250,"[[1002,350]]",
110840,6,Home112_002,branch_872,common/Description13_009SeaWitch_sub2,Home112_002,,,[],,26,250,"[[1002,250]]",
110850,6,Home112_003,branch_873,common/Description13_009SeaWitch_sub2,Home112_003,,,[],,26,250,"[[1002,50]]",
110870,6,Home113_002,branch_876,common/mermaidalana01_head,Home113_002,,,[],,27,250,"[[1002,350]]",
110880,6,Home113_003,branch_877,common/mermaidalana01_head,Home113_003,,,[],,27,250,"[[1002,50]]",
110890,6,Home202_001,branch_878,common/levelup_202_icon,Home202_001,Home202_001after_dialog,1,[],,27,250,"[[1002,50]]",
110900,6,Home202_002,branch_879,common/levelup_202_icon,Home202_002,,,[],,27,250,"[[1002,250]]",
110910,6,Home114_002,branch_881,common/Description13_004SandDanger_sub3,Home114_002,,,[],,27,250,"[[1002,350]]",
110920,6,Home114_003,branch_882,common/Description13_004SandDanger_sub3,Home114_003,,,[],,27,250,"[[1002,250]]",
110930,6,Home114_001,branch_880,common/Description13_004SandDanger_sub3,Home114_001,,,[],,27,250,"[[1002,50]]",
110940,6,Home115_001,branch_883,common/seakingtriton01_head,Home115_001,,,[],,27,250,"[[1002,350]]",
110950,6,Home115_008,branch_888,common/seakingtriton01_head,Home115_008,Home115_008after_dialog,1,[],,27,250,"[[1002,50]]",
110960,6,Home115_011,branch_890,common/seakingtriton01_head,Home115_011,,,[],,27,250,"[[1002,50]]",
110970,6,Home115_009,branch_889,common/seakingtriton01_head,Home115_009,,,[],,27,250,"[[1002,250]]",
110980,6,Home115_007,branch_887,common/seakingtriton01_head,Home115_007,,,[],,27,250,"[[1002,50]]",
110990,6,Home115_003,branch_884,common/seakingtriton01_head,Home115_003,,,[],,27,250,"[[1002,350]]",
111010,6,Home115_005,branch_886,common/seakingtriton01_head,Home115_005,,,[],,27,250,"[[1002,250]]",
111020,6,Home208_001,branch_891,common/heartsoldier_head,Home208_001,,,[],,27,250,"[[1002,350]]",
111030,6,Home208_003,branch_892,common/heartsoldier_head,Home208_003,,,[],,27,250,"[[1002,50]]",
111040,6,Home208_004,branch_893,common/heartsoldier_head,Home208_004,Home208_004after_dialog,1,[],,27,250,"[[1002,50]]",
111050,6,Home208_007,branch_894,common/heartsoldier_head,Home208_007,,,[],,27,250,"[[1002,250]]",
111070,6,Home117_002,branch_896,common/princefinn01_head,Home117_002,,,[],,27,250,"[[1002,50]]",
111080,6,Home117_004,branch_897,common/princefinn01_head,Home117_004,Home117_004after_dialog,1,[],,27,250,"[[1002,50]]",
