id,openTimes,buyTimes,payLabel,condition,conditionParam,endingTime,giftIcon,title,playInTurn,level,group1UnlockLevel,group2UnlockLevel,group3UnlockLevel,group4UnlockLevel,group5UnlockLevel,group6UnlockLevel,group7UnlockLevel,group8UnlockLevel,group9UnlockLevel,group,CD,publicCD,showTime,popUpTimes,popUpCD,priority,name,diamondShopID,shopID,shopGroupID,giftUI,itemIds,discount,itemIds2,discount2,itemIds3,discount3,popupSceneType,giftScript,paramType,param,giftIconShowType,crossDayClose
2132,0,1,[],3,Eventmission33_039Stairs2,,gift_common3,gift_common_title1,1,1,1,1,1,1,1,1,1,1,1,2132,26,24,2,1,24,2091,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10020,[1003,2050],[1001,100],[2000076,12],[2000077,12]]",0.5,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2133,0,1,[],3,Eventmission33_041Cage,,gift_common5,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2133,27,24,4,1,24,2092,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[10026,[1003,5000],[1001,200],[2000076,25]]",0.5,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2140,0,4,"[1,2]",3,EventmissionGuide4_000NoBeardPirates,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2140,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11031,[1003,400],[1001,80],[30000,5]]",0.645,"[11048,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2141,0,4,"[3,4]",3,EventmissionGuide4_000NoBeardPirates,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2141,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11032,[1003,950],[1001,150],[30000,15]]",0.606,"[11049,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2142,0,4,"[5,6]",3,EventmissionGuide4_000NoBeardPirates,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2142,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11033,[1003,1700],[1001,200],[11001,2]]",0.571,"[11050,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2143,0,4,[7],3,EventmissionGuide4_000NoBeardPirates,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2143,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11034,[1003,3000],[1001,350],[11001,3]]",0.571,"[11051,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2144,0,1,[],3,EventmissionGuide4_010PirateTraces1A,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2144,24,24,2,1,24,2144,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[11035,[1003,430],[1001,20]]",0.625,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2145,0,1,[],3,EventmissionGuide4_014PirateWay1,,gift_common3,gift_common_title1,1,1,1,1,1,1,1,1,1,1,1,2145,24,24,4,1,24,2145,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11036,[1003,670],[1001,30]]",0.606,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2146,0,1,[],3,EventmissionGuide4_019DoorLockedA,,gift_common5,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2146,24,24,2,1,24,2146,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11037,[1003,740],[1001,20],[2000501,10],[2000502,12]]",0.588,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2147,0,1,[],3,EventmissionGuide4_023ThirdDigitPassword,,gift_common4,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2147,24,24,4,1,24,2147,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[11038,[1003,670],[1001,30]]",0.606,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2148,0,1,[],3,EventmissionGuide4_025EnterPassword,,gift_common6,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2148,24,24,2,1,24,2148,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11039,[1003,900],[1001,40],[2000501,12],[2000502,12]]",0.588,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2149,0,1,[],3,EventmissionGuide4_030ThePilot,,gift_common7,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2149,24,24,2,1,24,2149,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11040,[1003,1400],[1001,55],[2000502,10],[2000503,10]]",0.571,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2150,0,1,[],3,EventmissionGuide4_034SomeCannonballs1,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2150,24,24,4,1,24,2150,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11041,[1003,900],[1001,40]]",0.606,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2151,0,1,[],3,EventmissionGuide4_037LittleBitDangerious,,gift_common3,gift_common_title1,1,1,1,1,1,1,1,1,1,1,1,2151,24,24,2,1,24,2151,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11042,[1003,1600],[1001,80],[2000502,15],[2000503,15]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2152,0,1,[],3,EventmissionGuide4_042EscapedPirates3,,gift_common5,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2152,24,24,2,1,24,2152,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11043,[1003,1900],[1001,100],[2000503,10],[2000506,12]]",0.54,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2153,0,1,[],3,EventmissionGuide4_047FollowPirateKing,,gift_common4,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2153,24,24,2,1,24,2153,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11044,[1003,2500],[1001,115],[2000506,15]]",0.54,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2154,0,1,[],3,EventmissionGuide4_052TeenagePirate,,gift_common6,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2154,24,24,2,1,24,2154,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11045,[1003,2050],[1001,100],[2000507,10]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2155,0,1,[],3,EventmissionGuide4_056SetSail,,gift_common7,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2155,24,24,2,1,24,2155,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11046,[1003,2700],[1001,120],[2000505,10],[2000507,10]]",0.5,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2156,0,1,[],3,EventmissionGuide4_060WeighAnchor,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2156,24,24,4,1,24,2156,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11047,[1003,3800],[1001,200],[2000507,6],[2000508,6]]",0.5,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2160,0,4,"[1,2]",3,Eventmission26_000Circus,2023-11-23 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2160,0,12,96,1,24,2005,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[42000,2]]",0.645,"[10005,[1003,800],[1001,120],[42000,5]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2161,0,4,"[3,4]",3,Eventmission26_000Circus,2023-11-23 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2160,0,12,96,1,24,2006,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[42000,8]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2162,0,4,"[5,6]",3,Eventmission26_000Circus,2023-11-23 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2160,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2163,0,4,[7],3,Eventmission26_000Circus,2023-11-23 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2160,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2180,0,4,"[1,2]",3,Eventmission25_000Colorfulland,2023-12-7 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2005,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[42000,2]]",0.645,"[10005,[1003,800],[1001,120],[42000,5]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2181,0,4,"[3,4]",3,Eventmission25_000Colorfulland,2023-12-7 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2006,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[42000,8]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2182,0,4,"[5,6]",3,Eventmission25_000Colorfulland,2023-12-7 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2183,0,4,[7],3,Eventmission25_000Colorfulland,2023-12-7 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,460,0,12,96,1,24,2007,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2200,0,2,"[1,2]",3,EventmissionGuide2_000SakuraManor,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2180,0,12,48,1,24,2200,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11005,[1003,560],[1001,50]]",0.625,"[11007,[1003,1080],[1001,120],[11001,1]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2201,0,2,"[3,4,5,6,7]",3,EventmissionGuide2_000SakuraManor,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2181,0,12,48,1,24,2201,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11006,[1003,780],[1001,60]]",0.625,"[11008,[1003,1400],[1001,150],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2202,0,1,[],3,EventmissionGuide2_015SakuraCeremony1,,gift_common7,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2182,24,24,12,1,24,2202,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[11009,[1003,430],[1001,20]]",0.625,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2203,0,1,[],3,EventmissionGuide2_019FindHotspring,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2183,24,24,4,1,24,2203,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11010,[1003,640],[1001,30],[2000260,6],[2000270,6]]",0.606,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2204,0,1,[],3,EventmissionGuide2_022RepairBarton,,gift_common3,gift_common_title1,1,1,1,1,1,1,1,1,1,1,1,2184,24,24,12,1,24,2204,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[11011,[1003,710],[1001,20]]",0.606,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2205,0,1,[],3,EventmissionGuide2_025FindCart,,gift_common5,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2185,24,24,4,1,24,2205,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11012,[1003,730],[1001,20],[2000272,10]]",0.606,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2206,0,1,[],3,EventmissionGuide2_028brewhouse1,,gift_common4,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2186,24,24,12,1,24,2206,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[11013,[1003,510]]",0.625,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2207,0,1,[],3,EventmissionGuide2_031CleanRiteplace2,,gift_common6,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2187,24,24,4,1,24,2207,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11014,[1003,700],[1001,20],[2000261,4]]",0.588,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2208,0,1,[],3,EventmissionGuide2_037Findclothtable,,gift_common7,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2188,24,24,4,1,24,2208,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11015,[1003,1000],[1001,40],[2000261,3],[2000282,10]]",0.571,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2209,0,1,[],3,EventmissionGuide2_041WishingEma1,,gift_common2,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2189,24,24,4,1,24,2209,,,-1,-1,Prefab/UI/GiftPayTrigger2/GiftPayTriggerPanel.prefab,"[11016,[1003,1300],[1001,60],[2000261,5]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2220,0,3,"[1,2]",3,Eventmission17_000cardkingdom,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2220,0,12,72,1,24,2220,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[13001,2]]",0.645,"[10005,[1003,800],[1001,120],[13001,5]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2221,0,3,"[3,4]",3,Eventmission17_000cardkingdom,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2220,0,12,72,1,24,2221,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[13001,8]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2222,0,3,"[5,6]",3,Eventmission17_000cardkingdom,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2220,0,12,72,1,24,2222,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2223,0,3,[7],3,Eventmission17_000cardkingdom,,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2220,0,12,72,1,24,2223,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2250,0,4,"[1,2]",3,Eventmission2328_000ChristmasVillages,2023-12-25 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2250,0,12,96,1,24,2250,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2251,0,4,"[3,4]",3,Eventmission2328_000ChristmasVillages,2023-12-25 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2251,0,12,96,1,24,2251,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2252,0,4,"[5,6]",3,Eventmission2328_000ChristmasVillages,2023-12-25 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2252,0,12,96,1,24,2252,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2253,0,4,[7],3,Eventmission2328_000ChristmasVillages,2023-12-25 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2253,0,12,96,1,24,2253,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10017,[1003,3000],[1001,350],[11001,3]]",0.571,"[10026,[1003,4800],[1001,500],[11001,6]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2254,0,1,[],3,Eventmission2328_010FGoBeatBell,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2254,24,24,12,1,24,2254,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2255,0,1,[],3,Eventmission2328_016GoNoise,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2255,24,24,12,1,24,2255,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2256,0,1,[],3,Eventmission2328_022Readygo,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2256,24,24,4,1,24,2256,,,-1,-1,Prefab/UI/GiftPayTrigger3/GiftPayTriggerPanel.prefab,"[10005,[1003,850],[1001,20],[2000155,8],[2000156,8],[2000157,8]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2257,0,1,[],3,Eventmission2328_025FKlausHome,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2257,24,24,12,1,24,2257,,,-1,-1,Prefab/UI/GiftPayTrigger1/GiftPayTriggerPanel.prefab,"[10002,[1003,500],[1001,20]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2258,0,1,[],3,Eventmission2328_027Answer,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2258,24,24,12,1,24,2258,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2259,0,1,[],3,Eventmission2328_029TheWayDown,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2259,24,24,2,1,24,2259,,,-1,-1,Prefab/UI/GiftPayTrigger3/GiftPayTriggerPanel.prefab,"[10006,[1003,900],[1001,50],[2000155,10],[2000156,10],[2000157,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2260,0,1,[],3,Eventmission2328_032WishBooth,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2260,24,24,12,1,24,2260,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,750],[1001,30]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2261,0,1,[],3,Eventmission2328_035GoCafeteria,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2261,24,24,4,1,24,2261,,,-1,-1,Prefab/UI/GiftPayTrigger3/GiftPayTriggerPanel.prefab,"[10007,[1003,1000],[1001,50],[2000156,10],[2000157,10],[2000158,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2262,0,1,[],3,Eventmission2328_038SockGiftLeft,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2262,24,24,12,1,24,2262,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2263,0,1,[],3,Eventmission2328_041Forest,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2263,24,24,4,1,24,2263,,,-1,-1,Prefab/UI/GiftPayTrigger3/GiftPayTriggerPanel.prefab,"[10008,[1003,1000],[1001,80],[2000156,12],[2000157,12],[2000158,12]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2264,0,1,[],3,Eventmission2328_044LoveFlower,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2264,24,24,12,1,24,2264,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,1530],[1001,50]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2265,0,1,[],3,Eventmission2328_046LittleSnowman,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2265,24,24,4,1,24,2265,,,-1,-1,Prefab/UI/GiftPayTrigger3/GiftPayTriggerPanel.prefab,"[10010,[1003,1000],[1001,60],[2000157,10],[2000158,10],[2000163,10]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2266,0,1,[],3,Eventmission2328_051MrBunnyHome,,gift_common2,gift_common_title2,1,1,1,1,1,1,1,1,1,1,1,2266,24,24,4,1,24,2266,,,-1,-1,Prefab/UI/GiftPayTrigger3/GiftPayTriggerPanel.prefab,"[10013,[1003,1500],[1001,100],[2000158,12],[2000163,12],[2000159,12]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2267,0,1,[],3,Eventmission2328_053GoSleigh,,gift_common3,gift_common_title3,1,1,1,1,1,1,1,1,1,1,1,2267,24,24,12,1,24,2267,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10004,[1003,1000],[1001,40]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2268,0,1,[],3,Eventmission2328_056Camera,,gift_common4,gift_common_title4,1,1,1,1,1,1,1,1,1,1,1,2268,24,24,4,1,24,2268,,,-1,-1,Prefab/UI/GiftPayTrigger3/GiftPayTriggerPanel.prefab,"[10015,[1003,1600],[1001,120],[2000158,10],[2000164,8]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2269,0,1,[],3,Eventmission2328_060Clearing,,gift_common5,gift_common_title5,1,1,1,1,1,1,1,1,1,1,1,2269,24,24,4,1,24,2269,,,-1,-1,Prefab/UI/GiftPayTrigger3/GiftPayTriggerPanel.prefab,"[10017,[1003,1800],[1001,150],[2000164,10]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2270,0,1,[],3,Eventmission2328_062Flying,,gift_common6,gift_common_title6,1,1,1,1,1,1,1,1,1,1,1,2270,24,24,12,1,24,2270,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,2500],[1001,100]]",0.555,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2271,0,1,[],3,Eventmission2328_064SnackStand,,gift_common7,gift_common_title7,1,1,1,1,1,1,1,1,1,1,1,2271,24,24,4,1,24,2271,,,-1,-1,Prefab/UI/GiftPayTrigger3/GiftPayTriggerPanel.prefab,"[10019,[1003,1800],[1001,100],[2000164,6],[2000165,6]]",0.526,[],1,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2280,1,4,"[1,2]",3,Eventmission39_000LanternShow,2024-2-1 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2280,0,12,96,1,24,2280,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10003,[1003,400],[1001,80],[30000,5]]",0.645,"[10005,[1003,800],[1001,120],[30000,10]]",0.625,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2281,1,4,"[3,4]",3,Eventmission39_000LanternShow,2024-2-1 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2281,0,12,96,1,24,2281,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10006,[1003,950],[1001,150],[30000,15]]",0.606,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
2282,1,4,"[5,6]",3,Eventmission39_000LanternShow,2024-2-1 19:00:00,gift_common1,mermaid_gift_title1,1,1,1,1,1,1,1,1,1,1,1,2282,0,12,96,1,24,2282,,,-1,-1,Prefab/UI/GiftPayTrigger/GiftPayTriggerPanel.prefab,"[10010,[1003,1700],[1001,200],[11001,2]]",0.571,"[10019,[1003,3300],[1001,400],[11001,4]]",0.555,[],,"[0,2]",GiftInstance_PayTrigger,-1,[],1,0
