id,type,dragonId,breedDragonId,productLevel,productNeedItem,orderType,productTime,timeValue,sellCoin,price,expValue,orderNumLimit,orderNormalWeight,orderDifficultWeight,timeOrderItem,timeOrderNumLimit,limittime,canUse,funcType,funcParam,itemLimit,sceneId,itemConvert,
2000315,21,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2401MianMianParadise,[],
2000316,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2401MianMianParadise,[],
2000360,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2403WonderAgent,[],
2000361,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2403WonderAgent,[],
2000362,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2403WonderAgent,[],
2000363,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2403WonderAgent,[],
2000364,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2403WonderAgent,[],
2000365,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2403WonderAgent,[],
2000366,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2403WonderAgent,[],
2000367,3,0,,0,"[[2000361,5]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2403WonderAgent,[],
2000368,3,0,,0,"[[2000364,4],[2000362,4]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2403WonderAgent,[],
2000369,3,0,,0,"[[2000363,4],[2000365,4]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2403WonderAgent,[],
2000370,19,0,,0,"[[2003,10],[2000374,8]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,"[38043,60]",9999,2403WonderAgent,[],
2000371,19,0,,0,"[[2003,10],[2000374,25]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,"[38043,250]",9999,2403WonderAgent,[],
2000372,19,0,,0,"[[2000361,15]]",0,60,0,0,0,30,0,0,0,0,[],-1,1,9,"[2000367,3]",9999,2403WonderAgent,[],
2000373,19,0,,0,"[[2000364,12],[2000362,12]]",0,60,0,0,0,30,0,0,0,0,[],-1,1,9,"[2000368,3]",9999,2403WonderAgent,[],
2000374,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2403WonderAgent,[],
2000375,19,0,,0,"[[2004,10],[2003,10],[2001,10]]",0,60,0,0,0,0,0,0,0,0,[],-1,1,9,"[38043,10]",9999,2402SkyCityA,[],
2000376,19,0,,0,"[[2000363,16],[2000365,16]]",0,60,0,0,0,30,0,0,0,0,[],-1,1,9,"[2000369,4]",9999,2403WonderAgent,[],
2000250,4,0,,0,[],0,0,0,10,0,10,0,0,0,0,[],-1,1,4,[1],99999,Guide2SakuraManor,[],
2000251,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000252,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000253,3,0,,0,"[[2000251,1],[2000252,1]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000254,3,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000255,3,0,,0,"[[2000254,1]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000256,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000257,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000258,3,0,,0,"[[2000254,5],[2000256,5]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000259,3,0,,0,"[[2000256,6],[2000257,6]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000260,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000261,3,0,,0,"[[2000251,6],[2000260,6]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000262,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000263,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000264,3,0,,0,"[[2000265,5],[2000266,5]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000265,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000266,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000267,3,0,,0,"[[2000263,5],[2000266,5]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000268,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000269,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000270,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000271,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000272,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,4,[1],99999,Guide2SakuraManor,[],
2000273,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000274,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],99999,Guide2SakuraManor,[],
2000275,3,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000276,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000277,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000278,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000279,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000280,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000281,3,0,,0,"[[2000260,6],[2000263,6],[2000262,3]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000282,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000283,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000284,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,Guide2SakuraManor,[],
2000285,19,0,,0,"[[2000251,18],[2000260,18]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,9,"[2000261,3]",99999,Guide2SakuraManor,[],
2000286,19,0,,0,"[[2000251,3],[2000252,3]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,9,"[2000253,3]",99999,Guide2SakuraManor,[],
2000190,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2327WeatherIslands,[],
2000191,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2327WeatherIslands,[],
2000192,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2327WeatherIslands,[],
2000193,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2327WeatherIslands,[],
2000194,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2327WeatherIslands,[],
2000195,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2327WeatherIslands,[],
2000196,3,0,,0,"[[2000191,5]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2327WeatherIslands,[],
2000197,3,0,,0,"[[2000192,4],[2000194,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2327WeatherIslands,[],
2000198,3,0,,0,"[[2000193,4],[2000195,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2327WeatherIslands,[],
2000199,19,0,,0,"[[2000191,15]]",0,60,0,60,0,0,0,0,0,0,[],-1,1,9,"[2000196,3]",9999,2327WeatherIslands,[],
2000200,19,0,,0,"[[2000192,12],[2000194,12]]",0,60,0,90,0,0,0,0,0,0,[],-1,1,9,"[2000197,3]",9999,2327WeatherIslands,[],
2000201,19,0,,0,"[[2000193,12],[2000195,12]]",0,60,0,30,0,0,0,0,0,0,[],-1,1,9,"[2000198,3]",9999,2327WeatherIslands,[],
2000202,19,0,,0,"[[2000191,25]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[2000196,5]",9999,2327WeatherIslands,[],
2000203,19,0,,0,"[[2000192,20],[2000194,20]]",0,60,0,100,0,0,0,0,0,0,[],-1,1,9,"[2000197,5]",9999,2327WeatherIslands,[],
2000204,19,0,,0,"[[2000193,20],[2000195,20]]",0,60,0,150,0,0,0,0,0,0,[],-1,1,9,"[2000198,5]",9999,2327WeatherIslands,[],
2000205,19,0,,0,"[[2001,5],[2003,5],[2004,5]]",0,60,0,20,0,0,0,0,0,0,[],-1,1,9,"[38037,50]",9999,2327WeatherIslands,[],
2000206,19,0,,0,"[[2000207,10],[2004,5]]",0,60,0,20,0,0,0,0,0,0,[],-1,1,9,"[38037,250]",9999,2327WeatherIslands,[],
2000207,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2327WeatherIslands,[],
2000330,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2402SkyCityA,[],
2000331,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,34,[],9999,2402SkyCityA,[],
2000332,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2402SkyCityA,[],
2000333,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2402SkyCityA,[],
2000334,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2402SkyCityA,[],
2000335,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2402SkyCityA,[],
2000336,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2402SkyCityA,[],
2000337,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,35,[],9999,2402SkyCityA,[],
2000338,3,0,,0,"[[2000332,4],[2000334,4]]",0,60,0,20,0,0,0,0,0,0,[],-1,1,0,[],9999,2402SkyCityA,[],
2000339,3,0,,0,"[[2000333,4],[2000335,4]]",0,60,0,20,0,0,0,0,0,0,[],-1,1,0,[],9999,2402SkyCityA,[],
2000340,19,0,,0,"[[2000332,20],[2000334,20]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[2000338,5]",9999,2402SkyCityA,[],
2000341,19,0,,0,"[[2000333,16],[2000335,16]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[2000339,4]",9999,2402SkyCityA,[],
2000342,19,0,,0,"[[2004,10],[2003,10],[2001,10]]",0,120,0,50,0,0,0,0,0,0,[],-1,1,9,"[38042,10]",9999,2402SkyCityA,[],
2000343,19,0,,0,"[[2003,10],[2000331,7]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[38042,60]",9999,2402SkyCityA,[],
2000344,19,0,,0,"[[2003,10],[2000337,4],[2000331,3]]",0,30,0,50,0,0,0,0,0,0,[],-1,1,9,"[38042,250]",9999,2402SkyCityA,[],
2000345,19,0,,0,"[[2000332,12],[2000334,12]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[2000338,3]",9999,2402SkyCityA,[],
2000390,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000391,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000392,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000393,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000394,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000395,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000396,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000397,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000398,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000399,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000400,4,0,,0,"[[2000391,5]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000401,3,0,,0,"[[2000392,4],[2000394,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000402,3,0,,0,"[[2000393,4],[2000395,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000403,19,0,,0,"[[2000391,25]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[2000400,5]",9999,2404EmotionCrisis,[],
2000404,19,0,,0,"[[2000392,20],[2000394,20]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[2000401,5]",9999,2404EmotionCrisis,[],
2000405,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000406,19,0,,0,"[[2004,10],[2003,10],[2001,10]]",0,120,0,50,0,0,0,0,0,0,[],-1,1,9,"[38044,10]",9999,2404EmotionCrisis,[],
2000407,19,0,,0,"[[2003,10],[2000405,8]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[38044,60]",9999,2404EmotionCrisis,[],
2000408,19,0,,0,"[[2003,10],[2000405,25]]",0,30,0,50,0,0,0,0,0,0,[],-1,1,9,"[38044,250]",9999,2404EmotionCrisis,[],
2000409,4,0,,0,,0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2404EmotionCrisis,[],
2000450,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2406SwanManor,[],
2000451,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2406SwanManor,[],
2000452,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2406SwanManor,[],
2000453,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2406SwanManor,[],
2000454,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2406SwanManor,[],
2000455,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],99999,2406SwanManor,[],
2000456,3,0,,0,"[[2000451,5]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2406SwanManor,[],
2000457,3,0,,0,"[[2000452,4],[2000454,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2406SwanManor,[],
2000458,3,0,,0,"[[2000453,4],[2000455,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2406SwanManor,[],
2000459,19,0,,0,"[[2000451,25]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[2000456,5]",9999,2406SwanManor,[],
2000460,19,0,,0,"[[2000452,20],[2000454,20]]",0,60,0,100,0,0,0,0,0,0,[],-1,1,9,"[2000457,5]",9999,2406SwanManor,[],
2000461,19,0,,0,"[[2000453,20],[2000455,20]]",0,60,0,150,0,0,0,0,0,0,[],-1,1,9,"[2000458,5]",9999,2406SwanManor,[],
2000462,19,0,,0,"[[2004,10],[2003,10],[2001,10]]",0,120,0,50,0,0,0,0,0,0,[],-1,1,9,"[38046,10]",9999,2406SwanManor,[],
2000463,19,0,,0,"[[2003,10],[2000464,8]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[38046,60]",9999,2406SwanManor,[],
2000464,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2406SwanManor,[],
2000465,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2406SwanManor,[],
2000466,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2406SwanManor,[],
2000467,19,0,,0,"[[2003,10],[2000464,25]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[38046,250]",9999,2406SwanManor,[],
2000468,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2406SwanManor,[],
2000469,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2406SwanManor,[],
2000470,4,0,,0,[],0,0,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2406SwanManor,[],
2000420,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000421,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000422,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000423,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000424,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000425,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000426,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000427,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000428,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000429,3,0,,0,"[[2000422,4],[2000423,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000430,3,0,,0,"[[2000425,4],[2000426,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000431,3,0,,0,"[[2000427,4],[2000428,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,2405SurvivalPioneers,[],
2000432,19,0,,0,"[[2000422,12],[2000423,12]]",0,60,0,20,0,0,0,0,0,0,[],-1,1,9,"[2000429,3]",9999,2405SurvivalPioneers,[],
2000433,19,0,,0,"[[2000425,12],[2000426,12]]",0,60,0,20,0,0,0,0,0,0,[],-1,1,9,"[2000430,3]",9999,2405SurvivalPioneers,[],
2000434,19,0,,0,"[[2000427,12],[2000428,12]]",0,60,0,20,0,0,0,0,0,0,[],-1,1,9,"[2000431,3]",9999,2405SurvivalPioneers,[],
2000435,19,0,,0,"[[2000422,20],[2000423,20]]",0,60,0,30,0,0,0,0,0,0,[],-1,1,9,"[2000429,5]",9999,2405SurvivalPioneers,[],
2000436,19,0,,0,"[[2000425,20],[2000426,20]]",0,60,0,30,0,0,0,0,0,0,[],-1,1,9,"[2000430,5]",9999,2405SurvivalPioneers,[],
2000437,19,0,,0,"[[2000427,20],[2000428,20]]",0,60,0,30,0,0,0,0,0,0,[],-1,1,9,"[2000431,5]",9999,2405SurvivalPioneers,[],
2000438,19,0,,0,"[[2004,10],[2003,10],[2001,10]]",0,120,0,50,0,0,0,0,0,0,[],-1,1,9,"[38045,10]",9999,2405SurvivalPioneers,[],
2000439,19,0,,0,"[[2003,10],[2000446,8]]",0,60,0,50,0,0,0,0,0,0,[],-1,1,9,"[38045,60]",9999,2405SurvivalPioneers,[],
2000440,19,0,,0,"[[2003,10],[2000446,25]]",0,30,0,50,0,0,0,0,0,0,[],-1,1,9,"[38045,250]",9999,2405SurvivalPioneers,[],
2000441,10,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,1,[5],9999,2405SurvivalPioneers,[],
2000442,10,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,1,[10],9999,2405SurvivalPioneers,[],
2000443,10,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,1,[30],9999,2405SurvivalPioneers,[],
2000444,10,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,1,[40],9999,2405SurvivalPioneers,[],
2000445,10,0,,0,[],0,0,0,0,0,0,0,0,0,0,[],-1,1,1,[50],9999,2405SurvivalPioneers,[],
2000446,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,2405SurvivalPioneers,[],
2000500,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000501,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000502,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000503,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000504,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000505,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000506,3,0,,0,"[[2000501,5]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000507,3,0,,0,"[[2000502,4],[2000504,4]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000508,3,0,,0,"[[2000503,4],[2000505,4]]",0,60,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000509,19,0,,0,"[[2000501,15]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,9,"[2000506,3]",9999,Guide4NoBeardPirates,[],
2000510,19,0,,0,"[[2000502,12],[2000504,12]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,9,"[2000507,3]",9999,Guide4NoBeardPirates,[],
2000511,19,0,,0,"[[2001,5],[2004,5],[2003,5]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,9,"[38047,50]",9999,Guide4NoBeardPirates,[],
2000512,19,0,,0,"[[2000513,5],[2000514,5],[2002,5]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,9,"[38047,250]",9999,Guide4NoBeardPirates,[],
2000513,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,Guide4NoBeardPirates,[],
2000514,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,Guide4NoBeardPirates,[],
2000515,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000516,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000517,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000518,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000519,4,0,,0,,0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide4NoBeardPirates,[],
2000530,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000531,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000532,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000533,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000534,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000535,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000536,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000537,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000538,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000539,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000540,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,Guide3StarPark,[],
2000541,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,Guide3StarPark,[],
2000542,4,0,,0,[],0,0,0,50,0,10,0,0,0,0,[],-1,1,19,[],9999,Guide3StarPark,[],
2000543,3,0,,0,"[[2001,3],[2000532,1],[2000530,2]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000544,3,0,,0,"[[2003,2],[2001,2],[2000541,1]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000545,3,0,,0,"[[2000532,3],[2000558,2],[2000535,4]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000546,3,0,,0,"[[2000531,4],[2000530,5],[2000535,10]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000547,3,0,,0,"[[2000558,3],[2004,2]]",0,60,0,10,0,0,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000548,21,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000549,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,Guide3StarPark,[],
2000550,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,0,[],9999,Guide3StarPark,[],
2000551,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,Guide3StarPark,[],
2000552,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,Guide3StarPark,[],
2000553,4,0,,0,[],0,0,0,0,0,10,0,0,0,0,[],-1,1,19,[],9999,Guide3StarPark,[],
2000554,19,0,,0,"[[2003,6],[2001,6],[2000541,3]]",0,120,0,30,0,0,0,0,0,0,[],-1,1,9,"[2000544,3]",9999,Guide3StarPark,[],
