id,sceneID,missionType,taskParam,reward,nextID,
2276,2405SurvivalPioneers,31,"[32636,1]",80,,
2277,2405SurvivalPioneers,4,"[""2405SurvivalPioneers"",[""133239""]]",60,,
2278,2405SurvivalPioneers,31,"[32637,1]",60,,
2279,2405SurvivalPioneers,31,"[32638,1]",60,,
2280,2405SurvivalPioneers,31,"[32639,1]",120,,
2281,2405SurvivalPioneers,31,"[32640,1]",60,,
2282,2405SurvivalPioneers,31,"[32641,1]",60,,
2283,2405SurvivalPioneers,31,"[32642,2]",60,,
2284,2405SurvivalPioneers,31,"[32644,1]",120,,
2285,2405SurvivalPioneers,4,"[""2405SurvivalPioneers"",[""133241""]]",80,,
2286,2405SurvivalPioneers,31,"[32645,1]",80,,
2287,2405SurvivalPioneers,31,"[32646,1]",80,,
2288,2405SurvivalPioneers,31,"[32647,1]",160,,
2289,2405SurvivalPioneers,31,"[32648,1]",60,,
2290,2405SurvivalPioneers,31,"[32649,1]",60,,
2291,2405SurvivalPioneers,31,"[32650,1]",60,,
2292,2405SurvivalPioneers,31,"[32652,1]",120,,
2293,2405SurvivalPioneers,31,"[32651,1]",80,,
2294,2405SurvivalPioneers,31,"[32653,2]",80,,
2295,2405SurvivalPioneers,31,"[32655,1]",80,,
2296,2405SurvivalPioneers,31,"[32656,1]",160,,
2297,2405SurvivalPioneers,31,"[32657,1]",40,,
2298,2405SurvivalPioneers,31,"[32658,1]",40,,
2299,2405SurvivalPioneers,31,"[32659,2]",40,,
2300,2405SurvivalPioneers,31,"[32663,1]",80,,
2301,2405SurvivalPioneers,31,"[32662,1]",100,,
2302,2405SurvivalPioneers,31,"[32664,1]",100,,
2303,2405SurvivalPioneers,31,"[32666,1]",100,,
2304,2405SurvivalPioneers,31,"[32665,1]",300,,
2305,Guide4NoBeardPirates,28,"[""Guide4NoBeardPirates""]",50,,
2306,Guide4NoBeardPirates,31,"[33203,1]",100,,
2307,Guide4NoBeardPirates,31,"[33204,1]",150,,
2308,Guide4NoBeardPirates,31,"[33208,1]",150,,
2309,Guide4NoBeardPirates,31,"[33209,2]",150,,
2310,Guide4NoBeardPirates,31,"[33212,1]",200,,
2311,Guide4NoBeardPirates,31,"[33219,1]",150,,
2312,Guide4NoBeardPirates,31,"[33220,1]",250,,
2313,Guide4NoBeardPirates,31,"[33232,2]",300,,
2314,Guide4NoBeardPirates,31,"[33235,1]",300,,
2315,Guide4NoBeardPirates,31,"[33282,1]",400,,
2316,Guide4NoBeardPirates,31,"[33202,1]",500,,
2317,Guide4NoBeardPirates,31,"[33201,1]",600,,
2318,Guide4NoBeardPirates,31,"[33225,1]",200,,
2319,Guide4NoBeardPirates,31,"[33225,2]",200,,
2320,Guide4NoBeardPirates,31,"[33225,4]",300,,
2321,Guide3StarPark,28,"[""Guide3StarPark""]",10,,
2322,Guide3StarPark,31,"[33311,2]",20,,
2323,Guide3StarPark,31,"[33311,5]",30,,
2324,Guide3StarPark,31,"[33329,1]",30,,
2325,Guide3StarPark,31,"[33330,1]",20,,
2326,Guide3StarPark,31,"[33330,3]",30,,
2327,Guide3StarPark,37,"[1,""Guide3StarPark"",41]",10,,
2328,Guide3StarPark,37,"[12,""Guide3StarPark"",41]",50,,
2329,Guide3StarPark,31,"[33322,1]",10,,
2330,Guide3StarPark,31,"[33322,3]",20,,
2331,Guide3StarPark,31,"[33322,5]",30,,
2332,Guide3StarPark,31,"[33349,2]",20,,
2333,Guide3StarPark,31,"[33349,4]",30,,
2334,Guide3StarPark,31,"[33349,7]",50,,
2335,Guide3StarPark,2,"[2000544,5]",10,,
2336,Guide3StarPark,2,"[2000544,30]",50,,
2337,Guide3StarPark,2,"[27420,1]",10,,
2338,Guide3StarPark,2,"[27421,1]",50,,
2339,Guide3StarPark,2,"[27422,1]",30,,
2340,Guide3StarPark,2,"[27423,1]",20,,
2341,Guide3StarPark,90,"[""Guide3StarPark"",114915,33302]",20,,
2342,2407PiscesCity,28,"[""2407PiscesCity""]",15,,
2343,2407PiscesCity,31,"[33537,1]",15,,
2344,2407PiscesCity,31,"[33511,1]",15,,
2345,2407PiscesCity,31,"[33506,1]",25,,
2346,2407PiscesCity,0,"[""2407PiscesCity"",131308,3,33508]",25,,
2347,2407PiscesCity,0,"[""2407PiscesCity"",131308,4,33508]",25,,
2348,2407PiscesCity,0,"[""2407PiscesCity"",131308,5,33508]",25,,
2349,2407PiscesCity,31,"[33539,1]",55,,
2350,2407PiscesCity,31,"[33511,2]",20,,
2351,2407PiscesCity,31,"[33546,1]",40,,
2352,2407PiscesCity,0,"[""2407PiscesCity"",131315,2,33521]",20,,
2353,2407PiscesCity,31,"[33520,1]",20,,
2354,2407PiscesCity,31,"[33537,2]",45,,
2355,2407PiscesCity,8,"[""2407PiscesCity"",""131334""]",45,,
2356,2407PiscesCity,0,"[""2407PiscesCity"",131334,2,33540]",45,,
2357,2407PiscesCity,0,"[""2407PiscesCity"",131334,3,33540]",65,,
2358,2407PiscesCity,31,"[33511,3]",50,,
2359,2407PiscesCity,0,"[""2407PiscesCity"",131311,2,33517]",50,,
2360,2407PiscesCity,0,"[""2407PiscesCity"",131311,3,33517]",50,,
2361,2407PiscesCity,0,"[""2407PiscesCity"",131311,4,33517]",100,,
2362,2407PiscesCity,31,"[33528,2]",50,,
2363,2407PiscesCity,31,"[33542,2]",50,,
2364,2407PiscesCity,0,"[""2407PiscesCity"",131311,2,33517]",100,,
2365,2407PiscesCity,31,"[33541,1]",50,,
2366,2407PiscesCity,0,"[""2407PiscesCity"",131311,3,33517]",100,,
2367,2407PiscesCity,31,"[33511,4]",20,,
2368,2407PiscesCity,31,"[33518,1]",60,,
2369,2407PiscesCity,0,"[""2407PiscesCity"",131313,2,33519]",120,,
2370,2407PiscesCity,0,"[""2407PiscesCity"",131313,3,33519]",40,,
2371,2407PiscesCity,8,"[""2407PiscesCity"",""131318""]",40,,
2372,2407PiscesCity,31,"[33544,1]",40,,
2373,2407PiscesCity,0,"[""2407PiscesCity"",131313,5,33519]",80,,
2374,2407PiscesCity,31,"[33532,1]",60,,
2375,2407PiscesCity,31,"[33532,2]",60,,
2376,2407PiscesCity,31,"[33511,5]",60,,
2377,2407PiscesCity,8,"[""2407PiscesCity"",""131304""]",120,,
2378,2407PiscesCity,0,"[""2407PiscesCity"",131304,3,33504]",120,,
2379,2407PiscesCity,8,"[""2407PiscesCity"",""131309""]",60,,
2380,2407PiscesCity,8,"[""2407PiscesCity"",""131322""]",60,,
2381,2407PiscesCity,2,"[2000596,1]",60,,
2382,2407PiscesCity,2,"[2000594,1]",80,,
2383,2407PiscesCity,0,"[""2407PiscesCity"",131310,2,33510]",80,,
2384,2407PiscesCity,31,"[33531,1]",80,,
2385,2407PiscesCity,2,"[2000594,2]",160,,
2386,2407PiscesCity,8,"[""2407PiscesCity"",""131329""]",60,,
2387,2407PiscesCity,0,"[""2407PiscesCity"",131304,7,33504]",60,,
2388,2407PiscesCity,31,"[33522,1]",60,,
2389,2407PiscesCity,8,"[""2407PiscesCity"",""131303""]",120,,
2390,2407PiscesCity,8,"[""2407PiscesCity"",""131363""]",80,,
2391,2407PiscesCity,31,"[33545,1]",80,,
2392,2407PiscesCity,0,"[""2407PiscesCity"",131303,3,33503]",160,,
2393,2407PiscesCity,8,"[""2407PiscesCity"",""131320""]",80,,
2394,2407PiscesCity,0,"[""2407PiscesCity"",131320,2,33526]",40,,
2395,2407PiscesCity,0,"[""2407PiscesCity"",131320,3,33526]",80,,
2396,2407PiscesCity,8,"[""2407PiscesCity"",""131321""]",40,,
2397,2407PiscesCity,0,"[""2407PiscesCity"",131321,2,33527]",40,,
2398,2407PiscesCity,0,"[""2407PiscesCity"",131321,3,33527]",100,,
2399,2407PiscesCity,0,"[""2407PiscesCity"",131303,5,33503]",100,,
2400,2407PiscesCity,0,"[""2407PiscesCity"",132754,2,33587]",100,,
2401,2407PiscesCity,0,"[""2407PiscesCity"",132754,3,33587]",300,,
2402,Drawing1FortuneIsland,28,"[""Drawing1FortuneIsland""]",30,,
2403,Drawing1FortuneIsland,0,"[""Drawing1FortuneIsland"",123551,2,33659]",50,,
2404,Drawing1FortuneIsland,0,"[""Drawing1FortuneIsland"",123555,2,33660]",100,,
2405,Drawing1FortuneIsland,4,"[""Drawing1FortuneIsland"",[""123556""]]",100,,
2406,Drawing1FortuneIsland,4,"[""Drawing1FortuneIsland"",[""123557""]]",100,,
2407,Drawing1FortuneIsland,2,"[2000612,500]",100,,
2408,Drawing1FortuneIsland,2,"[2000612,1500]",250,,
2409,Drawing1FortuneIsland,2,"[2000612,3000]",500,,
2410,Drawing1FortuneIsland,2,"[2000613,1]",50,,
2411,Drawing1FortuneIsland,2,"[2000613,50]",100,,
2412,Drawing1FortuneIsland,2,"[2000613,100]",200,,
2413,Drawing1FortuneIsland,2,"[2000614,3]",50,,
2414,Drawing1FortuneIsland,2,"[2000614,20]",100,,
2415,Drawing1FortuneIsland,2,"[2000614,60]",200,,
2416,Drawing1FortuneIsland,2,"[2000614,120]",350,,
2417,Drawing1FortuneIsland,2,"[2000615,1]",50,,
2418,Drawing1FortuneIsland,2,"[2000615,10]",100,,
2419,Drawing1FortuneIsland,2,"[2000615,30]",200,,
2420,Drawing1FortuneIsland,2,"[2000615,80]",300,,
2421,Drawing1FortuneIsland,2,"[2000615,120]",500,,
2422,Drawing1FortuneIsland,4,"[""Drawing1FortuneIsland"",[""130001""]]",40,,
2423,Drawing1FortuneIsland,4,"[""Drawing1FortuneIsland"",[""130002""]]",50,,
2424,Drawing1FortuneIsland,4,"[""Drawing1FortuneIsland"",[""130004""]]",60,,
2425,Drawing1FortuneIsland,4,"[""Drawing1FortuneIsland"",[""130006""]]",120,,
2426,Drawing1FortuneIsland,4,"[""Drawing1FortuneIsland"",[""130003""]]",80,,
2427,Drawing1FortuneIsland,4,"[""Drawing1FortuneIsland"",[""130005""]]",100,,
2428,Drawing1FortuneIsland,4,"[""Drawing1FortuneIsland"",[""130007""]]",120,,
2429,2408StarPrince,28,"[""2408StarPrince""]",15,,
2430,2408StarPrince,31,"[33710,1]",15,,
2431,2408StarPrince,31,"[33709,1]",15,,
2432,2408StarPrince,31,"[33700,1]",25,,
2433,2408StarPrince,31,"[33781,1]",25,,
2434,2408StarPrince,31,"[33724,1]",25,,
2435,2408StarPrince,31,"[33703,1]",25,,
2436,2408StarPrince,31,"[33711,1]",55,,
2437,2408StarPrince,31,"[33712,1]",20,,
2438,2408StarPrince,31,"[33725,1]",40,,
2439,2408StarPrince,31,"[33731,1]",20,,
2440,2408StarPrince,31,"[33706,1]",20,,
2441,2408StarPrince,31,"[33713,1]",45,,
2442,2408StarPrince,31,"[33783,1]",45,,
2443,2408StarPrince,31,"[33729,1]",110,,
2444,2408StarPrince,31,"[33721,1]",50,,
2445,2408StarPrince,31,"[33720,1]",50,,
2446,2408StarPrince,31,"[33719,1]",50,,
2447,2408StarPrince,31,"[33718,1]",100,,
2448,2408StarPrince,0,"[""2408StarPrince"",120600,3,33708]",50,,
2449,2408StarPrince,31,"[33723,1]",50,,
2450,2408StarPrince,31,"[33708,1]",100,,
2451,2408StarPrince,31,"[33726,1]",50,,
2452,2408StarPrince,31,"[33740,1]",100,,
2453,2408StarPrince,31,"[33741,1]",60,,
2454,2408StarPrince,31,"[33733,1]",140,,
2455,2408StarPrince,31,"[33731,1]",40,,
2456,2408StarPrince,31,"[33743,1]",40,,
2457,2408StarPrince,0,"[""2408StarPrince"",120598,2,33702]",40,,
2458,2408StarPrince,0,"[""2408StarPrince"",120598,3,33702]",80,,
2459,2408StarPrince,31,"[33742,1]",60,,
2460,2408StarPrince,31,"[33716,1]",60,,
2461,2408StarPrince,31,"[33702,1]",180,,
2462,2408StarPrince,31,"[33727,1]",120,,
2463,2408StarPrince,31,"[33739,1]",60,,
2464,2408StarPrince,31,"[33751,1]",60,,
2465,2408StarPrince,31,"[33750,1]",60,,
2466,2408StarPrince,31,"[33752,1]",80,,
2467,2408StarPrince,31,"[33728,1]",80,,
2468,2408StarPrince,31,"[33744,1]",240,,
2469,2408StarPrince,0,"[""2408StarPrince"",120619,2,33730]",60,,
2470,2408StarPrince,31,"[33746,1]",60,,
2471,2408StarPrince,31,"[33747,1]",60,,
2472,2408StarPrince,31,"[33748,1]",120,,
2473,2408StarPrince,31,"[33749,1]",80,,
2474,2408StarPrince,31,"[33730,1]",80,,
2475,2408StarPrince,0,"[""2408StarPrince"",120624,2,33735]",160,,
2476,2408StarPrince,0,"[""2408StarPrince"",120624,3,33735]",80,,
2477,2408StarPrince,31,"[33736,1]",80,,
2478,2408StarPrince,31,"[33732,1]",40,,
2479,2408StarPrince,31,"[33734,1]",80,,
2480,2408StarPrince,31,"[33737,1]",100,,
2481,2408StarPrince,31,"[33738,1]",100,,
2482,2408StarPrince,31,"[33745,1]",100,,
2483,2408StarPrince,31,"[33701,1]",300,,
2484,2409GoldenTown,28,"[""2409GoldenTown""]",6,,
2485,2409GoldenTown,31,"[33800,1]",6,,
2486,2409GoldenTown,31,"[33801,1]",8,,
2487,2409GoldenTown,31,"[33801,2]",12,,
2488,2409GoldenTown,8,"[""2409GoldenTown"",""131252""]",14,,
2489,2409GoldenTown,31,"[33804,1]",14,,
2490,2409GoldenTown,0,"[""2409GoldenTown"",131258,2,33806]",30,,
2491,2409GoldenTown,0,"[""2409GoldenTown"",131260,2,33808]",30,,
2492,2409GoldenTown,31,"[33809,1]",30,,
2493,2409GoldenTown,0,"[""2409GoldenTown"",131271,2,33812]",50,,
2494,2409GoldenTown,4,"[""2409GoldenTown"",[""131272""]]",50,,
2495,2409GoldenTown,31,"[33814,1]",50,,
2496,2409GoldenTown,31,"[33818,1]",65,,
2497,2409GoldenTown,8,"[""2409GoldenTown"",""131277""]",65,,
2498,2409GoldenTown,31,"[33819,1]",70,,
2499,2409GoldenTown,31,"[33820,1]",83,,
2500,2409GoldenTown,31,"[33821,1]",83,,
2501,2409GoldenTown,31,"[33823,1]",84,,
2502,2409GoldenTown,31,"[33824,1]",100,,
2503,2409GoldenTown,31,"[33825,1]",100,,
2504,2409GoldenTown,31,"[33825,2]",100,,
2505,2409GoldenTown,31,"[33825,3]",116,,
2506,2409GoldenTown,31,"[33829,1]",116,,
2507,2409GoldenTown,31,"[33830,1]",118,,
2508,2409GoldenTown,31,"[33831,1]",150,,
2509,2409GoldenTown,31,"[33832,1]",150,,
2510,2409GoldenTown,31,"[33833,1]",150,,
2511,2409GoldenTown,31,"[33840,1]",182,,
2512,2409GoldenTown,31,"[33841,1]",183,,
2513,2409GoldenTown,0,"[""2409GoldenTown"",131329,2,33805]",185,,
2514,2409GoldenTown,8,"[""2409GoldenTown"",""73080""]",233,,
2515,2409GoldenTown,31,"[33844,1]",233,,
2516,2409GoldenTown,31,"[33846,1]",240,,
2517,2409GoldenTown,31,"[33847,1]",300,,
2518,2409GoldenTown,8,"[""2409GoldenTown"",""131345""]",300,,
2519,2409GoldenTown,31,"[33848,1]",300,,
2520,2411EastereggParty,28,"[""2411EastereggParty""]",10,,
2521,2411EastereggParty,31,"[34004,1]",5,,
2522,2411EastereggParty,31,"[34005,1]",5,,
2523,2411EastereggParty,31,"[34006,1]",10,,
2524,2411EastereggParty,31,"[34008,1]",30,,
2525,2411EastereggParty,31,"[34009,1]",30,,
2526,2411EastereggParty,31,"[34009,2]",70,,
2527,2411EastereggParty,31,"[34012,1]",100,,
2528,2411EastereggParty,31,"[34034,2]",70,,
2529,2411EastereggParty,31,"[34015,1]",70,,
2530,2411EastereggParty,31,"[34014,1]",110,,
2531,2411EastereggParty,31,"[34016,1]",100,,
2532,2411EastereggParty,31,"[34019,1]",100,,
2533,2411EastereggParty,31,"[34018,1]",150,,
2534,2411EastereggParty,31,"[34020,1]",150,,
2535,2411EastereggParty,31,"[34021,1]",150,,
2536,2411EastereggParty,31,"[34023,1]",170,,
2537,2411EastereggParty,31,"[34023,2]",210,,
2538,2411EastereggParty,31,"[34023,3]",200,,
2539,2411EastereggParty,31,"[34023,4]",300,,
2540,2411EastereggParty,31,"[34027,1]",300,,
2541,2411EastereggParty,31,"[34028,1]",10,,
2542,2411EastereggParty,31,"[34028,2]",30,,
2543,2411EastereggParty,31,"[34028,4]",40,,
2544,2411EastereggParty,31,"[34028,5]",40,,
2545,2411EastereggParty,31,"[34028,6]",50,,
2546,2411EastereggParty,31,"[34007,1]",20,,
2547,2411EastereggParty,31,"[34007,2]",50,,
2548,2411EastereggParty,31,"[34007,3]",100,,
2549,2411EastereggParty,31,"[34007,4]",170,,
2550,2411EastereggParty,31,"[34038,1]",100,,
2551,2411EastereggParty,31,"[34038,2]",100,,
2552,2411EastereggParty,31,"[34038,3]",150,,
2553,2411EastereggParty,31,"[34038,4]",200,,
2554,2411EastereggParty,2,"[2000742,6]",300,,
2555,2411EastereggParty,2,"[2000739,4]",300,,
2556,2410LeprechaunGoldIsle,28,"[""2410LeprechaunGoldIsle""]",10,,
2557,2410LeprechaunGoldIsle,31,"[34200,1]",5,,
2558,2410LeprechaunGoldIsle,31,"[34203,1]",5,,
2559,2410LeprechaunGoldIsle,31,"[34204,1]",10,,
2560,2410LeprechaunGoldIsle,31,"[34205,1]",30,,
2561,2410LeprechaunGoldIsle,31,"[34207,1]",30,,
2562,2410LeprechaunGoldIsle,31,"[34208,1]",70,,
2563,2410LeprechaunGoldIsle,31,"[34209,1]",100,,
2564,2410LeprechaunGoldIsle,31,"[34206,1]",70,,
2565,2410LeprechaunGoldIsle,31,"[34212,1]",70,,
2566,2410LeprechaunGoldIsle,31,"[34213,1]",110,,
2567,2410LeprechaunGoldIsle,31,"[34215,1]",100,,
2568,2410LeprechaunGoldIsle,31,"[34216,1]",100,,
2569,2410LeprechaunGoldIsle,31,"[34218,1]",150,,
2570,2410LeprechaunGoldIsle,31,"[34220,1]",150,,
2571,2410LeprechaunGoldIsle,31,"[34221,1]",150,,
2572,2410LeprechaunGoldIsle,31,"[34223,1]",170,,
2573,2410LeprechaunGoldIsle,31,"[34225,1]",210,,
2574,2410LeprechaunGoldIsle,31,"[34226,1]",200,,
2575,2410LeprechaunGoldIsle,31,"[34227,1]",300,,
2576,2410LeprechaunGoldIsle,31,"[34229,1]",300,,
2577,2410LeprechaunGoldIsle,31,"[34230,1]",10,,
2578,2410LeprechaunGoldIsle,31,"[34232,1]",30,,
2579,2410LeprechaunGoldIsle,31,"[34233,1]",40,,
2580,2410LeprechaunGoldIsle,31,"[34235,1]",40,,
2581,2410LeprechaunGoldIsle,31,"[34236,1]",50,,
2582,2410LeprechaunGoldIsle,31,"[34237,1]",20,,
2583,2410LeprechaunGoldIsle,31,"[34238,1]",50,,
2584,2410LeprechaunGoldIsle,31,"[34240,1]",100,,
2585,2410LeprechaunGoldIsle,31,"[34239,1]",170,,
2586,2410LeprechaunGoldIsle,31,"[34241,1]",100,,
2587,2410LeprechaunGoldIsle,31,"[34242,1]",100,,
2588,2410LeprechaunGoldIsle,31,"[34243,1]",150,,
2589,2410LeprechaunGoldIsle,31,"[34244,1]",200,,
2590,2410LeprechaunGoldIsle,31,"[34245,1]",300,,
2591,2410LeprechaunGoldIsle,31,"[34246,1]",300,,
2592,2412SorubekForest,28,"[""2412SorubekForest""]",10,,
2593,2412SorubekForest,0,"[""2412SorubekForest"",137017,2,34105]",5,,
2594,2412SorubekForest,31,"[34136,1]",5,,
2595,2412SorubekForest,31,"[34119,1]",10,,
2596,2412SorubekForest,31,"[34119,2]",30,,
2597,2412SorubekForest,31,"[34125,2]",30,,
2598,2412SorubekForest,31,"[34119,3]",70,,
2599,2412SorubekForest,0,"[""2412SorubekForest"",137082,2,34117]",100,,
2600,2412SorubekForest,31,"[34119,4]",70,,
2601,2412SorubekForest,31,"[34134,1]",70,,
2602,2412SorubekForest,31,"[34139,1]",110,,
2603,2412SorubekForest,31,"[34138,1]",100,,
2604,2412SorubekForest,31,"[34129,1]",100,,
2605,2412SorubekForest,0,"[""2412SorubekForest"",137279,2,34110]",150,,
2606,2412SorubekForest,0,"[""2412SorubekForest"",137279,3,34110]",150,,
2607,2412SorubekForest,31,"[34129,2]",150,,
2608,2412SorubekForest,0,"[""2412SorubekForest"",137280,2,34116]",170,,
2609,2412SorubekForest,31,"[34131,1]",210,,
2610,2412SorubekForest,31,"[34106,1]",200,,
2611,2412SorubekForest,0,"[""2412SorubekForest"",137280,3,34116]",300,,
2612,2412SorubekForest,0,"[""2412SorubekForest"",137082,3,34117]",300,,
2613,2412SorubekForest,0,"[""2412SorubekForest"",137086,2,34140]",10,,
2614,2412SorubekForest,0,"[""2412SorubekForest"",137082,2,34124]",30,,
2615,2412SorubekForest,0,"[""2412SorubekForest"",137082,4,34117]",40,,
2616,2412SorubekForest,0,"[""2412SorubekForest"",137082,3,34124]",40,,
2617,2412SorubekForest,31,"[34143,1]",50,,
2618,2412SorubekForest,31,"[34112,1]",20,,
2619,2412SorubekForest,31,"[34113,1]",50,,
2620,2412SorubekForest,31,"[34132,2]",100,,
2621,2412SorubekForest,31,"[34119,5]",170,,
2622,2412SorubekForest,31,"[34115,1]",100,,
2623,2412SorubekForest,0,"[""2412SorubekForest"",137084,2,34107]",100,,
2624,2412SorubekForest,0,"[""2412SorubekForest"",137084,3,34107]",150,,
2625,2412SorubekForest,0,"[""2412SorubekForest"",137084,4,34107]",200,,
2626,2412SorubekForest,31,"[34108,1]",300,,
2627,2412SorubekForest,31,"[34108,2]",300,,
