id,type,activityId,rankInterval,score,scoreReward,valueType,
83012,8,8030,"[1,59]",10240,"[[30000,6]]",1,
83013,8,8030,"[1,59]",11520,"[[1001,8]]",1,
83014,8,8030,"[1,59]",12800,"[[30000,12]]",1,
83015,8,8030,"[1,59]",14080,"[[11001,2]]",1,
83016,8,8030,"[1,59]",15360,"[[94002,1]]",1,
83101,8,8031,"[0,4]",1000,"[[1003,20]]",,
83102,8,8031,"[0,4]",4000,"[[1001,10]]",,
83103,8,8031,"[0,4]",8000,"[[30000,5]]",,
83104,8,8031,"[0,4]",12000,"[[42000,5]]",,
83105,8,8031,"[0,4]",16000,"[[1003,50]]",,
83106,8,8031,"[1,4]",24000,"[[11001,2]]",,
83107,8,8031,"[2,4]",32000,"[[1003,50]]",,
83108,8,8031,"[3,4]",40000,"[[30000,20]]",,
83109,8,8031,"[4,4]",48000,"[[1001,50]]",,
83201,8,8032,"[0,4]",1000,"[[1003,20]]",,
83202,8,8032,"[0,4]",4000,"[[1001,10]]",,
83203,8,8032,"[0,4]",8000,"[[30000,5]]",,
83204,8,8032,"[0,4]",12000,"[[42000,5]]",,
83205,8,8032,"[0,4]",16000,"[[1003,50]]",,
83206,8,8032,"[1,4]",24000,"[[11001,2]]",,
83207,8,8032,"[2,4]",32000,"[[1003,50]]",,
83208,8,8032,"[3,4]",40000,"[[30000,20]]",,
83209,8,8032,"[4,4]",48000,"[[1001,50]]",,
83301,8,8033,"[0,4]",1000,"[[1003,20]]",,
83302,8,8033,"[0,4]",4000,"[[1001,10]]",,
83303,8,8033,"[0,4]",8000,"[[30000,5]]",,
83304,8,8033,"[0,4]",12000,"[[42000,5]]",,
83305,8,8033,"[0,4]",16000,"[[1003,50]]",,
83306,8,8033,"[1,4]",24000,"[[11001,2]]",,
83307,8,8033,"[2,4]",32000,"[[1003,50]]",,
83308,8,8033,"[3,4]",40000,"[[30000,10]]",,
83309,8,8033,"[4,4]",48000,"[[1001,50]]",,
83401,8,8034,"[0,4]",1000,"[[1003,20]]",,
83402,8,8034,"[0,4]",4000,"[[1001,10]]",,
83403,8,8034,"[0,4]",8000,"[[30000,5]]",,
83404,8,8034,"[0,4]",12000,"[[42000,5]]",,
83405,8,8034,"[0,4]",16000,"[[1003,50]]",,
83406,8,8034,"[1,4]",24000,"[[11001,2]]",,
83407,8,8034,"[2,4]",32000,"[[1003,50]]",,
83408,8,8034,"[3,4]",40000,"[[30000,20]]",,
83409,8,8034,"[4,4]",48000,"[[1001,50]]",,
84001,8,8040,"[1,59]",100,"[[1003,20]]",1,
84002,8,8040,"[1,59]",640,"[[1001,5]]",1,
84003,8,8040,"[1,59]",1280,"[[1002,300]]",1,
84004,8,8040,"[1,59]",1920,"[[15000,5]]",1,
84005,8,8040,"[1,59]",2560,"[[16000,5]]",1,
84006,8,8040,"[1,59]",3200,"[[42000,2]]",1,
84007,8,8040,"[1,59]",3840,"[[11001,1]]",1,
84008,8,8040,"[1,59]",5120,"[[92013,1]]",1,
84009,8,8040,"[1,59]",6400,"[[22000,5]]",1,
84010,8,8040,"[1,59]",7680,"[[1003,80]]",1,
84011,8,8040,"[1,59]",8960,"[[1002,600]]",1,
84012,8,8040,"[1,59]",10240,"[[30000,6]]",1,
84013,8,8040,"[1,59]",11520,"[[1001,8]]",1,
84014,8,8040,"[1,59]",12800,"[[30000,12]]",1,
84015,8,8040,"[1,59]",14080,"[[11001,2]]",1,
84016,8,8040,"[1,59]",15360,"[[94001,1]]",1,
84101,8,8041,"[0,4]",1000,"[[1003,20]]",,
84102,8,8041,"[0,4]",4000,"[[1001,10]]",,
84103,8,8041,"[0,4]",8000,"[[30000,5]]",,
84104,8,8041,"[0,4]",12000,"[[42000,5]]",,
84105,8,8041,"[0,4]",16000,"[[1003,50]]",,
84106,8,8041,"[1,4]",24000,"[[11001,2]]",,
84107,8,8041,"[2,4]",32000,"[[1003,50]]",,
84108,8,8041,"[3,4]",40000,"[[30000,20]]",,
84109,8,8041,"[4,4]",48000,"[[1001,50]]",,
84201,8,8042,"[0,4]",1000,"[[1003,20]]",,
84202,8,8042,"[0,4]",4000,"[[1001,10]]",,
84203,8,8042,"[0,4]",8000,"[[30000,5]]",,
84204,8,8042,"[0,4]",12000,"[[42000,5]]",,
84205,8,8042,"[0,4]",16000,"[[1003,50]]",,
84206,8,8042,"[1,4]",24000,"[[11001,2]]",,
84207,8,8042,"[2,4]",32000,"[[1003,50]]",,
84208,8,8042,"[3,4]",40000,"[[30000,20]]",,
84209,8,8042,"[4,4]",48000,"[[1001,50]]",,
84301,8,8043,"[0,4]",1000,"[[1003,20]]",,
84302,8,8043,"[0,4]",4000,"[[1001,10]]",,
84303,8,8043,"[0,4]",8000,"[[30000,5]]",,
84304,8,8043,"[0,4]",12000,"[[42000,5]]",,
84305,8,8043,"[0,4]",16000,"[[1003,50]]",,
84306,8,8043,"[1,4]",24000,"[[11001,2]]",,
84307,8,8043,"[2,4]",32000,"[[1003,50]]",,
84308,8,8043,"[3,4]",40000,"[[30000,10]]",,
84309,8,8043,"[4,4]",48000,"[[1001,50]]",,
84401,8,8044,"[0,4]",1000,"[[1003,20]]",,
84402,8,8044,"[0,4]",4000,"[[1001,10]]",,
84403,8,8044,"[0,4]",8000,"[[30000,5]]",,
84404,8,8044,"[0,4]",12000,"[[42000,5]]",,
84405,8,8044,"[0,4]",16000,"[[1003,50]]",,
84406,8,8044,"[1,4]",24000,"[[11001,2]]",,
84407,8,8044,"[2,4]",32000,"[[1003,50]]",,
84408,8,8044,"[3,4]",40000,"[[30000,20]]",,
84409,8,8044,"[4,4]",48000,"[[1001,50]]",,
85001,8,8150,"[1,59]",100,"[[1003,10]]",1,
85002,8,8150,"[1,59]",600,"[[1002,1000]]",1,
85003,8,8150,"[1,59]",1200,"[[1001,5]]",1,
85004,8,8150,"[1,59]",1800,"[[15000,5]]",1,
85005,8,8150,"[1,59]",2500,"[[16000,3]]",1,
85006,8,8150,"[1,59]",3200,"[[1003,40]]",1,
85007,8,8150,"[1,59]",4000,"[[42000,3]]",1,
85008,8,8150,"[1,59]",5000,"[[92002,1]]",1,
85009,8,8150,"[1,59]",6000,"[[1003,60]]",1,
85010,8,8150,"[1,59]",7000,"[[30000,5]]",1,
85011,8,8150,"[1,59]",8000,"[[1001,20]]",1,
85012,8,8150,"[1,59]",9000,"[[1002,5000]]",1,
85013,8,8150,"[1,59]",10000,"[[1003,100]]",1,
85014,8,8150,"[1,59]",11000,"[[30000,10]]",1,
85015,8,8150,"[1,59]",13000,"[[1003,120]]",1,
85016,8,8150,"[1,59]",15000,"[[94003,1]]",1,
85017,8,8150,"[1,59]",20000,"[[1003,200]]",1,
85018,8,8151,"[0,4]",1000,"[[1003,40]]",,
85019,8,8151,"[0,4]",2000,"[[1002,3000]]",,
85020,8,8151,"[0,4]",3000,"[[1001,10]]",,
85021,8,8151,"[0,4]",4000,"[[16000,5]]",,
85022,8,8151,"[0,4]",6000,"[[1003,60]]",,
85023,8,8151,"[0,4]",8000,"[[42000,5]]",,
85024,8,8151,"[0,4]",10000,"[[1003,80]]",,
85025,8,8151,"[0,4]",12000,"[[30000,20]]",,
85026,8,8151,"[0,4]",16000,"[[1003,100]]",,
85027,8,8151,"[1,4]",20000,"[[1003,120]]",,
85028,8,8151,"[2,4]",24000,"[[1003,150]]",,
85029,8,8151,"[3,4]",32000,"[[1003,200]]",,
85030,8,8151,"[4,4]",40000,"[[1003,250]]",,
85031,8,8152,"[0,4]",1000,"[[1003,40]]",,
85032,8,8152,"[0,4]",2000,"[[1002,3000]]",,
85033,8,8152,"[0,4]",3000,"[[1001,10]]",,
85034,8,8152,"[0,4]",4000,"[[16000,5]]",,
85035,8,8152,"[0,4]",6000,"[[1003,60]]",,
85036,8,8152,"[0,4]",8000,"[[42000,5]]",,
85037,8,8152,"[0,4]",10000,"[[1003,80]]",,
85038,8,8152,"[0,4]",12000,"[[30000,20]]",,
85039,8,8152,"[0,4]",16000,"[[1003,100]]",,
85040,8,8152,"[1,4]",20000,"[[1003,120]]",,
85041,8,8152,"[2,4]",24000,"[[1003,150]]",,
85042,8,8152,"[3,4]",32000,"[[1003,200]]",,
85043,8,8152,"[4,4]",40000,"[[1003,250]]",,
85044,8,8153,"[0,4]",1000,"[[1003,40]]",,
85045,8,8153,"[0,4]",2000,"[[1002,3000]]",,
85046,8,8153,"[0,4]",3000,"[[1001,10]]",,
85047,8,8153,"[0,4]",4000,"[[16000,5]]",,
85048,8,8153,"[0,4]",6000,"[[1003,60]]",,
85049,8,8153,"[0,4]",8000,"[[42000,5]]",,
85050,8,8153,"[0,4]",10000,"[[1003,80]]",,
85051,8,8153,"[0,4]",12000,"[[30000,20]]",,
85052,8,8153,"[0,4]",16000,"[[1003,100]]",,
85053,8,8153,"[1,4]",20000,"[[1003,120]]",,
85054,8,8153,"[2,4]",24000,"[[1003,150]]",,
85055,8,8153,"[3,4]",32000,"[[1003,200]]",,
85056,8,8153,"[4,4]",40000,"[[1003,250]]",,
85057,8,8154,"[0,4]",1000,"[[1003,40]]",,
85058,8,8154,"[0,4]",2000,"[[1002,3000]]",,
85059,8,8154,"[0,4]",3000,"[[1001,10]]",,
85060,8,8154,"[0,4]",4000,"[[16000,5]]",,
85061,8,8154,"[0,4]",6000,"[[1003,60]]",,
85062,8,8154,"[0,4]",8000,"[[42000,5]]",,
85063,8,8154,"[0,4]",10000,"[[1003,80]]",,
85064,8,8154,"[0,4]",12000,"[[30000,20]]",,
85065,8,8154,"[0,4]",16000,"[[1003,100]]",,
85066,8,8154,"[1,4]",20000,"[[1003,120]]",,
85067,8,8154,"[2,4]",24000,"[[1003,150]]",,
85068,8,8154,"[3,4]",32000,"[[1003,200]]",,
85069,8,8154,"[4,4]",40000,"[[1003,250]]",,
86001,8,8160,"[1,59]",100,"[[1003,10]]",1,
86002,8,8160,"[1,59]",600,"[[1002,1000]]",1,
86003,8,8160,"[1,59]",1200,"[[1001,5]]",1,
86004,8,8160,"[1,59]",1800,"[[15000,5]]",1,
86005,8,8160,"[1,59]",2500,"[[16000,3]]",1,
86006,8,8160,"[1,59]",3200,"[[1003,40]]",1,
86007,8,8160,"[1,59]",4000,"[[42000,3]]",1,
86008,8,8160,"[1,59]",5000,"[[92002,1]]",1,
86009,8,8160,"[1,59]",6000,"[[1003,60]]",1,
86010,8,8160,"[1,59]",7000,"[[30000,5]]",1,
86011,8,8160,"[1,59]",8000,"[[1001,20]]",1,
86012,8,8160,"[1,59]",9000,"[[1002,5000]]",1,
86013,8,8160,"[1,59]",10000,"[[1003,100]]",1,
86014,8,8160,"[1,59]",11000,"[[30000,10]]",1,
86015,8,8160,"[1,59]",13000,"[[1003,120]]",1,
86016,8,8160,"[1,59]",15000,"[[94003,1]]",1,
86017,8,8160,"[1,59]",20000,"[[1003,200]]",1,
86018,8,8161,"[0,4]",1000,"[[1003,40]]",,
86019,8,8161,"[0,4]",2000,"[[1002,3000]]",,
86020,8,8161,"[0,4]",3000,"[[1001,10]]",,
86021,8,8161,"[0,4]",4000,"[[16000,5]]",,
86022,8,8161,"[0,4]",6000,"[[1003,60]]",,
86023,8,8161,"[0,4]",8000,"[[42000,5]]",,
86024,8,8161,"[0,4]",10000,"[[1003,80]]",,
86025,8,8161,"[0,4]",12000,"[[30000,20]]",,
86026,8,8161,"[0,4]",16000,"[[1003,100]]",,
86027,8,8161,"[1,4]",20000,"[[1003,120]]",,
86028,8,8161,"[2,4]",24000,"[[1003,150]]",,
86029,8,8161,"[3,4]",32000,"[[1003,200]]",,
86030,8,8161,"[4,4]",40000,"[[1003,250]]",,
86031,8,8162,"[0,4]",1000,"[[1003,40]]",,
86032,8,8162,"[0,4]",2000,"[[1002,3000]]",,
86033,8,8162,"[0,4]",3000,"[[1001,10]]",,
86034,8,8162,"[0,4]",4000,"[[16000,5]]",,
86035,8,8162,"[0,4]",6000,"[[1003,60]]",,
86036,8,8162,"[0,4]",8000,"[[42000,5]]",,
86037,8,8162,"[0,4]",10000,"[[1003,80]]",,
86038,8,8162,"[0,4]",12000,"[[30000,20]]",,
86039,8,8162,"[0,4]",16000,"[[1003,100]]",,
86040,8,8162,"[1,4]",20000,"[[1003,120]]",,
86041,8,8162,"[2,4]",24000,"[[1003,150]]",,
86042,8,8162,"[3,4]",32000,"[[1003,200]]",,
86043,8,8162,"[4,4]",40000,"[[1003,250]]",,
86044,8,8163,"[0,4]",1000,"[[1003,40]]",,
86045,8,8163,"[0,4]",2000,"[[1002,3000]]",,
86046,8,8163,"[0,4]",3000,"[[1001,10]]",,
86047,8,8163,"[0,4]",4000,"[[16000,5]]",,
86048,8,8163,"[0,4]",6000,"[[1003,60]]",,
86049,8,8163,"[0,4]",8000,"[[42000,5]]",,
86050,8,8163,"[0,4]",10000,"[[1003,80]]",,
86051,8,8163,"[0,4]",12000,"[[30000,20]]",,
86052,8,8163,"[0,4]",16000,"[[1003,100]]",,
86053,8,8163,"[1,4]",20000,"[[1003,120]]",,
86054,8,8163,"[2,4]",24000,"[[1003,150]]",,
86055,8,8163,"[3,4]",32000,"[[1003,200]]",,
86056,8,8163,"[4,4]",40000,"[[1003,250]]",,
86057,8,8164,"[0,4]",1000,"[[1003,40]]",,
86058,8,8164,"[0,4]",2000,"[[1002,3000]]",,
86059,8,8164,"[0,4]",3000,"[[1001,10]]",,
86060,8,8164,"[0,4]",4000,"[[16000,5]]",,
86061,8,8164,"[0,4]",6000,"[[1003,60]]",,
86062,8,8164,"[0,4]",8000,"[[42000,5]]",,
86063,8,8164,"[0,4]",10000,"[[1003,80]]",,
86064,8,8164,"[0,4]",12000,"[[30000,20]]",,
86065,8,8164,"[0,4]",16000,"[[1003,100]]",,
86066,8,8164,"[1,4]",20000,"[[1003,120]]",,
86067,8,8164,"[2,4]",24000,"[[1003,150]]",,
86068,8,8164,"[3,4]",32000,"[[1003,200]]",,
86069,8,8164,"[4,4]",40000,"[[1003,250]]",,
87001,8,8170,"[1,59]",100,"[[1003,10]]",1,
87002,8,8170,"[1,59]",600,"[[1002,1000]]",1,
87003,8,8170,"[1,59]",1200,"[[1001,5]]",1,
87004,8,8170,"[1,59]",1800,"[[15000,5]]",1,
87005,8,8170,"[1,59]",2500,"[[16000,3]]",1,
87006,8,8170,"[1,59]",3200,"[[1003,40]]",1,
87007,8,8170,"[1,59]",4000,"[[42000,3]]",1,
87008,8,8170,"[1,59]",5000,"[[92002,1]]",1,
87009,8,8170,"[1,59]",6000,"[[1003,60]]",1,
87010,8,8170,"[1,59]",7000,"[[30000,5]]",1,
87011,8,8170,"[1,59]",8000,"[[1001,20]]",1,
87012,8,8170,"[1,59]",9000,"[[1002,5000]]",1,
87013,8,8170,"[1,59]",10000,"[[1003,100]]",1,
87014,8,8170,"[1,59]",11000,"[[30000,10]]",1,
87015,8,8170,"[1,59]",13000,"[[1003,120]]",1,
87016,8,8170,"[1,59]",15000,"[[94003,1]]",1,
87017,8,8170,"[1,59]",20000,"[[1003,200]]",1,
87018,8,8171,"[0,4]",1000,"[[1003,40]]",,
87019,8,8171,"[0,4]",2000,"[[1002,3000]]",,
87020,8,8171,"[0,4]",3000,"[[1001,10]]",,
87021,8,8171,"[0,4]",4000,"[[16000,5]]",,
87022,8,8171,"[0,4]",6000,"[[1003,60]]",,
87023,8,8171,"[0,4]",8000,"[[42000,5]]",,
87024,8,8171,"[0,4]",10000,"[[1003,80]]",,
87025,8,8171,"[0,4]",12000,"[[30000,20]]",,
87026,8,8171,"[0,4]",16000,"[[1003,100]]",,
87027,8,8171,"[1,4]",20000,"[[1003,120]]",,
87028,8,8171,"[2,4]",24000,"[[1003,150]]",,
87029,8,8171,"[3,4]",32000,"[[1003,200]]",,
87030,8,8171,"[4,4]",40000,"[[1003,250]]",,
87031,8,8172,"[0,4]",1000,"[[1003,40]]",,
87032,8,8172,"[0,4]",2000,"[[1002,3000]]",,
87033,8,8172,"[0,4]",3000,"[[1001,10]]",,
87034,8,8172,"[0,4]",4000,"[[16000,5]]",,
87035,8,8172,"[0,4]",6000,"[[1003,60]]",,
87036,8,8172,"[0,4]",8000,"[[42000,5]]",,
87037,8,8172,"[0,4]",10000,"[[1003,80]]",,
87038,8,8172,"[0,4]",12000,"[[30000,20]]",,
87039,8,8172,"[0,4]",16000,"[[1003,100]]",,
87040,8,8172,"[1,4]",20000,"[[1003,120]]",,
87041,8,8172,"[2,4]",24000,"[[1003,150]]",,
87042,8,8172,"[3,4]",32000,"[[1003,200]]",,
87043,8,8172,"[4,4]",40000,"[[1003,250]]",,
87044,8,8173,"[0,4]",1000,"[[1003,40]]",,
87045,8,8173,"[0,4]",2000,"[[1002,3000]]",,
87046,8,8173,"[0,4]",3000,"[[1001,10]]",,
87047,8,8173,"[0,4]",4000,"[[16000,5]]",,
87048,8,8173,"[0,4]",6000,"[[1003,60]]",,
87049,8,8173,"[0,4]",8000,"[[42000,5]]",,
87050,8,8173,"[0,4]",10000,"[[1003,80]]",,
87051,8,8173,"[0,4]",12000,"[[30000,20]]",,
87052,8,8173,"[0,4]",16000,"[[1003,100]]",,
87053,8,8173,"[1,4]",20000,"[[1003,120]]",,
87054,8,8173,"[2,4]",24000,"[[1003,150]]",,
87055,8,8173,"[3,4]",32000,"[[1003,200]]",,
87056,8,8173,"[4,4]",40000,"[[1003,250]]",,
87057,8,8174,"[0,4]",1000,"[[1003,40]]",,
87058,8,8174,"[0,4]",2000,"[[1002,3000]]",,
87059,8,8174,"[0,4]",3000,"[[1001,10]]",,
87060,8,8174,"[0,4]",4000,"[[16000,5]]",,
87061,8,8174,"[0,4]",6000,"[[1003,60]]",,
87062,8,8174,"[0,4]",8000,"[[42000,5]]",,
87063,8,8174,"[0,4]",10000,"[[1003,80]]",,
87064,8,8174,"[0,4]",12000,"[[30000,20]]",,
87065,8,8174,"[0,4]",16000,"[[1003,100]]",,
87066,8,8174,"[1,4]",20000,"[[1003,120]]",,
87067,8,8174,"[2,4]",24000,"[[1003,150]]",,
87068,8,8174,"[3,4]",32000,"[[1003,200]]",,
87069,8,8174,"[4,4]",40000,"[[1003,250]]",,
88001,8,8180,"[1,59]",100,"[[1003,10]]",1,
88002,8,8180,"[1,59]",600,"[[1002,1000]]",1,
88003,8,8180,"[1,59]",1200,"[[1001,5]]",1,
88004,8,8180,"[1,59]",1800,"[[15000,5]]",1,
88005,8,8180,"[1,59]",2500,"[[16000,3]]",1,
88006,8,8180,"[1,59]",3200,"[[1003,40]]",1,
88007,8,8180,"[1,59]",4000,"[[42000,3]]",1,
88008,8,8180,"[1,59]",5000,"[[92002,1]]",1,
88009,8,8180,"[1,59]",6000,"[[1003,60]]",1,
88010,8,8180,"[1,59]",7000,"[[30000,5]]",1,
88011,8,8180,"[1,59]",8000,"[[1001,20]]",1,
88012,8,8180,"[1,59]",9000,"[[1002,5000]]",1,
88013,8,8180,"[1,59]",10000,"[[1003,100]]",1,
88014,8,8180,"[1,59]",11000,"[[30000,10]]",1,
88015,8,8180,"[1,59]",13000,"[[1003,120]]",1,
88016,8,8180,"[1,59]",15000,"[[94003,1]]",1,
88017,8,8180,"[1,59]",20000,"[[1003,200]]",1,
88018,8,8181,"[0,4]",1000,"[[1003,40]]",,
88019,8,8181,"[0,4]",2000,"[[1002,3000]]",,
88020,8,8181,"[0,4]",3000,"[[1001,10]]",,
88021,8,8181,"[0,4]",4000,"[[16000,5]]",,
88022,8,8181,"[0,4]",6000,"[[1003,60]]",,
88023,8,8181,"[0,4]",8000,"[[42000,5]]",,
88024,8,8181,"[0,4]",10000,"[[1003,80]]",,
88025,8,8181,"[0,4]",12000,"[[30000,20]]",,
88026,8,8181,"[0,4]",16000,"[[1003,100]]",,
88027,8,8181,"[1,4]",20000,"[[1003,120]]",,
88028,8,8181,"[2,4]",24000,"[[1003,150]]",,
88029,8,8181,"[3,4]",32000,"[[1003,200]]",,
88030,8,8181,"[4,4]",40000,"[[1003,250]]",,
88031,8,8182,"[0,4]",1000,"[[1003,40]]",,
88032,8,8182,"[0,4]",2000,"[[1002,3000]]",,
88033,8,8182,"[0,4]",3000,"[[1001,10]]",,
88034,8,8182,"[0,4]",4000,"[[16000,5]]",,
88035,8,8182,"[0,4]",6000,"[[1003,60]]",,
88036,8,8182,"[0,4]",8000,"[[42000,5]]",,
88037,8,8182,"[0,4]",10000,"[[1003,80]]",,
88038,8,8182,"[0,4]",12000,"[[30000,20]]",,
88039,8,8182,"[0,4]",16000,"[[1003,100]]",,
88040,8,8182,"[1,4]",20000,"[[1003,120]]",,
88041,8,8182,"[2,4]",24000,"[[1003,150]]",,
88042,8,8182,"[3,4]",32000,"[[1003,200]]",,
88043,8,8182,"[4,4]",40000,"[[1003,250]]",,
88044,8,8183,"[0,4]",1000,"[[1003,40]]",,
88045,8,8183,"[0,4]",2000,"[[1002,3000]]",,
88046,8,8183,"[0,4]",3000,"[[1001,10]]",,
88047,8,8183,"[0,4]",4000,"[[16000,5]]",,
88048,8,8183,"[0,4]",6000,"[[1003,60]]",,
88049,8,8183,"[0,4]",8000,"[[42000,5]]",,
88050,8,8183,"[0,4]",10000,"[[1003,80]]",,
88051,8,8183,"[0,4]",12000,"[[30000,20]]",,
88052,8,8183,"[0,4]",16000,"[[1003,100]]",,
88053,8,8183,"[1,4]",20000,"[[1003,120]]",,
88054,8,8183,"[2,4]",24000,"[[1003,150]]",,
88055,8,8183,"[3,4]",32000,"[[1003,200]]",,
88056,8,8183,"[4,4]",40000,"[[1003,250]]",,
88057,8,8184,"[0,4]",1000,"[[1003,40]]",,
88058,8,8184,"[0,4]",2000,"[[1002,3000]]",,
88059,8,8184,"[0,4]",3000,"[[1001,10]]",,
88060,8,8184,"[0,4]",4000,"[[16000,5]]",,
88061,8,8184,"[0,4]",6000,"[[1003,60]]",,
88062,8,8184,"[0,4]",8000,"[[42000,5]]",,
88063,8,8184,"[0,4]",10000,"[[1003,80]]",,
88064,8,8184,"[0,4]",12000,"[[30000,20]]",,
88065,8,8184,"[0,4]",16000,"[[1003,100]]",,
88066,8,8184,"[1,4]",20000,"[[1003,120]]",,
88067,8,8184,"[2,4]",24000,"[[1003,150]]",,
88068,8,8184,"[3,4]",32000,"[[1003,200]]",,
88069,8,8184,"[4,4]",40000,"[[1003,250]]",,
11001101,11,110001,"[11,15]",310,"[[1003,30]]",,
11001102,11,110001,"[11,15]",775,"[[1002,300]]",,
11001103,11,110001,"[11,15]",1240,"[[1001,3]]",,
11001104,11,110001,"[11,15]",1705,"[[15000,5],[1000,50]]",,
11001105,11,110001,"[11,15]",2325,"[[1003,50]]",,
11001106,11,110001,"[11,15]",2945,"[[1002,200],[16000,3]]",,
11001107,11,110001,"[11,15]",3565,"[[7003,3]]",,
11001108,11,110001,"[11,15]",4185,"[[1003,50]]",,
11001109,11,110001,"[11,15]",4805,"[[11001,1]]",,
11001110,11,110001,"[11,15]",5425,"[[15000,5],[1000,50]]",,
11001111,11,110001,"[11,15]",6045,"[[1002,500]]",,
11001112,11,110001,"[11,15]",6665,"[[22000,2]]",,
11001113,11,110001,"[11,15]",7440,"[[1003,70]]",,
11001114,11,110001,"[11,15]",8215,"[[16000,3],[1000,50]]",,
11001115,11,110001,"[11,15]",8990,"[[1001,20],[1003,50]]",,
11001116,11,110001,"[11,15]",9785,"[[27660,1]]",,
11001201,11,110001,"[16,21]",318,"[[1003,30]]",,
11001202,11,110001,"[16,21]",795,"[[1002,300]]",,
11001203,11,110001,"[16,21]",1272,"[[1001,3]]",,
11001204,11,110001,"[16,21]",1749,"[[15000,5],[1000,50]]",,
11001205,11,110001,"[16,21]",2385,"[[1003,50]]",,
11001206,11,110001,"[16,21]",3021,"[[1002,200],[16000,3]]",,
11001207,11,110001,"[16,21]",3657,"[[7003,3]]",,
11001208,11,110001,"[16,21]",4293,"[[1003,50]]",,
11001209,11,110001,"[16,21]",4929,"[[11001,1]]",,
11001210,11,110001,"[16,21]",5565,"[[15000,5],[1000,50]]",,
11001211,11,110001,"[16,21]",6201,"[[1002,500]]",,
11001212,11,110001,"[16,21]",6837,"[[22000,2]]",,
11001213,11,110001,"[16,21]",7632,"[[1003,70]]",,
11001214,11,110001,"[16,21]",8427,"[[16000,3],[1000,50]]",,
11001215,11,110001,"[16,21]",9222,"[[1001,20],[1003,50]]",,
11001216,11,110001,"[16,21]",10017,"[[27660,1]]",,
11001301,11,110001,"[22,26]",330,"[[1003,30]]",,
11001302,11,110001,"[22,26]",825,"[[1002,300]]",,
11001303,11,110001,"[22,26]",1320,"[[1001,3]]",,
11001304,11,110001,"[22,26]",1815,"[[15000,5],[1000,50]]",,
11001305,11,110001,"[22,26]",2475,"[[1003,50]]",,
11001306,11,110001,"[22,26]",3135,"[[1002,200],[16000,3]]",,
11001307,11,110001,"[22,26]",3795,"[[7003,3]]",,
11001308,11,110001,"[22,26]",4455,"[[1003,50]]",,
11001309,11,110001,"[22,26]",5115,"[[11001,1]]",,
11001310,11,110001,"[22,26]",5775,"[[15000,5],[1000,50]]",,
11001311,11,110001,"[22,26]",6435,"[[1002,500]]",,
11001312,11,110001,"[22,26]",7095,"[[22000,2]]",,
11001313,11,110001,"[22,26]",7920,"[[1003,70]]",,
11001314,11,110001,"[22,26]",8745,"[[16000,3],[1000,50]]",,
11001315,11,110001,"[22,26]",9570,"[[1001,20],[1003,50]]",,
11001316,11,110001,"[22,26]",10395,"[[27660,1]]",,
11001401,11,110001,"[27,31]",344,"[[1003,30]]",,
11001402,11,110001,"[27,31]",860,"[[1002,300]]",,
11001403,11,110001,"[27,31]",1376,"[[1001,3]]",,
11001404,11,110001,"[27,31]",1892,"[[15000,5],[1000,50]]",,
11001405,11,110001,"[27,31]",2580,"[[1003,50]]",,
11001406,11,110001,"[27,31]",3268,"[[1002,200],[16000,3]]",,
11001407,11,110001,"[27,31]",3956,"[[7003,3]]",,
11001408,11,110001,"[27,31]",4644,"[[1003,50]]",,
11001409,11,110001,"[27,31]",5332,"[[11001,1]]",,
11001410,11,110001,"[27,31]",6020,"[[15000,5],[1000,50]]",,
11001411,11,110001,"[27,31]",6708,"[[1002,500]]",,
11001412,11,110001,"[27,31]",7396,"[[22000,2]]",,
11001413,11,110001,"[27,31]",8256,"[[1003,70]]",,
11001414,11,110001,"[27,31]",9116,"[[16000,3],[1000,50]]",,
11001415,11,110001,"[27,31]",9976,"[[1001,20],[1003,50]]",,
11001416,11,110001,"[27,31]",10836,"[[27660,1]]",,
11001501,11,110001,"[32,36]",360,"[[1003,30]]",,
11001502,11,110001,"[32,36]",900,"[[1002,300]]",,
11001503,11,110001,"[32,36]",1440,"[[1001,3]]",,
11001504,11,110001,"[32,36]",1980,"[[15000,5],[1000,50]]",,
11001505,11,110001,"[32,36]",2700,"[[1003,50]]",,
11001506,11,110001,"[32,36]",3420,"[[1002,200],[16000,3]]",,
11001507,11,110001,"[32,36]",4140,"[[7003,3]]",,
11001508,11,110001,"[32,36]",4860,"[[1003,50]]",,
11001509,11,110001,"[32,36]",5580,"[[11001,1]]",,
11001510,11,110001,"[32,36]",6300,"[[15000,5],[1000,50]]",,
11001511,11,110001,"[32,36]",7020,"[[1002,500]]",,
11001512,11,110001,"[32,36]",7740,"[[22000,2]]",,
11001513,11,110001,"[32,36]",8640,"[[1003,70]]",,
11001514,11,110001,"[32,36]",9540,"[[16000,3],[1000,50]]",,
11001515,11,110001,"[32,36]",10440,"[[1001,20],[1003,50]]",,
11001516,11,110001,"[32,36]",11340,"[[27660,1]]",,
11001601,11,110001,"[37,41]",370,"[[1003,30]]",,
11001602,11,110001,"[37,41]",925,"[[1002,300]]",,
11001603,11,110001,"[37,41]",1480,"[[1001,3]]",,
11001604,11,110001,"[37,41]",2035,"[[15000,5],[1000,50]]",,
11001605,11,110001,"[37,41]",2775,"[[1003,50]]",,
