id,activityID,group,consumeEnergy,attenuationValue,reward,sequence,giftIcon,
525,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,10]","[[1002,2000]]",3,,
526,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",4,,
527,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,35]","[[1003,30]]",5,,
528,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1003,35]]",6,,
529,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[42000,1]]",7,,
530,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1003,80]]",8,,
531,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1001,20]]",9,,
532,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[11001,1]]",10,,
533,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,4000]]",11,,
534,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,130]]",12,,
535,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[1001,20]]",13,,
536,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1002,6000]]",14,,
537,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1001,35]]",15,,
538,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,160]]",16,,
539,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,1]]",17,,
540,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[42000,4]]",18,,
541,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1001,40]]",19,,
542,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1002,8000]]",20,,
543,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,130]]",21,,
544,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,180]]",22,,
545,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,2]]",23,,
546,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1003,200]]",24,,
547,13027,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[1003,1000]]",25,,
548,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
549,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",2,,
550,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,10]","[[1002,2000]]",3,,
551,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",4,,
552,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,35]","[[1003,30]]",5,,
553,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1003,35]]",6,,
554,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[42000,1]]",7,,
555,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1003,80]]",8,,
556,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1001,20]]",9,,
557,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[11001,1]]",10,,
558,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,4000]]",11,,
559,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,130]]",12,,
560,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[1001,20]]",13,,
561,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1002,6000]]",14,,
562,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1001,35]]",15,,
563,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,160]]",16,,
564,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,1]]",17,,
565,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[42000,4]]",18,,
566,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1001,40]]",19,,
567,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1002,8000]]",20,,
568,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,130]]",21,,
569,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,180]]",22,,
570,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[11001,2]]",23,,
571,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,180]","[[1003,200]]",24,,
572,13028,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[1003,1000]]",25,,
573,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[1003,10]]",1,,
574,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,15]","[[42000,1]]",2,,
575,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,20]","[[1003,15]]",3,,
576,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,25]","[[42000,1]]",4,,
577,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1003,30]]",5,,
578,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[1003,35]]",6,,
579,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,75]","[[1001,15]]",7,,
580,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,4000]]",8,,
581,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1001,20]]",9,,
582,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,40]","[[42000,1]]",10,,
583,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1002,3000]]",11,,
584,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1003,60]]",12,,
585,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,50]","[[16000,2]]",13,,
586,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,30]","[[1002,2000]]",14,,
587,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1001,15]]",15,,
588,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,80]","[[1003,70]]",16,,
589,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,60]","[[1003,50]]",17,,
590,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[42000,3]]",18,,
591,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,100]","[[1001,25]]",19,,
592,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,70]","[[1002,5000]]",20,,
593,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,120]","[[1003,100]]",21,,
594,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,150]","[[1003,120]]",22,,
595,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,200]","[[11001,2]]",23,,
596,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,250]","[[1003,400]]",24,,
597,13029,"[1,2,3,4,5,6,7,8,9]","[10,6303]","[6303,500]","[[1003,1500]]",25,,
